"primaryKey","teamId","gameId","gameDate","matchup","result","wins","losses","winPercentage","minutes","fieldGoalsMade","fieldGoalAttempts","fieldGoalPercentage","threePointFieldGoalsMade","threePointFieldGoalAttempts","threePointFieldGoalPercentage","freeThrowsMade","freeThrowAttempts","freeThrowPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","blocks","turnovers","personalFouls","points","season","dt"
"1610612738_0021700485","1610612738","0021700485","DEC 23, 2017","BOS vs. CHI","W","27","9","0.75","240.0","44","92","0.478","12","32","0.375","17","8","0.81","8","38","46","29","9","5","5","18","117","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700495","1610612738","0021700495","DEC 25, 2017","BOS vs. WAS","L","27","10","0.73","240.0","39","81","0.481","14","29","0.483","11","8","0.647","8","37","45","20","2","4","16","23","103","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700506","1610612738","0021700506","DEC 27, 2017","BOS @ CHA","W","28","10","0.737","240.0","37","78","0.474","15","34","0.441","13","6","1.0","6","37","43","20","4","7","15","20","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700517","1610612738","0021700517","DEC 28, 2017","BOS vs. HOU","W","29","10","0.744","240.0","37","82","0.451","8","29","0.276","17","10","0.708","10","34","44","18","9","8","16","22","99","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700539","1610612738","0021700539","DEC 31, 2017","BOS vs. BKN","W","30","10","0.75","240.0","39","79","0.494","14","33","0.424","16","8","0.64","8","42","50","21","7","8","17","22","108","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700559","1610612738","0021700559","JAN 03, 2018","BOS vs. CLE","W","31","10","0.756","240.0","41","92","0.446","12","36","0.333","8","9","0.727","9","43","52","27","9","2","15","20","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700570","1610612738","0021700570","JAN 05, 2018","BOS vs. MIN","W","32","10","0.762","240.0","38","94","0.404","6","36","0.167","9","17","0.692","17","39","56","24","6","4","10","22","91","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700579","1610612738","0021700579","JAN 06, 2018","BOS @ BKN","W","33","10","0.767","240.0","37","98","0.378","5","18","0.278","8","12","0.533","12","32","44","12","8","13","4","17","87","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700614","1610612738","0021700614","JAN 11, 2018","BOS @ PHI","W","34","10","0.773","240.0","43","89","0.483","13","35","0.371","15","11","0.789","11","35","46","24","11","2","18","18","114","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700650","1610612738","0021700650","JAN 16, 2018","BOS vs. NOP","L","34","11","0.756","265.0","40","101","0.396","19","50","0.38","14","12","0.875","12","41","53","27","7","3","18","24","113","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700663","1610612738","0021700663","JAN 18, 2018","BOS vs. PHI","L","34","12","0.739","240.0","30","74","0.405","7","29","0.241","13","3","0.765","3","28","31","13","7","5","19","20","80","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700683","1610612738","0021700683","JAN 21, 2018","BOS vs. ORL","L","34","13","0.723","240.0","37","85","0.435","8","27","0.296","13","11","0.929","11","33","44","22","6","9","15","18","95","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700700","1610612738","0021700700","JAN 23, 2018","BOS @ LAL","L","34","14","0.708","240.0","42","90","0.467","15","44","0.341","8","7","0.8","7","35","42","22","3","5","11","25","107","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700709","1610612738","0021700709","JAN 24, 2018","BOS @ LAC","W","35","14","0.714","240.0","39","93","0.419","14","40","0.35","21","10","0.955","10","37","47","25","10","3","13","28","113","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700728","1610612738","0021700728","JAN 27, 2018","BOS @ GSW","L","35","15","0.7","240.0","37","85","0.435","14","28","0.5","17","11","0.708","11","34","45","17","6","2","14","23","105","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700743","1610612738","0021700743","JAN 29, 2018","BOS @ DEN","W","36","15","0.706","240.0","43","91","0.473","17","36","0.472","8","10","0.8","10","30","40","28","4","6","9","19","111","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700758","1610612738","0021700758","JAN 31, 2018","BOS vs. NYK","W","37","15","0.712","240.0","40","83","0.482","11","26","0.423","12","5","0.6","5","44","49","27","8","3","9","22","103","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700767","1610612738","0021700767","FEB 02, 2018","BOS vs. ATL","W","38","15","0.717","240.0","45","89","0.506","11","24","0.458","18","7","0.9","7","35","42","26","8","3","11","23","119","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700784","1610612738","0021700784","FEB 04, 2018","BOS vs. POR","W","39","15","0.722","240.0","35","85","0.412","15","36","0.417","12","9","0.706","9","42","51","24","3","6","11","16","97","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700798","1610612738","0021700798","FEB 06, 2018","BOS @ TOR","L","39","16","0.709","240.0","33","83","0.398","10","23","0.435","15","9","0.75","9","29","38","21","3","3","17","19","91","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700813","1610612738","0021700813","FEB 08, 2018","BOS @ WAS","W","40","16","0.714","265.0","39","84","0.464","9","26","0.346","23","7","0.676","7","38","45","16","9","6","18","20","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700820","1610612738","0021700820","FEB 09, 2018","BOS vs. IND","L","40","17","0.702","240.0","34","89","0.382","7","27","0.259","16","12","0.8","12","26","38","16","5","8","10","21","91","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700835","1610612738","0021700835","FEB 11, 2018","BOS vs. CLE","L","40","18","0.69","240.0","36","89","0.404","10","38","0.263","17","13","0.773","13","30","43","22","3","4","14","14","99","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700858","1610612738","0021700858","FEB 14, 2018","BOS vs. LAC","L","40","19","0.678","240.0","42","97","0.433","15","31","0.484","20","11","0.952","11","35","46","24","4","7","8","31","119","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700873","1610612738","0021700873","FEB 23, 2018","BOS @ DET","W","41","19","0.683","240.0","41","85","0.482","17","39","0.436","11","10","0.611","10","32","42","30","8","5","11","22","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700886","1610612738","0021700886","FEB 24, 2018","BOS @ NYK","W","42","19","0.689","240.0","42","93","0.452","13","33","0.394","24","11","0.857","11","34","45","21","11","5","11","15","121","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700898","1610612738","0021700898","FEB 26, 2018","BOS vs. MEM","W","43","19","0.694","240.0","39","86","0.453","12","37","0.324","19","9","0.704","9","35","44","25","5","5","8","23","109","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700916","1610612738","0021700916","FEB 28, 2018","BOS vs. CHA","W","44","19","0.698","240.0","54","87","0.621","12","20","0.6","14","4","0.933","4","43","47","31","3","4","10","20","134","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700939","1610612738","0021700939","MAR 03, 2018","BOS @ HOU","L","44","20","0.688","240.0","44","91","0.484","13","24","0.542","19","10","0.905","10","28","38","22","6","3","13","21","120","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700953","1610612738","0021700953","MAR 05, 2018","BOS @ CHI","W","45","20","0.692","240.0","41","84","0.488","12","36","0.333","11","12","0.917","12","41","53","25","7","4","18","13","105","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700974","1610612738","0021700974","MAR 08, 2018","BOS @ MIN","W","46","20","0.697","240.0","43","87","0.494","11","32","0.344","20","9","0.741","9","37","46","28","7","2","11","17","117","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700998","1610612738","0021700998","MAR 11, 2018","BOS vs. IND","L","46","21","0.687","240.0","34","81","0.42","12","37","0.324","17","10","0.81","10","32","42","26","10","5","16","13","97","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701017","1610612738","0021701017","MAR 14, 2018","BOS vs. WAS","L","46","22","0.676","290.0","48","99","0.485","12","26","0.462","16","10","0.696","10","34","44","30","9","5","17","22","124","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701029","1610612738","0021701029","MAR 16, 2018","BOS @ ORL","W","47","22","0.681","240.0","31","82","0.378","9","26","0.346","21","16","0.75","16","39","55","16","7","6","18","17","92","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701047","1610612738","0021701047","MAR 18, 2018","BOS @ NOP","L","47","23","0.671","240.0","35","87","0.402","9","26","0.346","10","9","0.5","9","35","44","17","8","3","12","21","89","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701059","1610612738","0021701059","MAR 20, 2018","BOS vs. OKC","W","48","23","0.676","240.0","36","87","0.414","13","36","0.361","15","11","0.938","11","41","52","22","6","5","17","24","100","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701086","1610612738","0021701086","MAR 23, 2018","BOS @ POR","W","49","23","0.681","240.0","35","77","0.455","11","18","0.611","24","9","0.923","9","36","45","22","5","4","13","18","105","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701099","1610612738","0021701099","MAR 25, 2018","BOS @ SAC","W","50","23","0.685","240.0","40","72","0.556","12","22","0.545","12","3","0.706","3","32","35","23","9","2","15","11","104","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701107","1610612738","0021701107","MAR 26, 2018","BOS @ PHX","W","51","23","0.689","240.0","37","87","0.425","14","29","0.483","14","10","1.0","10","34","44","24","10","3","12","19","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701121","1610612738","0021701121","MAR 28, 2018","BOS @ UTA","W","52","23","0.693","240.0","35","79","0.443","12","21","0.571","15","11","0.75","11","31","42","20","11","2","16","18","97","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701140","1610612738","0021701140","MAR 31, 2018","BOS vs. TOR","W","53","23","0.697","240.0","40","88","0.455","7","17","0.412","23","8","0.852","8","33","41","19","6","3","5","23","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701162","1610612738","0021701162","APR 03, 2018","BOS @ MIL","L","53","24","0.688","240.0","38","81","0.469","7","23","0.304","19","10","0.792","10","27","37","19","10","6","17","17","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701171","1610612738","0021701171","APR 04, 2018","BOS @ TOR","L","53","25","0.679","240.0","25","75","0.333","3","22","0.136","25","8","0.893","8","35","43","10","7","3","16","16","78","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701185","1610612738","0021701185","APR 06, 2018","BOS vs. CHI","W","54","25","0.684","240.0","45","81","0.556","14","34","0.412","7","6","0.412","6","40","46","35","9","6","18","15","111","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701202","1610612738","0021701202","APR 08, 2018","BOS vs. ATL","L","54","26","0.675","240.0","42","82","0.512","9","23","0.391","13","10","0.65","10","31","41","33","9","6","12","18","106","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701215","1610612738","0021701215","APR 10, 2018","BOS @ WAS","L","54","27","0.667","240.0","33","87","0.379","13","33","0.394","22","13","0.815","13","31","44","22","14","1","16","18","101","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021701219","1610612738","0021701219","APR 11, 2018","BOS vs. BKN","W","55","27","0.671","240.0","46","102","0.451","6","24","0.25","12","20","0.8","20","42","62","22","6","6","13","14","110","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700001","1610612739","0021700001","OCT 17, 2017","CLE vs. BOS","W","1","0","1.0","240.0","38","83","0.458","5","22","0.227","21","9","0.84","9","41","50","19","3","4","17","25","102","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700021","1610612739","0021700021","OCT 20, 2017","CLE @ MIL","W","2","0","1.0","240.0","44","81","0.543","11","26","0.423","17","9","1.0","9","35","44","25","8","3","17","11","116","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700028","1610612739","0021700028","OCT 21, 2017","CLE vs. ORL","L","2","1","0.667","240.0","33","86","0.384","7","25","0.28","20","11","0.741","11","33","44","15","4","7","16","14","93","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700049","1610612739","0021700049","OCT 24, 2017","CLE vs. CHI","W","3","1","0.75","240.0","43","83","0.518","16","38","0.421","17","8","0.773","8","31","39","28","5","3","9","14","119","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700058","1610612739","0021700058","OCT 25, 2017","CLE @ BKN","L","3","2","0.6","240.0","39","81","0.481","12","35","0.343","17","9","0.654","9","38","47","21","5","7","21","17","107","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700077","1610612739","0021700077","OCT 28, 2017","CLE @ NOP","L","3","3","0.5","240.0","36","78","0.462","12","32","0.375","17","5","0.739","5","32","37","19","8","2","18","19","101","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700090","1610612739","0021700090","OCT 29, 2017","CLE vs. NYK","L","3","4","0.429","240.0","31","81","0.383","10","33","0.303","23","7","0.852","7","34","41","20","5","5","15","23","95","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700106","1610612739","0021700106","NOV 01, 2017","CLE vs. IND","L","3","5","0.375","240.0","43","86","0.5","7","31","0.226","14","8","0.7","8","33","41","25","6","3","16","19","107","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700122","1610612739","0021700122","NOV 03, 2017","CLE @ WAS","W","4","5","0.444","240.0","46","82","0.561","12","27","0.444","26","8","0.929","8","26","34","20","11","4","14","27","130","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700136","1610612739","0021700136","NOV 05, 2017","CLE vs. ATL","L","4","6","0.4","240.0","42","96","0.438","10","36","0.278","21","15","0.913","15","32","47","27","6","6","13","29","115","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700149","1610612739","0021700149","NOV 07, 2017","CLE vs. MIL","W","5","6","0.455","240.0","41","82","0.5","9","18","0.5","33","12","0.868","12","27","39","18","7","4","12","16","124","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700166","1610612739","0021700166","NOV 09, 2017","CLE @ HOU","L","5","7","0.417","240.0","45","81","0.556","12","27","0.444","11","4","0.786","4","22","26","24","9","1","18","30","113","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700181","1610612739","0021700181","NOV 11, 2017","CLE @ DAL","W","6","7","0.462","240.0","35","81","0.432","12","31","0.387","29","10","0.829","10","43","53","18","8","3","17","18","111","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700193","1610612739","0021700193","NOV 13, 2017","CLE @ NYK","W","7","7","0.5","240.0","35","88","0.398","16","45","0.356","18","14","0.818","14","34","48","21","7","7","20","21","104","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700207","1610612739","0021700207","NOV 15, 2017","CLE @ CHA","W","8","7","0.533","240.0","42","95","0.442","13","38","0.342","18","16","0.9","16","35","51","25","9","4","13","24","115","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700220","1610612739","0021700220","NOV 17, 2017","CLE vs. LAC","W","9","7","0.563","265.0","42","90","0.467","11","33","0.333","23","8","0.793","8","43","51","24","9","4","15","20","118","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700242","1610612739","0021700242","NOV 20, 2017","CLE @ DET","W","10","7","0.588","240.0","42","80","0.525","16","33","0.485","16","7","0.941","7","35","42","28","4","2","11","14","116","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700254","1610612739","0021700254","NOV 22, 2017","CLE vs. BKN","W","11","7","0.611","240.0","43","82","0.524","14","34","0.412","19","4","0.704","4","29","33","21","8","2","10","19","119","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700270","1610612739","0021700270","NOV 24, 2017","CLE vs. CHA","W","12","7","0.632","240.0","38","83","0.458","13","39","0.333","11","3","0.733","3","42","45","25","4","7","12","24","100","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700291","1610612739","0021700291","NOV 27, 2017","CLE @ PHI","W","13","7","0.65","240.0","41","86","0.477","15","37","0.405","16","11","0.8","11","35","46","25","7","3","11","21","113","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700298","1610612739","0021700298","NOV 28, 2017","CLE vs. MIA","W","14","7","0.667","240.0","40","81","0.494","11","33","0.333","17","5","0.739","5","40","45","21","12","2","13","17","108","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700313","1610612739","0021700313","NOV 30, 2017","CLE @ ATL","W","15","7","0.682","240.0","41","79","0.519","18","39","0.462","21","12","0.778","12","28","40","30","9","5","19","20","121","2017-18","2018-04-13T22:39:11.529"
"1610612739_0021700329","1610612739","0021700329","DEC 02, 2017","CLE vs. MEM","W","16","7","0.696","240.0","42","75","0.56","11","24","0.458","21","1","0.913","1","30","31","24","8","7","10","14","116","2017-18","2018-04-13T22:39:11.529"
