playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Joe Johnson,1.2043010752688172,1.5555555555555556,0.0,0.0,2.0,0.0,0.0,0.8470588235294118,0.831858407079646,0.7444444444444445,0.7746478873239436,1.0379746835443038,1.2000000000000002,0.5,0.0,1.0406504065040652,2.0,0.0,1.4893617021276595,1.2307692307692308,0.5454545454545454,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.0,0.75,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,28.0,0.0,0.0,14.0,0.0,0.0,144.0,94.0,134.0,220.0,246.0,84.0,3.0,0.0,128.0,6.0,0.0,70.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Smith,2.0,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.7407407407407407,0.9333333333333333,0.8051948051948052,0.7674418604651163,1.5,3.0,0.0,0.0,1.0175438596491229,0.0,2.0,0.7777777777777778,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,32.0,0.0,0.0,20.0,14.0,62.0,66.0,3.0,3.0,0.0,0.0,58.0,0.0,2.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Anthony,2.0,0.0,0.0,0.0,1.619047619047619,0.0,1.0,0.4444444444444444,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Przybilla,1.6666666666666667,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.6666666666666666,2.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Dorsey,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Graham,1.4,0.0,2.0,0.0,1.935483870967742,0.0,2.0,0.7346938775510204,0.64,0.8787878787878788,0.6896551724137931,0.6000000000000001,0.0,0.0,0.0,0.8478260869565217,1.0,0.0,1.0344827586206897,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.9230769230769231,1.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,0.0,60.0,0.0,2.0,36.0,16.0,58.0,40.0,3.0,0.0,0.0,0.0,78.0,2.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Petro,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.631578947368421,0.5,0.6976744186046512,0.7058823529411765,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.8695652173913043,0.8571428571428571,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,6.0,30.0,12.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
John Salmons,1.653061224489796,1.5555555555555556,0.0,0.0,1.8823529411764706,0.0,2.0,0.6097560975609756,0.6785714285714286,0.7195121951219512,0.8316831683168316,1.230414746543779,0.0,0.0,0.0,1.062200956937799,0.0,0.0,1.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,14.0,0.0,0.0,32.0,0.0,2.0,50.0,38.0,118.0,168.0,267.0,0.0,0.0,0.0,222.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Farmar,1.44,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.125,0.8333333333333334,0.55,0.547945205479452,1.0932203389830508,0.0,0.0,0.0,0.7945205479452054,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,10.0,22.0,40.0,129.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Calderon,1.5789473684210527,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8571428571428571,0.9,0.7924528301886793,1.2108433734939759,0.0,0.0,0.0,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0909090909090908,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,54.0,126.0,201.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,84.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Howard,1.3559322033898304,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.8928571428571429,0.6129032258064516,0.8344370860927153,0.725,1.0555555555555556,0.0,0.0,0.75,1.1789473684210525,0.0,0.0,1.2857142857142858,0.875,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,1.7142857142857142,3.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,12.0,0.0,0.0,50.0,38.0,126.0,116.0,114.0,0.0,0.0,3.0,112.0,0.0,0.0,18.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,12.0,12.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McRoberts,2.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Powell,1.7142857142857142,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.25,0.5555555555555556,1.0,0.6875,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.8888888888888888,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,10.0,62.0,22.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,1.4,1.3333333333333333,0.0,0.0,1.8529411764705883,0.0,2.0,0.5135135135135135,0.6666666666666666,0.24390243902439024,0.8,0.9661016949152541,0.46153846153846156,0.0,0.0,1.0138888888888888,1.4285714285714286,1.3333333333333333,0.8918918918918919,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,28.0,0.0,0.0,126.0,0.0,2.0,38.0,16.0,10.0,120.0,57.0,6.0,0.0,0.0,146.0,20.0,4.0,66.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Wright,1.3333333333333333,0.0,0.0,0.0,1.75,0.0,0.0,0.8888888888888888,0.47619047619047616,0.7567567567567568,0.8125,0.23076923076923078,0.0,0.0,0.0,0.6976744186046512,0.0,0.0,1.3333333333333333,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,42.0,0.0,0.0,16.0,10.0,28.0,26.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18181818181818182,0.75,0.972972972972973,0.9,0.0,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.8571428571428571,1.4545454545454546,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,36.0,18.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Bogans,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2857142857142857,0.7252747252747253,1.0076335877862594,0.0,0.0,0.0,0.9019607843137255,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,66.0,132.0,0.0,0.0,0.0,46.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelenna Azubuike,1.651376146788991,1.0,0.0,0.0,1.8333333333333333,0.0,1.3333333333333333,0.6172839506172839,0.1935483870967742,0.5333333333333333,0.7770700636942676,1.0681818181818183,2.0,0.0,0.0,0.7538461538461538,0.0,0.0,0.8235294117647058,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5555555555555556,1.5,2.8235294117647056,3.0,0.0,1.3488372093023255,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,180.0,4.0,0.0,0.0,22.0,0.0,4.0,50.0,6.0,32.0,122.0,141.0,18.0,0.0,0.0,98.0,0.0,0.0,14.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,18.0,48.0,3.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendrick Perkins,2.0,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.625,0.8235294117647058,0.6,2.0,0.0,0.0,0.0,0.0,1.1907514450867052,2.0,1.1428571428571428,1.146067415730337,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,40.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,206.0,4.0,8.0,102.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin,1.2222222222222223,2.0,0.0,0.0,1.876543209876543,0.0,0.0,0.84375,0.45161290322580644,0.42105263157894735,0.782608695652174,1.1379310344827585,0.0,0.0,0.0,0.7191011235955056,1.5,0.0,1.1111111111111112,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,152.0,0.0,0.0,54.0,14.0,24.0,90.0,33.0,0.0,0.0,0.0,64.0,6.0,0.0,70.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Durant,1.5416666666666667,2.0,0.0,0.0,1.9420289855072463,0.0,2.0,0.74,0.5641025641025641,0.8484848484848485,0.736,1.2727272727272727,0.75,0.0,0.0,0.8311688311688312,1.3333333333333333,2.0,1.0,1.1428571428571428,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7142857142857142,1.375,0.0,0.0,0.0,1.8095238095238095,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,148.0,2.0,0.0,0.0,134.0,0.0,2.0,74.0,44.0,280.0,184.0,252.0,3.0,0.0,0.0,128.0,4.0,2.0,14.0,8.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,22.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Garnett,1.6363636363636365,0.0,0.0,0.0,2.0,0.0,0.0,0.8070175438596491,0.8095238095238095,0.7578947368421053,0.8888888888888888,0.75,0.0,0.0,0.0,1.2424242424242424,2.0,0.0,1.2413793103448276,1.1481481481481481,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.6153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,50.0,0.0,0.0,46.0,34.0,72.0,192.0,3.0,0.0,0.0,0.0,82.0,2.0,0.0,72.0,62.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,126.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Love,1.625,0.0,0.0,0.0,1.8181818181818181,0.0,2.0,0.6190476190476191,0.5333333333333333,0.7671232876712328,0.6976744186046512,0.2727272727272727,0.0,0.0,0.0,0.9098360655737705,0.0,1.0,1.04,0.7058823529411765,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3134328358208955,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,60.0,0.0,2.0,26.0,16.0,56.0,60.0,3.0,0.0,0.0,0.0,222.0,0.0,2.0,52.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Martin,1.3962264150943395,2.0,0.0,0.0,1.894736842105263,0.0,2.0,0.6382978723404256,0.8085106382978723,0.6601941747572816,0.7767857142857143,1.215,0.0,0.0,0.0,0.6506024096385542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,2.0,3.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,36.0,0.0,4.0,30.0,38.0,68.0,174.0,243.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Keyon Dooling,1.2987012987012987,0.0,0.0,0.0,2.0,0.0,0.0,1.1,0.8,0.4444444444444444,0.7724867724867724,1.125,1.5,0.0,0.0,0.8888888888888888,2.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.0,0.0,0.0,22.0,28.0,20.0,146.0,162.0,3.0,0.0,0.0,48.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.6666666666666666,0.7307692307692307,0.8993288590604027,1.2105263157894737,3.0,0.0,0.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,38.0,134.0,138.0,3.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,1.7083333333333333,1.3333333333333333,0.0,0.0,1.9047619047619047,2.0,0.0,0.8688524590163934,0.6774193548387096,0.8,0.7745664739884393,1.043010752688172,0.75,3.0,0.0,0.906832298136646,0.5,0.0,1.103448275862069,1.2727272727272727,1.0526315789473684,1.2,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.6842105263157894,1.8181818181818181,2.0,3.0,0.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,1.6,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,246.0,4.0,0.0,0.0,40.0,2.0,0.0,106.0,84.0,212.0,268.0,291.0,12.0,3.0,0.0,146.0,2.0,0.0,32.0,56.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,32.0,20.0,12.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,2.0,2.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.7,0.5714285714285714,0.25,0.7,0.0,0.0,0.0,0.0,1.1071428571428572,0.0,0.0,1.4285714285714286,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,22.0,0.0,0.0,14.0,4.0,4.0,14.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
