playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_24-27 Three
Ronny Turiaf,1.4545454545454546,0.0,0.0,0.0,1.935483870967742,0.0,0.0,0.5,0.7058823529411765,0.8888888888888888,0.8695652173913043,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.125,1.0,1.0,0.0,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,60.0,0.0,0.0,12.0,12.0,40.0,20.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0
Royal Ivey,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444444,0.6896551724137931,1.1111111111111112,0.6000000000000001,3.0,0.0,0.0,1.1724137931034482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,50.0,6.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Gay,1.2777777777777777,0.0,0.0,0.0,1.53125,0.0,0.0,0.7777777777777778,0.6785714285714286,0.825,0.64,1.088235294117647,1.5,0.0,0.0,0.7692307692307693,0.0,2.0,1.2857142857142858,0.7272727272727273,2.0,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,2.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,98.0,0.0,0.0,70.0,38.0,66.0,112.0,111.0,3.0,0.0,0.0,80.0,0.0,6.0,18.0,8.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0
Ryan Gomes,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.45454545454545453,0.8235294117647058,0.8125,0.8916666666666667,0.9642857142857144,0.0,0.0,0.0,1.1929824561403508,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,1.625,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,28.0,130.0,214.0,27.0,0.0,0.0,0.0,204.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0
Ryan Hollins,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Dalembert,1.3333333333333333,0.0,0.0,0.0,1.736842105263158,0.0,0.0,0.711864406779661,0.8493150684931506,0.8648648648648649,0.6428571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1555555555555554,1.3636363636363635,1.5555555555555556,0.0,0.0,0.0,0.0,1.5161290322580645,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,132.0,0.0,0.0,42.0,62.0,96.0,18.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,52.0,30.0,14.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,4.0,0.0,0.0,0.0
Sasha Pavlovic,1.736842105263158,2.0,0.0,0.0,2.0,0.0,0.0,0.32,0.8,0.65,0.6829268292682927,1.2717391304347827,0.0,0.0,0.0,0.7835051546391752,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.8,0.6666666666666666,0.0,0.0,66.0,2.0,0.0,0.0,66.0,0.0,0.0,8.0,8.0,26.0,84.0,117.0,0.0,0.0,0.0,76.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,2.0,0.0,0.0
Sasha Vujacic,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.7058823529411765,1.1908396946564885,1.5,0.0,0.0,0.7777777777777778,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,48.0,156.0,6.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Telfair,1.7358490566037736,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.6666666666666666,0.6388888888888888,0.6896551724137931,0.9199999999999999,0.0,0.0,0.0,0.627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,46.0,80.0,69.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
Sergio Rodriguez,1.1612903225806452,2.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1428571428571428,0.8461538461538461,1.0144927536231885,0.9344262295081968,0.0,0.6000000000000001,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,22.0,70.0,57.0,0.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Shane Battier,1.4736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.9090909090909091,0.6666666666666666,0.9191919191919192,1.168421052631579,1.5,0.0,0.0,1.0833333333333333,0.0,1.0,1.0714285714285714,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,20.0,182.0,222.0,3.0,0.0,0.0,78.0,0.0,2.0,60.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Shannon Brown,1.6,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.4,1.3333333333333333,0.6428571428571429,0.25,0.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,4.0,18.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
Shaquille ONeal,1.5,0.0,0.0,0.0,1.9420289855072463,0.0,0.0,0.8,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.3015873015873016,0.0,1.3333333333333333,0.9664429530201343,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,134.0,0.0,0.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,8.0,144.0,14.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0,0.0,0.0
Shaun Livingston,1.5789473684210527,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.8214285714285714,0.9230769230769231,0.7413793103448276,0.7547169811320755,1.875,0.0,0.0,0.0,0.9491525423728814,0.0,0.0,0.0,1.6,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,16.0,0.0,0.0,46.0,72.0,86.0,40.0,15.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shavlik Randolph,2.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Marion,1.5675675675675675,0.0,0.0,0.0,1.8803418803418803,2.0,0.0,0.9285714285714286,0.9347826086956522,0.6470588235294118,0.6821705426356589,0.8999999999999999,0.0,0.0,0.0,1.231578947368421,2.0,0.0,1.0476190476190477,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,1.3265306122448979,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,58.0,0.0,0.0,0.0,220.0,4.0,0.0,104.0,86.0,66.0,88.0,135.0,0.0,0.0,0.0,234.0,2.0,0.0,22.0,10.0,4.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,4.0,0.0,0.0,0.0
Shawne Williams,1.75,0.0,0.0,0.0,1.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5263157894736842,0.7916666666666666,0.8888888888888888,0.0,0.0,0.0,1.3571428571428572,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0,10.0,38.0,24.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelden Williams,1.5,0.0,0.0,0.0,1.9310344827586208,0.0,0.0,0.32,0.46153846153846156,0.6666666666666666,0.8,1.5,0.0,0.0,0.0,1.0196078431372548,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,2.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,56.0,0.0,0.0,8.0,6.0,46.0,56.0,6.0,0.0,0.0,0.0,104.0,0.0,0.0,12.0,2.0,4.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0
Solomon Jones,0.0,0.0,0.0,0.0,1.875,0.0,0.0,1.0,0.6666666666666666,0.5,0.5,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,6.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Graham,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.2,0.6000000000000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Jackson,1.8072289156626506,2.0,0.0,0.0,2.0,2.0,0.0,0.5625,0.3333333333333333,0.6666666666666666,0.7487684729064039,0.9574468085106383,0.0,0.0,0.0,0.9815950920245399,0.4,0.0,1.5384615384615385,1.5,0.5714285714285714,0.0,3.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,2.0,0.0,0.0,150.0,12.0,0.0,0.0,22.0,2.0,0.0,36.0,10.0,60.0,152.0,225.0,0.0,0.0,0.0,160.0,2.0,0.0,20.0,18.0,4.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0
Steve Blake,1.2666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.47058823529411764,1.2727272727272727,0.8533333333333334,0.9090909090909091,0.9795918367346939,0.0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,14.0,64.0,170.0,144.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Nash,1.798165137614679,0.0,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.9859154929577465,1.0167597765363128,1.0578512396694215,1.3557692307692308,0.6000000000000001,0.0,0.0,0.9158878504672897,1.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,70.0,182.0,128.0,423.0,3.0,0.0,0.0,98.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Steve Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7058823529411765,0.9642857142857144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Ford,1.24,2.0,0.0,0.0,2.0,0.0,0.0,0.8266666666666667,0.8297872340425532,0.7870370370370371,0.8152173913043478,0.9130434782608696,0.0,0.0,0.0,0.8032786885245902,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,186.0,4.0,0.0,0.0,4.0,0.0,0.0,62.0,78.0,170.0,150.0,42.0,0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Tayshaun Prince,1.9393939393939394,0.0,0.0,0.0,1.9148936170212767,0.0,0.0,0.76,0.5660377358490566,0.7361111111111112,0.9326424870466321,1.0344827586206897,0.0,0.0,0.0,0.8711656441717791,0.0,1.0,0.84,1.103448275862069,0.5,0.0,0.0,0.0,0.0,1.2452830188679245,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,90.0,0.0,0.0,38.0,30.0,106.0,180.0,120.0,0.0,0.0,0.0,142.0,0.0,2.0,84.0,32.0,4.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
Thabo Sefolosha,1.6,0.0,0.0,0.0,2.0,0.0,0.0,0.36363636363636365,0.8,0.7346938775510204,0.8,0.8400000000000001,0.0,0.0,0.0,0.847457627118644,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,8.0,36.0,52.0,21.0,0.0,0.0,0.0,50.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Ratliff,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Duncan,1.793103448275862,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.8907563025210085,0.8666666666666667,0.8905109489051095,0.7419354838709677,0.0,0.0,0.0,0.0,1.3333333333333333,0.6,1.5555555555555556,1.2277227722772277,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,1.5121951219512195,0.0,0.0,1.6,0.0,0.0,0.0,52.0,0.0,0.0,0.0,66.0,0.0,0.0,212.0,78.0,122.0,46.0,0.0,0.0,0.0,0.0,424.0,6.0,14.0,124.0,16.0,6.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,8.0,0.0,0.0,0.0
Tony Allen,1.7647058823529411,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.7857142857142857,0.8333333333333334,0.3333333333333333,0.7428571428571429,0.8571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,16.0,0.0,0.0,22.0,10.0,6.0,26.0,18.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Battie,1.5,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.8888888888888888,0.6875,0.65,0.896551724137931,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.2105263157894737,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,84.0,0.0,0.0,40.0,22.0,52.0,26.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,46.0,8.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Parker,1.5572519083969465,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,1.0327868852459017,0.8,0.7114093959731543,0.8673139158576052,1.5,0.0,1.5,0.0,1.1756756756756757,0.8571428571428571,2.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,204.0,10.0,0.0,0.0,0.0,0.0,2.0,126.0,28.0,106.0,268.0,27.0,0.0,3.0,0.0,348.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0
Tracy McGrady,1.4915254237288136,0.0,0.0,0.0,1.75,0.0,2.0,0.6470588235294118,0.7878787878787878,0.8036529680365296,0.8701594533029613,0.9882352941176471,1.1428571428571428,0.0,0.0,0.6962962962962963,0.0,0.0,1.2727272727272727,0.5714285714285714,1.4166666666666667,1.0,0.0,0.0,0.0,1.36,0.0,0.0,2.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,28.0,0.0,2.0,44.0,26.0,176.0,382.0,336.0,24.0,0.0,0.0,94.0,0.0,0.0,14.0,4.0,34.0,16.0,0.0,0.0,0.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0
Travis Outlaw,1.2592592592592593,0.0,0.0,0.0,1.75,0.0,0.0,0.9019607843137255,1.0,0.7962962962962963,0.8193832599118943,0.42857142857142855,0.0,0.0,0.0,0.851063829787234,0.0,0.0,0.0,1.3333333333333333,0.4444444444444444,2.0,0.0,0.0,0.0,0.9090909090909091,2.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,42.0,0.0,0.0,46.0,30.0,86.0,186.0,6.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0
Trevor Ariza,1.68,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.42857142857142855,0.7714285714285715,0.0,0.0,0.0,0.0,1.0866141732283465,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1304347826086956,0.0,0.0,2.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,66.0,0.0,0.0,10.0,4.0,12.0,54.0,0.0,0.0,0.0,0.0,138.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0
Troy Murphy,1.9166666666666667,2.0,0.0,0.0,1.875,2.0,0.0,0.32,0.8333333333333334,0.8521739130434782,0.9770114942528736,1.0952380952380951,3.0,0.0,0.0,0.9,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,30.0,2.0,0.0,8.0,10.0,98.0,170.0,138.0,3.0,0.0,0.0,54.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrus Thomas,1.2,0.0,0.0,0.0,1.873015873015873,0.0,0.0,0.26666666666666666,0.6153846153846154,0.42424242424242425,0.13333333333333333,0.0,0.0,0.0,0.0,0.6136363636363636,0.0,2.0,0.6153846153846154,1.5,1.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,118.0,0.0,0.0,4.0,8.0,14.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0
Tyson Chandler,2.0,2.0,0.0,0.0,1.7857142857142858,1.0,0.0,0.625,0.26666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.0,1.2280701754385965,1.5,0.0,0.0,0.0,0.0,0.0,1.4351145038167938,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,150.0,2.0,0.0,30.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,4.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
Udonis Haslem,1.3333333333333333,0.0,0.0,0.0,1.6666666666666667,0.0,1.0,0.6511627906976745,0.8292682926829268,0.8054607508532423,0.9433962264150944,0.0,0.0,0.0,0.0,1.223529411764706,1.0,0.0,1.2142857142857142,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,60.0,0.0,2.0,28.0,34.0,236.0,50.0,0.0,0.0,0.0,0.0,208.0,2.0,0.0,34.0,2.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Carter,1.2666666666666666,1.0,0.0,0.0,1.8113207547169812,0.0,0.0,0.7596899224806202,0.7540983606557377,0.8,0.832258064516129,1.0623229461756374,1.0434782608695652,0.0,0.0,0.8878923766816144,0.0,0.0,1.4736842105263157,0.5,1.4285714285714286,0.0,1.5,0.0,0.0,1.3846153846153846,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,266.0,2.0,0.0,0.0,96.0,0.0,0.0,98.0,46.0,124.0,258.0,375.0,24.0,0.0,0.0,198.0,0.0,0.0,28.0,2.0,10.0,0.0,3.0,0.0,0.0,54.0,0.0,0.0,2.0,0.0,0.0,0.0
Vladimir Radmanovic,1.4782608695652173,0.0,0.0,0.0,2.0,0.0,0.0,0.8,0.4,0.5384615384615384,0.8275862068965517,0.7875000000000001,0.0,0.0,0.0,0.9180327868852459,0.0,1.3333333333333333,1.4736842105263157,1.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,4.0,14.0,48.0,63.0,0.0,0.0,0.0,56.0,0.0,4.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Von Wafer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willie Green,1.7254901960784315,1.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.7352941176470589,0.6575342465753424,0.6892655367231638,0.9214659685863874,1.0403225806451615,0.0,0.0,0.0,0.5882352941176471,1.0,0.0,1.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,24.0,0.0,0.0,50.0,48.0,122.0,176.0,129.0,0.0,0.0,0.0,70.0,2.0,0.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
