playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Kevin Garnett,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.32,0.7368421052631579,0.972972972972973,0.8333333333333334,0.0,0.0,0.0,0.0,1.0714285714285714,0.6666666666666666,0.0,1.0,0.6956521739130435,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,14.0,72.0,100.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Love,1.6111111111111112,1.0,0.0,0.0,0.0,0.0,1.9130434782608696,0.0,2.0,0.5411764705882353,0.6341463414634146,0.5952380952380952,0.8253968253968254,1.1293302540415704,0.6666666666666666,0.0,0.0,1.275229357798165,1.3846153846153846,1.0,1.0,0.8214285714285714,0.782608695652174,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.2207792207792207,0.0,0.0,0.0,2.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,46.0,26.0,50.0,156.0,489.0,6.0,0.0,0.0,278.0,18.0,4.0,98.0,46.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0
Kevin Martin,1.34375,1.5,0.0,0.0,0.0,0.0,1.9259259259259258,0.0,0.0,0.6818181818181818,0.6666666666666666,0.6382978723404256,0.7472527472527473,1.1466666666666667,0.0,0.0,0.0,1.0363636363636364,0.3333333333333333,0.0,0.8888888888888888,0.8333333333333334,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.3846153846153846,1.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,12.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,60.0,44.0,90.0,136.0,258.0,0.0,0.0,0.0,114.0,2.0,0.0,8.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,18.0,3.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Seraphin,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.4,0.7222222222222222,0.5,0.0,0.0,0.0,0.0,1.1,0.0,2.0,1.5,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,6.0,26.0,6.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,66.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khris Middleton,1.1578947368421053,0.6666666666666666,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.5245901639344263,0.8571428571428571,0.9032258064516129,0.8387096774193549,1.327188940092166,0.0,0.0,0.0,1.0188679245283019,0.6666666666666666,2.0,0.6153846153846154,0.4,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.1428571428571428,1.1428571428571428,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,2.0,0.0,0.0,14.0,2.0,2.0,32.0,30.0,140.0,156.0,288.0,0.0,0.0,0.0,108.0,2.0,2.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.3076923076923077,0.5454545454545454,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.4,0.5909090909090909,0.8682926829268293,0.9567567567567568,1.2000000000000002,0.0,0.0,1.037037037037037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,26.0,178.0,177.0,6.0,0.0,0.0,56.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Klay Thompson,1.632183908045977,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5283018867924528,0.6923076923076923,0.6717557251908397,0.7643979057591623,1.0106382978723403,1.0,0.0,0.0,0.7714285714285715,0.0,2.0,0.9411764705882353,1.2142857142857142,1.0434782608695652,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2727272727272727,1.0714285714285714,1.2530120481927711,1.641509433962264,1.5,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,142.0,8.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,54.0,88.0,146.0,285.0,6.0,0.0,0.0,54.0,0.0,2.0,16.0,34.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,60.0,104.0,174.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3333333333333333,0.7142857142857143,0.7272727272727273,0.6000000000000001,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,8.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,1.7419354838709677,0.0,0.0,0.7058823529411765,0.625,0.75,0.5333333333333333,0.0,0.0,0.0,0.0,0.9824561403508771,2.0,2.0,0.9166666666666666,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,36.0,10.0,18.0,8.0,0.0,0.0,0.0,0.0,112.0,4.0,12.0,110.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Humphries,1.5384615384615385,0.0,2.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.7692307692307693,1.0,0.803030303030303,0.9702970297029703,0.0,0.0,0.0,0.0,0.8852459016393442,0.0,0.0,0.9411764705882353,0.5714285714285714,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,30.0,106.0,98.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,16.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,1.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1428571428571428,0.958904109589041,0.968421052631579,1.3905109489051095,0.8571428571428571,0.0,0.0,1.2727272727272727,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,2.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,70.0,184.0,381.0,6.0,0.0,0.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lowry,1.376,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.5806451612903226,0.5098039215686274,0.75177304964539,1.1825396825396826,0.42857142857142855,0.0,1.5,1.0461538461538462,2.0,1.3333333333333333,1.368421052631579,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.8235294117647058,1.2000000000000002,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,18.0,26.0,106.0,447.0,9.0,0.0,3.0,68.0,2.0,4.0,26.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,14.0,42.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle OQuinn,2.0,0.0,0.0,0.0,0.0,0.0,1.8064516129032258,0.0,0.0,0.6341463414634146,1.0,0.989247311827957,0.6923076923076923,0.0,0.0,0.0,0.0,1.3214285714285714,0.8571428571428571,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,26.0,8.0,92.0,54.0,0.0,0.0,0.0,0.0,74.0,6.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Singler,1.7692307692307692,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,2.0,0.46153846153846156,0.8421052631578947,0.7142857142857143,0.8211920529801324,1.0615384615384615,0.0,0.0,0.0,1.1428571428571428,1.7142857142857142,0.0,1.1666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,1.5,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,24.0,16.0,30.0,124.0,138.0,0.0,0.0,0.0,128.0,12.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrie Irving,1.3026315789473684,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5542168674698795,0.927536231884058,0.8333333333333334,0.6481481481481481,1.0534351145038168,0.7894736842105263,0.0,0.0,0.9770992366412213,1.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.037037037037037,1.2857142857142858,2.3333333333333335,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,198.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,46.0,64.0,150.0,140.0,276.0,15.0,0.0,0.0,128.0,6.0,0.0,8.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,28.0,18.0,21.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,1.2307692307692308,1.6666666666666667,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,2.0,0.4444444444444444,0.5454545454545454,0.7632508833922261,0.8963730569948186,1.0,0.0,0.0,0.0,1.1729323308270676,1.3333333333333333,1.4285714285714286,1.0571428571428572,0.9166666666666666,0.8387096774193549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,48.0,36.0,216.0,346.0,9.0,0.0,0.0,0.0,156.0,8.0,10.0,74.0,88.0,78.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Stephenson,1.7142857142857142,1.2222222222222223,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5454545454545454,0.6111111111111112,0.6415094339622641,0.7307692307692307,0.9326424870466321,1.875,0.0,0.0,1.1702127659574468,1.0769230769230769,0.0,1.1666666666666667,1.3333333333333333,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.4545454545454546,3.0,0.0,0.0,0.0,1.4166666666666667,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,168.0,22.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,36.0,22.0,34.0,76.0,180.0,15.0,0.0,0.0,220.0,14.0,0.0,14.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Fields,0.8,0.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Sanders,2.0,0.0,0.0,0.0,0.0,0.0,1.6470588235294117,0.0,0.0,0.18181818181818182,0.4,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0.8852459016393442,0.0,1.3333333333333333,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavoy Allen,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.7027027027027027,0.5,0.5185185185185185,0.8085106382978723,0.5,0.0,0.0,0.0,1.0612244897959184,0.0,1.3333333333333333,1.3846153846153846,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,26.0,6.0,28.0,38.0,6.0,0.0,0.0,0.0,52.0,0.0,4.0,54.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeBron James,1.6088888888888888,1.7073170731707317,1.0,2.0,0.0,0.0,1.9420289855072463,0.0,1.0,0.7692307692307693,0.7368421052631579,0.6608695652173913,0.7657142857142857,1.140495867768595,0.3333333333333333,0.0,0.0,1.4189944134078212,0.5,0.0,1.096774193548387,0.9090909090909091,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,1.3333333333333333,1.2857142857142856,0.0,0.0,0.0,1.6875,2.0,0.0,0.0,1.6666666666666667,1.2,0.0,0.0,0.0,0.0,0.0,362.0,70.0,4.0,2.0,0.0,0.0,134.0,0.0,2.0,50.0,28.0,76.0,134.0,276.0,3.0,0.0,0.0,254.0,2.0,0.0,34.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,16.0,9.0,0.0,0.0,0.0,108.0,4.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
Leandro Barbosa,1.36,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.6666666666666666,0.5454545454545454,0.375,1.0,0.0,0.0,0.0,1.1176470588235294,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,18.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Brown,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.5,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.625,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Amundson,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Williams,1.5,1.0,0.8,1.0,0.0,0.0,2.0,0.0,0.0,1.032258064516129,0.38461538461538464,0.45714285714285713,0.6890756302521008,1.1042944785276072,0.0,0.0,0.0,1.1891891891891893,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,32.0,10.0,16.0,82.0,180.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luc Mbah a Moute,1.4814814814814814,0.6666666666666666,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.25,0.0,0.7058823529411765,0.5454545454545454,0.0,0.0,0.0,0.0,1.0303030303030303,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,68.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Scola,1.6666666666666667,0.75,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.44,0.7619047619047619,0.9391304347826087,0.8877551020408163,0.0,0.0,0.0,0.0,1.125,1.1111111111111112,0.0,1.2173913043478262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,22.0,16.0,108.0,174.0,0.0,0.0,0.0,0.0,108.0,10.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
