playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Layup_28-34 Deep,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Layup_28-34 Deep,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_24-27 Three
Michael Redd,1.8095238095238095,0.0,0.0,2.0,0.0,0.0,0.5,0.8846153846153846,0.8372093023255814,0.8539325842696629,0.8615384615384616,1.25,2.25,0.0,0.0,1.1775700934579438,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,14.0,0.0,0.0,2.0,46.0,36.0,76.0,112.0,165.0,9.0,0.0,0.0,126.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Stewart,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Mike Bibby,1.4252873563218391,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.8947368421052632,0.8630705394190872,0.8125,1.1818181818181817,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,208.0,286.0,117.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike James,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Miller,1.7014925373134329,0.0,0.0,1.7692307692307692,0.0,0.0,0.0,0.6222222222222222,0.5384615384615384,0.627906976744186,0.8467153284671532,1.0809716599190284,0.42857142857142855,0.0,0.0,0.9010989010989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.6666666666666666,0.8421052631578947,2.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,114.0,0.0,0.0,46.0,0.0,0.0,0.0,28.0,14.0,54.0,116.0,267.0,3.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Mikki Moore,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.9230769230769231,0.7272727272727273,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milt Palacio,1.44,2.0,0.0,2.0,0.0,0.0,0.0,0.18181818181818182,0.6666666666666666,0.6111111111111112,0.7547169811320755,0.75,0.0,0.0,0.0,0.8070175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,22.0,40.0,12.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Richmond,1.6666666666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.375,0.75,1.0,0.5757575757575758,1.0,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,66.0,38.0,54.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Butler,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monty Williams,1.2105263157894737,0.0,0.0,1.7333333333333334,0.0,0.0,2.0,0.6,0.2857142857142857,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.1567567567567567,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,1.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,46.0,0.0,0.0,26.0,0.0,0.0,2.0,12.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,214.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Moochie Norris,1.225,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.7317073170731707,0.7289719626168224,0.7701149425287356,0.8297872340425532,1.5,0.0,0.0,0.7540983606557377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,30.0,78.0,134.0,78.0,6.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Morris Peterson,1.1219512195121952,2.0,0.0,1.7142857142857142,0.0,0.0,1.0,0.6511627906976745,0.5909090909090909,0.723404255319149,0.8994708994708994,1.0181818181818183,0.0,0.0,0.0,1.1958762886597938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,1.2380952380952381,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,12.0,0.0,0.0,4.0,28.0,26.0,68.0,170.0,168.0,0.0,0.0,0.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Nazr Mohammed,1.75,0.0,0.0,1.6666666666666667,0.0,0.0,0.6666666666666666,0.45098039215686275,0.6185567010309279,0.8108108108108109,0.5,0.0,0.0,0.0,0.0,0.9552238805970149,1.2,0.0,0.0,0.0,0.0,0.0,2.0,1.2941176470588236,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,110.0,0.0,0.0,2.0,46.0,60.0,90.0,6.0,0.0,0.0,0.0,0.0,192.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Van Exel,1.3411764705882352,2.0,0.0,0.0,0.0,0.0,1.5,0.7650273224043715,0.8627450980392157,0.881578947368421,0.669683257918552,1.032258064516129,1.125,1.5,0.0,0.8085106382978723,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.1111111111111112,0.631578947368421,1.4545454545454546,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,114.0,2.0,0.0,0.0,0.0,0.0,6.0,140.0,88.0,134.0,148.0,288.0,9.0,6.0,0.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Norman Richardson,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Obinna Ekezie,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olumide Oyedeji,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Torres,1.3333333333333333,0.0,0.0,1.8,0.0,0.0,2.0,0.7857142857142857,0.5,0.7804878048780488,0.8461538461538461,0.8659793814432989,0.0,0.0,0.0,0.8260869565217391,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,2.0,22.0,6.0,32.0,66.0,84.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Othella Harrington,2.0,0.0,0.0,1.8,0.0,0.0,0.0,0.7160493827160493,0.8163265306122449,0.7714285714285715,0.9090909090909091,0.0,0.0,0.0,0.0,1.136,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789473684210527,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,18.0,0.0,0.0,0.0,58.0,40.0,54.0,10.0,0.0,0.0,0.0,0.0,142.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
P.J. Brown,1.8333333333333333,0.0,0.0,1.9428571428571428,0.0,0.0,0.0,0.3888888888888889,0.7755102040816326,0.9523809523809523,0.6842105263157895,0.0,0.0,0.0,0.0,1.008130081300813,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,68.0,0.0,0.0,0.0,14.0,38.0,160.0,26.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Garrity,1.5555555555555556,0.0,0.0,1.5,0.0,0.0,1.0,1.0666666666666667,0.5,0.6753246753246753,0.9134948096885813,1.2757475083056478,1.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.25,1.6666666666666667,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,2.0,16.0,10.0,52.0,264.0,384.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Ewing,1.3333333333333333,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.6101694915254238,0.7586206896551724,0.6956521739130435,1.0,0.0,0.0,0.0,0.0,1.2058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7272727272727273,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.2941176470588236,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,36.0,22.0,64.0,8.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Pau Gasol,1.641025641025641,2.0,0.0,1.9113924050632911,0.0,0.0,1.0909090909090908,0.5454545454545454,0.38596491228070173,0.7184466019417476,0.7692307692307693,0.0,1.5,0.0,0.0,1.0497737556561086,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0354609929078014,0.5714285714285714,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,302.0,0.0,0.0,12.0,102.0,22.0,74.0,30.0,0.0,3.0,0.0,0.0,232.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,146.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Paul Pierce,1.5692307692307692,1.5,0.0,1.8125,0.0,0.0,1.5,0.5333333333333333,0.56,0.7283950617283951,0.853448275862069,1.233256351039261,1.2857142857142856,0.375,0.75,0.8936170212765957,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,12.0,0.0,58.0,0.0,0.0,6.0,40.0,28.0,236.0,198.0,534.0,18.0,3.0,3.0,210.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Peja Stojakovic,1.4954954954954955,1.2,0.0,2.0,0.0,0.0,0.0,0.631578947368421,0.7727272727272727,0.8601036269430051,0.9003436426116839,1.263157894736842,0.0,0.0,0.0,1.2444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,166.0,6.0,0.0,16.0,0.0,0.0,0.0,48.0,34.0,166.0,262.0,264.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
Popeye Jones,2.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.3055555555555556,1.0980392156862746,0.688,0.7540983606557377,0.6000000000000001,0.0,0.0,0.0,1.0105263157894737,1.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.4210526315789473,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,22.0,56.0,86.0,46.0,3.0,0.0,0.0,0.0,96.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Predrag Drobnjak,1.5,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.5641025641025641,0.6956521739130435,0.864,0.9245283018867925,0.0,0.0,0.0,0.0,1.0263157894736843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,20.0,0.0,0.0,0.0,22.0,16.0,108.0,98.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primoz Brezec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Richardson,1.5555555555555556,1.3333333333333333,0.0,1.8666666666666667,0.0,0.0,1.0,0.5454545454545454,0.5098039215686274,0.5753424657534246,0.5517241379310345,1.2098360655737705,0.0,0.0,0.0,0.9692307692307692,1.2,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4761904761904763,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,0.0,56.0,0.0,0.0,4.0,48.0,26.0,42.0,48.0,369.0,0.0,0.0,0.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Lewis,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.5,1.2,0.6666666666666666,0.6808510638297872,0.30000000000000004,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,12.0,18.0,32.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raef LaFrentz,1.5,0.0,0.0,1.8974358974358974,0.0,0.0,0.0,0.3448275862068966,0.5833333333333334,0.7469879518072289,0.8098159509202454,1.0447761194029852,1.0,0.0,0.0,1.1485148514851484,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2307692307692308,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,74.0,0.0,0.0,0.0,20.0,14.0,62.0,132.0,210.0,3.0,0.0,0.0,232.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafer Alston,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3333333333333333,0.46153846153846156,0.6923076923076923,1.0,3.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,36.0,48.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Bell,1.6,0.0,0.0,2.0,0.0,0.0,0.0,0.8695652173913043,0.8,0.7017543859649122,0.8888888888888888,0.75,0.0,0.0,0.0,0.9411764705882353,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,16.0,40.0,40.0,21.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Livingston,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Lewis,1.8,0.0,0.0,1.7222222222222223,0.0,0.0,1.2,0.8137931034482758,0.9361702127659575,0.6551724137931034,0.8855721393034826,1.206030150753769,0.0,0.0,0.0,1.2,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.1666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,62.0,0.0,0.0,6.0,118.0,88.0,76.0,178.0,240.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
