playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Layup_28-34 Deep,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Layup_28-34 Deep,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_24-27 Three
Shawn Bradley,0.8,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.75,0.75,0.5333333333333333,0.7692307692307693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,0.0,12.0,6.0,16.0,10.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Shawn Kemp,1.44,0.0,0.0,1.7894736842105263,0.0,0.0,0.0,0.4,0.6666666666666666,0.7636363636363637,0.7969924812030075,0.0,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,34.0,0.0,0.0,0.0,12.0,8.0,42.0,106.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Marion,1.3333333333333333,0.0,0.0,1.84,0.0,0.0,1.3333333333333333,0.8205128205128205,0.7674418604651163,0.8211009174311926,0.8598130841121495,1.1470588235294117,0.0,0.0,0.0,1.08843537414966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.75,0.8888888888888888,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,1.183673469387755,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,138.0,0.0,0.0,8.0,128.0,132.0,358.0,184.0,78.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Slava Medvedenko,1.4736842105263157,2.0,0.0,2.0,0.0,0.0,1.0,0.7878787878787878,0.7407407407407407,0.676923076923077,1.0,0.0,0.0,0.0,0.0,0.9473684210526315,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.411764705882353,1.3333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,1.037037037037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,18.0,0.0,0.0,2.0,26.0,20.0,44.0,28.0,0.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Speedy Claxton,1.7391304347826086,0.0,0.0,2.0,0.0,0.0,0.0,0.47058823529411764,0.41379310344827586,0.7789473684210526,0.75,0.2857142857142857,0.0,0.0,0.0,0.8103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,12.0,74.0,72.0,6.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacey Augmon,1.6,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.7222222222222222,0.43243243243243246,0.7777777777777778,0.9230769230769231,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,34.0,0.0,0.0,0.0,26.0,16.0,84.0,36.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Jackson,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.875,0.875,0.7241379310344828,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,14.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephon Marbury,1.7333333333333334,1.3333333333333333,0.0,1.2,0.0,0.0,1.0,0.768,0.7435897435897436,0.8704663212435233,0.7387387387387387,0.8634146341463413,1.3636363636363635,0.3333333333333333,0.0,0.7869822485207101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,338.0,4.0,0.0,6.0,0.0,0.0,4.0,96.0,58.0,168.0,164.0,177.0,15.0,3.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Steve Francis,1.2560975609756098,1.3333333333333333,0.0,1.7647058823529411,0.0,0.0,0.0,0.4838709677419355,0.8,0.828125,0.7557251908396947,1.0443037974683544,1.125,0.0,0.0,0.640625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,0.0,1.5,1.3333333333333333,0.0,0.0,0.0,206.0,4.0,0.0,30.0,0.0,0.0,0.0,30.0,24.0,106.0,198.0,165.0,9.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0
Steve Kerr,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.9090909090909091,1.0769230769230769,1.0,1.163265306122449,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,42.0,94.0,57.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Nash,1.5664335664335665,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0555555555555556,0.8488372093023255,0.8535564853556485,1.4117647058823528,0.0,0.0,0.0,0.7708333333333334,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,76.0,146.0,204.0,384.0,0.0,0.0,0.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Hunter,2.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.2222222222222222,1.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Smith,1.4545454545454546,2.0,0.0,1.75,0.0,0.0,0.0,0.7450980392156863,0.4782608695652174,0.5882352941176471,0.9385474860335196,1.2727272727272727,0.6000000000000001,0.0,0.0,1.2903225806451613,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,14.0,0.0,0.0,0.0,38.0,22.0,60.0,168.0,168.0,3.0,0.0,0.0,120.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Stromile Swift,1.6842105263157894,2.0,0.0,1.6153846153846154,0.0,0.0,0.9090909090909091,0.544,0.6666666666666666,0.6944444444444444,0.625,0.0,0.0,0.0,0.0,0.8870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,168.0,0.0,0.0,10.0,68.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Terence Morris,1.0769230769230769,2.0,0.0,2.0,2.0,0.0,2.0,0.6666666666666666,1.5,0.7407407407407407,0.5360824742268041,0.6666666666666666,0.0,0.0,0.0,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,30.0,2.0,0.0,2.0,10.0,6.0,20.0,52.0,30.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Porter,1.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1111111111111112,0.5925925925925926,0.9069767441860465,1.1515151515151514,1.5,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,32.0,78.0,114.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Theo Ratliff,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tierre Brown,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.4444444444444444,1.0,0.75,1.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,22.0,18.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Duncan,1.4901960784313726,2.0,0.0,1.9268292682926829,2.0,0.0,0.6666666666666666,0.7365079365079366,0.8140703517587939,0.7272727272727273,0.72,0.0,0.0,0.0,0.0,1.2720848056537102,0.75,0.0,0.0,0.0,0.0,0.0,2.0,1.288888888888889,1.44,1.2,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,76.0,2.0,0.0,158.0,2.0,0.0,2.0,232.0,162.0,208.0,36.0,0.0,0.0,0.0,0.0,360.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,116.0,72.0,12.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Tim Thomas,1.8064516129032258,0.0,0.0,1.8604651162790697,0.0,0.0,0.6666666666666666,0.8301886792452831,0.7272727272727273,0.6292134831460674,0.631578947368421,0.9622641509433962,1.5,0.0,0.0,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,1.75,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,80.0,0.0,0.0,2.0,44.0,40.0,56.0,72.0,204.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd MacCulloch,1.5714285714285714,0.0,0.0,1.7209302325581395,0.0,0.0,0.0,0.6461538461538462,0.6086956521739131,0.5,0.0,0.0,0.0,0.0,0.0,1.178743961352657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206897,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,74.0,0.0,0.0,0.0,42.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Toni Kukoc,2.0,0.0,0.0,1.75,0.0,0.0,0.0,0.5384615384615384,0.36363636363636365,0.7083333333333334,0.5945945945945946,0.9777777777777779,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.4444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,14.0,0.0,0.0,0.0,28.0,8.0,34.0,44.0,132.0,0.0,0.0,0.0,138.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
Tony Battie,2.0,0.0,0.0,1.943661971830986,2.0,0.0,2.0,0.5,0.5294117647058824,0.9135802469135802,0.7222222222222222,0.0,0.0,0.0,0.0,1.0120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,138.0,2.0,0.0,2.0,20.0,18.0,74.0,26.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Delk,1.8571428571428572,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.5454545454545454,0.8421052631578947,0.7954545454545454,0.7012987012987013,0.9038461538461537,0.375,0.0,0.0,0.8395061728395061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0,4.0,0.0,0.0,4.0,18.0,16.0,70.0,108.0,141.0,3.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tony Massenburg,1.0,0.0,0.0,1.7894736842105263,0.0,0.0,0.0,0.8163265306122449,0.25,0.6956521739130435,0.7692307692307693,3.0,0.0,0.0,0.0,0.961038961038961,1.2,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.8695652173913043,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,68.0,0.0,0.0,0.0,40.0,4.0,32.0,10.0,3.0,0.0,0.0,0.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Parker,1.5918367346938775,2.0,0.0,2.0,0.0,0.0,0.0,0.5116279069767442,0.3157894736842105,0.7241379310344828,0.8275862068965517,0.9400000000000001,1.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,78.0,2.0,0.0,2.0,0.0,0.0,0.0,22.0,6.0,42.0,96.0,141.0,3.0,0.0,0.0,180.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Tracy McGrady,1.392,2.0,0.0,1.794871794871795,0.0,0.0,0.0,0.6870229007633588,0.8524590163934426,0.7447698744769874,0.7491408934707904,1.1097560975609757,1.5,0.0,0.0,0.9716981132075472,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,1.0666666666666667,0.8235294117647058,0.0,3.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,174.0,2.0,0.0,140.0,0.0,0.0,0.0,90.0,52.0,178.0,218.0,273.0,6.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,16.0,42.0,0.0,3.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Trajan Langdon,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.8484848484848485,0.6666666666666666,1.125,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,28.0,24.0,72.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Best,1.6326530612244898,2.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.5806451612903226,0.8440366972477065,0.782051282051282,1.0434782608695652,0.0,0.75,0.0,0.9135802469135802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,92.0,122.0,48.0,0.0,3.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Travis Knight,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tremaine Fowlkes,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.8,0.0,0.6,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Trenton Hassell,1.7142857142857142,0.0,0.0,2.0,0.0,0.0,0.0,0.5454545454545454,0.8333333333333334,0.7413793103448276,0.718562874251497,1.224,0.0,0.0,0.0,0.9894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,46.0,0.0,0.0,0.0,12.0,30.0,86.0,120.0,153.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Hudson,1.2231404958677685,0.6666666666666666,0.0,2.0,0.0,0.0,1.1428571428571428,0.7719298245614035,0.717948717948718,0.8760330578512396,0.8114285714285714,1.0943396226415094,0.6000000000000001,0.0,0.0,0.8043478260869565,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,148.0,2.0,0.0,4.0,0.0,0.0,8.0,44.0,28.0,106.0,142.0,174.0,3.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
Troy Murphy,1.8333333333333333,2.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.65,0.6666666666666666,0.7361111111111112,0.7850467289719626,0.6000000000000001,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,26.0,0.0,0.0,4.0,26.0,10.0,106.0,84.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
