playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_24-27 Three,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_24-27 Three,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Kyle Korver,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.4,0.7722772277227723,1.1095890410958904,0.6000000000000001,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,78.0,162.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,1.2025316455696202,0.0,0.0,1.4,2.0,0.0,2.0,0.7402597402597403,0.6153846153846154,0.6666666666666666,0.6881720430107527,0.8372093023255813,0.6000000000000001,0.0,0.0,0.9158878504672897,2.0,0.0,0.0,2.0,1.0864197530864197,0.9523809523809523,1.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,1.4285714285714286,1.0,0.0,190.0,0.0,0.0,42.0,2.0,0.0,6.0,114.0,40.0,46.0,64.0,144.0,3.0,0.0,0.0,196.0,4.0,0.0,0.0,8.0,88.0,20.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,2.0,0.0
LeBron James,1.575221238938053,1.3333333333333333,0.0,1.9298245614035088,0.0,0.0,2.0,0.6304347826086957,0.688,0.5872340425531914,0.7175572519083969,0.8741721854304636,1.0,0.0,0.0,0.8451882845188284,2.0,0.0,0.0,0.0,1.0588235294117647,1.0,0.7142857142857143,2.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,2.0,1.5,0.0,178.0,12.0,0.0,110.0,0.0,0.0,8.0,116.0,86.0,138.0,188.0,132.0,3.0,0.0,0.0,202.0,2.0,0.0,0.0,0.0,18.0,8.0,10.0,2.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,12.0,6.0,0.0
Leandro Barbosa,1.9215686274509804,0.0,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.26666666666666666,0.5,0.6933333333333334,1.173913043478261,0.0,0.0,0.0,0.9516129032258065,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,8.0,52.0,189.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Ridnour,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,2.0,0.4878048780487805,0.6666666666666666,0.8115942028985508,0.8172043010752689,0.7868852459016393,0.0,0.0,0.0,1.05,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,6.0,56.0,76.0,48.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Walton,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8571428571428571,0.7692307692307693,0.6896551724137931,1.0384615384615383,0.0,0.0,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,20.0,20.0,27.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Malik Allen,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.5333333333333333,0.7777777777777778,0.8253968253968254,0.7547169811320755,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.25,1.1428571428571428,0.5,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,14.0,52.0,40.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,20.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Manu Ginobili,1.3737373737373737,0.7368421052631579,0.0,1.7894736842105263,0.0,0.0,0.0,0.56,0.47368421052631576,0.75,0.6896551724137931,1.125,0.0,0.0,0.0,0.9206349206349206,1.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.3333333333333333,0.8,0.0,136.0,14.0,0.0,34.0,0.0,0.0,0.0,42.0,18.0,54.0,80.0,189.0,0.0,0.0,0.0,116.0,10.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,4.0,0.0
Marcus Banks,1.7142857142857142,2.0,0.0,2.0,0.0,0.0,0.0,0.5789473684210527,0.6666666666666666,0.6666666666666666,0.8048780487804879,0.972972972972973,0.0,0.0,0.0,0.6136363636363636,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,84.0,4.0,0.0,10.0,0.0,0.0,0.0,22.0,14.0,42.0,66.0,72.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
Marcus Camby,1.7142857142857142,0.0,0.0,1.8108108108108107,0.0,0.0,0.0,0.5652173913043478,0.782608695652174,0.75177304964539,0.7352941176470589,0.0,0.0,0.0,0.0,0.8157894736842105,0.0,0.0,0.0,2.0,0.9230769230769231,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,134.0,0.0,0.0,0.0,26.0,18.0,106.0,50.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,0.0,0.0
Marquis Daniels,1.9375,0.0,0.0,1.9090909090909092,0.0,0.0,0.0,0.782608695652174,0.7222222222222222,0.6222222222222222,0.7,1.0434782608695652,0.0,0.0,0.0,0.9906542056074766,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,42.0,0.0,0.0,0.0,54.0,26.0,28.0,28.0,24.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0
Matt Barnes,1.2727272727272727,2.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.8,0.9333333333333333,0.0,0.0,0.0,0.0,0.8936170212765957,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,8.0,0.0,0.0,0.0,16.0,2.0,8.0,14.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Carroll,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehmet Okur,1.7894736842105263,0.0,0.0,1.8666666666666667,2.0,0.0,0.0,0.6792452830188679,0.8979591836734694,0.819047619047619,0.75,1.2142857142857144,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,1.0,1.3529411764705883,1.0,1.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0,0.0,28.0,2.0,0.0,0.0,36.0,44.0,86.0,42.0,51.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,2.0,46.0,6.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0
Melvin Ely,2.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.5454545454545454,0.26666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,2.0,0.9743589743589743,0.4,1.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,4.0,38.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Metta World Peace,1.6333333333333333,2.0,0.0,1.6842105263157894,0.0,0.0,0.0,0.5416666666666666,0.5,0.7044025157232704,0.7052023121387283,0.9298245614035088,1.2000000000000002,0.0,0.0,0.9393939393939394,0.5,0.0,0.0,2.0,1.5,1.8181818181818181,0.6666666666666666,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.6363636363636365,1.5,0.0,98.0,12.0,0.0,64.0,0.0,0.0,0.0,52.0,38.0,112.0,122.0,159.0,6.0,0.0,0.0,248.0,4.0,0.0,0.0,2.0,24.0,20.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,6.0,0.0
Michael Redd,1.7049180327868851,0.0,0.0,1.8518518518518519,0.0,0.0,0.0,0.8467153284671532,0.7945205479452054,0.8041958041958042,0.7037037037037037,1.088888888888889,1.5,0.0,0.0,1.0194552529182879,0.0,2.0,0.0,0.0,1.2,1.3333333333333333,0.75,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,0.0,104.0,0.0,0.0,50.0,0.0,0.0,0.0,116.0,116.0,230.0,152.0,294.0,3.0,0.0,0.0,262.0,0.0,2.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0
Mickael Pietrus,1.75,0.0,0.0,2.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.7692307692307693,0.7931034482758621,0.8076923076923077,0.0,0.0,0.0,0.9473684210526315,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,26.0,0.0,0.0,0.0,8.0,0.0,10.0,46.0,42.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bibby,1.2291666666666667,2.0,0.0,2.0,0.0,0.0,0.0,0.6363636363636364,0.7,0.8771929824561403,0.8476454293628809,1.169291338582677,1.5,0.0,0.0,1.1329479768786128,1.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,118.0,6.0,0.0,2.0,0.0,0.0,0.0,42.0,14.0,150.0,306.0,297.0,6.0,0.0,0.0,196.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Mike Dunleavy,1.5555555555555556,1.3333333333333333,0.0,2.0,0.0,0.0,2.0,0.42105263157894735,0.9230769230769231,0.7912087912087912,0.8378378378378378,1.0414507772020727,0.75,0.0,0.0,1.288888888888889,1.1428571428571428,0.0,0.0,2.0,0.8,0.6666666666666666,1.2,2.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,2.0,0.0,70.0,4.0,0.0,26.0,0.0,0.0,2.0,24.0,24.0,72.0,124.0,201.0,3.0,0.0,0.0,116.0,8.0,0.0,0.0,2.0,8.0,2.0,12.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
Mike James,1.9230769230769231,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9375,0.676923076923077,0.8875,1.0673076923076923,0.0,0.0,0.0,0.8910891089108911,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,44.0,142.0,222.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Miller,1.206896551724138,0.0,0.0,2.0,0.0,0.0,0.0,0.5405405405405406,0.2,0.5405405405405406,0.8129032258064516,1.1875,0.0,0.0,0.0,1.163265306122449,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,18.0,0.0,0.0,0.0,20.0,2.0,20.0,126.0,228.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Mikki Moore,1.0,0.0,0.0,1.875,0.0,0.0,0.0,0.9090909090909091,0.3333333333333333,0.26666666666666666,0.875,0.0,0.0,0.0,0.0,1.0434782608695652,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo Williams,1.4782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,1.2,0.625,0.7213114754098361,1.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,30.0,88.0,21.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nazr Mohammed,1.7142857142857142,0.0,0.0,1.8222222222222222,0.0,0.0,1.0,0.7526881720430108,1.0,0.5454545454545454,0.6666666666666666,0.0,0.0,0.0,0.0,1.0350877192982457,0.0,0.0,0.0,2.0,1.2941176470588236,1.5,1.0,0.0,0.0,0.0,0.0,1.170731707317073,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,82.0,0.0,0.0,2.0,70.0,60.0,30.0,4.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,4.0,44.0,12.0,4.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0
Nene,1.4705882352941178,0.0,0.0,1.7868852459016393,0.0,0.0,0.0,0.5517241379310345,0.38095238095238093,0.6823529411764706,0.3076923076923077,0.0,0.0,0.0,0.0,1.145945945945946,1.3333333333333333,0.0,0.0,1.0,0.8979591836734694,0.5714285714285714,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,50.0,0.0,0.0,218.0,0.0,0.0,0.0,32.0,8.0,58.0,8.0,0.0,0.0,0.0,0.0,212.0,4.0,0.0,0.0,4.0,44.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,2.0,0.0
Pau Gasol,1.3571428571428572,0.0,0.0,1.839080459770115,0.0,0.0,0.0,0.5846153846153846,0.5454545454545454,0.8260869565217391,0.9019607843137255,0.375,0.0,0.0,0.0,0.8826291079812206,0.5,0.0,0.0,1.3333333333333333,1.220125786163522,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,1.2830188679245282,0.0,0.0,0.0,2.0,2.0,0.0,76.0,0.0,0.0,160.0,0.0,0.0,0.0,114.0,30.0,114.0,46.0,3.0,0.0,0.0,0.0,188.0,2.0,0.0,0.0,4.0,194.0,10.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,2.0,2.0,0.0
Paul Pierce,1.7272727272727273,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.47368421052631576,0.6956521739130435,0.7947019867549668,0.7051282051282052,0.9512195121951219,0.5,0.0,0.0,0.7195767195767195,0.5882352941176471,0.0,0.0,2.0,1.0,1.6363636363636365,1.375,1.1111111111111112,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.0,0.0,0.0,190.0,0.0,0.0,22.0,0.0,0.0,0.0,36.0,48.0,240.0,220.0,312.0,3.0,0.0,0.0,136.0,10.0,0.0,0.0,2.0,6.0,18.0,44.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
Peja Stojakovic,1.65,0.4,0.0,1.8823529411764706,0.0,0.0,0.0,0.6666666666666666,0.8928571428571429,0.8863636363636364,0.825136612021858,1.336870026525199,0.6000000000000001,0.0,0.0,1.2869565217391303,1.0,0.0,0.0,1.0,1.125,1.3333333333333333,0.4,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,2.0,0.0,0.0,66.0,2.0,0.0,32.0,0.0,0.0,0.0,40.0,50.0,156.0,302.0,504.0,3.0,0.0,0.0,296.0,2.0,0.0,0.0,2.0,18.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0
Quentin Richardson,1.565217391304348,0.0,0.0,1.7037037037037037,0.0,0.0,0.0,0.5945945945945946,0.41025641025641024,0.4948453608247423,0.609271523178808,1.1118881118881119,1.2000000000000002,0.0,0.0,0.7767857142857143,0.0,0.0,0.0,0.0,1.2,1.1428571428571428,0.8571428571428571,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,46.0,0.0,0.0,0.0,44.0,16.0,48.0,92.0,318.0,6.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,24.0,8.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Bell,1.3488372093023255,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.6486486486486487,0.47058823529411764,0.8,0.7845303867403315,1.2272727272727273,0.0,0.0,0.0,0.735632183908046,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,16.0,104.0,284.0,108.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Rashard Lewis,1.5151515151515151,0.0,0.0,1.7058823529411764,0.0,0.0,2.0,0.7916666666666666,0.6736842105263158,0.6330935251798561,0.8120300751879699,1.0076335877862594,3.0,0.0,0.0,1.1067961165048543,0.0,0.0,0.0,2.0,1.1714285714285715,1.125,0.9333333333333333,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,58.0,0.0,0.0,2.0,114.0,64.0,88.0,216.0,264.0,6.0,0.0,0.0,114.0,0.0,0.0,0.0,6.0,82.0,18.0,14.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
