playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_18-23 Long Jumper,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_18-23 Long Jumper,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Kirk Hinrich,1.7254901960784315,2.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5714285714285714,0.779874213836478,0.8918032786885246,1.0759878419452886,1.0,0.0,0.0,0.6842105263157895,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3333333333333333,0.0,88.0,2.0,0.0,0.0,0.0,0.0,32.0,32.0,124.0,272.0,354.0,6.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0
Kobe Bryant,1.761467889908257,1.0,1.6585365853658536,0.0,0.0,0.0,0.7857142857142857,0.5915492957746479,0.7407407407407407,0.7224669603524229,1.0679611650485437,0.7142857142857142,0.0,0.0,0.8121827411167513,0.0,0.0,0.0,0.0,0.0,0.0,1.411764705882353,0.8571428571428571,1.1111111111111112,1.6,3.0,0.0,0.0,1.75,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,192.0,2.0,68.0,0.0,0.0,0.0,88.0,42.0,120.0,164.0,330.0,15.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,20.0,8.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0
Kris Humphries,1.2727272727272727,0.0,1.8181818181818181,2.0,0.0,0.0,0.5454545454545454,0.5185185185185185,0.72,0.5531914893617021,1.5,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,60.0,2.0,0.0,0.0,12.0,14.0,36.0,26.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Thomas,2.0,0.0,2.0,0.0,0.0,0.0,0.7017543859649122,0.8,0.9310344827586207,0.91,1.0,0.0,0.0,0.0,1.162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.2,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,40.0,44.0,432.0,182.0,3.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwame Brown,2.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.4642857142857143,0.6285714285714286,0.8235294117647058,1.0,0.0,0.0,0.0,0.0,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,26.0,22.0,28.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,2.0,0.0,2.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.8,0.8571428571428571,1.1943793911007026,0.8181818181818181,0.0,0.0,0.8333333333333334,0.0,2.0,0.0,0.0,0.0,0.0,0.5,2.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,12.0,10.0,44.0,156.0,510.0,9.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0
Lamar Odom,1.614678899082569,2.0,2.0,0.0,0.0,2.0,0.7289719626168224,0.8333333333333334,0.847457627118644,0.6764705882352942,1.021978021978022,0.6000000000000001,0.0,0.0,0.7857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.0909090909090908,1.5,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,2.0,2.0,0.0,176.0,2.0,52.0,0.0,0.0,2.0,78.0,30.0,50.0,46.0,93.0,3.0,0.0,0.0,154.0,2.0,0.0,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,2.0,0.0
LeBron James,1.7424242424242424,1.0909090909090908,1.9550561797752808,0.0,0.0,1.0,0.6,0.8,0.5789473684210527,0.7701149425287356,1.024390243902439,1.125,0.0,0.0,1.0878661087866108,1.1428571428571428,0.0,0.0,0.0,3.0,0.0,1.5,1.1428571428571428,0.9523809523809523,1.2,0.0,0.0,0.0,1.5833333333333333,2.0,0.0,0.0,1.4,1.0,0.0,230.0,12.0,174.0,0.0,0.0,6.0,102.0,68.0,132.0,268.0,252.0,9.0,0.0,0.0,260.0,8.0,0.0,0.0,0.0,3.0,0.0,24.0,8.0,20.0,6.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,14.0,4.0,0.0
Leandro Barbosa,1.8222222222222222,0.0,2.0,0.0,0.0,0.0,0.7,0.5333333333333333,0.8,0.7843137254901961,1.135135135135135,0.0,0.0,0.0,1.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,82.0,0.0,2.0,0.0,0.0,0.0,14.0,8.0,16.0,40.0,126.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Luke Ridnour,1.4153846153846155,0.0,0.0,0.0,0.0,2.0,0.6976744186046512,0.95,0.7074829931972789,0.8316831683168316,1.140495867768595,0.0,0.0,0.0,0.45161290322580644,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,92.0,0.0,0.0,0.0,0.0,4.0,60.0,38.0,104.0,168.0,138.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
Luke Walton,1.4285714285714286,0.0,1.6,0.0,0.0,0.0,0.7692307692307693,0.5454545454545454,1.2,0.8275862068965517,0.6428571428571428,0.0,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,10.0,6.0,6.0,24.0,27.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Luol Deng,1.9310344827586208,0.0,1.9230769230769231,0.0,0.0,0.0,0.6190476190476191,0.37037037037037035,0.6601941747572816,0.7515923566878981,0.7012987012987013,0.0,0.0,0.0,0.9866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,1.619047619047619,0.0,0.0,2.0,2.0,0.0,0.0,56.0,0.0,50.0,0.0,0.0,0.0,26.0,10.0,68.0,118.0,54.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,2.0,0.0,0.0
Malik Allen,0.0,0.0,2.0,0.0,0.0,0.0,0.46153846153846156,0.8888888888888888,0.7761194029850746,0.8936170212765957,0.0,0.0,0.0,0.0,1.4545454545454546,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.2,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,8.0,52.0,42.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Manu Ginobili,1.5,1.0526315789473684,2.0,0.0,0.0,2.0,0.75,0.8461538461538461,0.7692307692307693,0.656,1.1464968152866244,0.0,0.0,0.0,0.9379310344827586,0.75,0.0,0.0,0.0,3.0,0.0,1.0909090909090908,1.2,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,168.0,20.0,32.0,0.0,0.0,2.0,54.0,22.0,40.0,82.0,180.0,0.0,0.0,0.0,136.0,6.0,0.0,0.0,0.0,3.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,16.0,0.0
Marcus Banks,1.6216216216216217,0.0,2.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.6206896551724138,0.7540983606557377,0.9767441860465117,1.5,0.0,0.0,0.725,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,18.0,46.0,42.0,3.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Camby,1.4594594594594594,0.0,1.7894736842105263,0.0,0.0,0.0,0.4375,0.7142857142857143,0.7837837837837838,0.7571428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.180327868852459,0.0,0.0,0.0,0.8,2.0,0.0,54.0,0.0,68.0,0.0,0.0,0.0,14.0,20.0,116.0,106.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,2.0,0.0
Marquis Daniels,1.5862068965517242,0.0,2.0,0.0,0.0,0.0,0.8113207547169812,0.8571428571428571,0.5666666666666667,0.6071428571428571,0.44999999999999996,0.0,0.0,0.0,0.8307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.1666666666666667,1.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,40.0,0.0,0.0,0.0,86.0,36.0,34.0,34.0,9.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barnes,2.0,0.0,2.0,0.0,0.0,0.0,0.8461538461538461,0.0,1.3333333333333333,0.55,1.0,0.0,0.0,0.0,1.0285714285714285,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,22.0,0.0,12.0,22.0,12.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Bonner,0.9333333333333333,2.0,2.0,0.0,0.0,0.0,1.0714285714285714,0.8461538461538461,1.1267605633802817,1.0482758620689656,1.2727272727272727,0.0,0.0,0.0,1.2280701754385965,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.2173913043478262,1.25,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,14.0,0.0,0.0,0.0,30.0,22.0,80.0,152.0,84.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,10.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
Matt Carroll,1.6,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.2222222222222222,0.7878787878787878,0.8059701492537313,0.96,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,26.0,54.0,24.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurice Evans,1.4285714285714286,0.0,1.65,0.0,0.0,0.0,0.8125,0.631578947368421,0.7755102040816326,0.7216494845360825,0.8999999999999999,0.0,0.0,0.0,0.5945945945945946,2.0,0.0,0.0,0.0,0.0,2.0,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,66.0,0.0,0.0,0.0,26.0,12.0,38.0,70.0,27.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehmet Okur,1.5294117647058822,0.0,2.0,0.0,0.0,0.0,0.6428571428571429,0.5714285714285714,0.9557522123893806,0.8970588235294118,0.9444444444444444,0.0,0.0,0.0,0.9533678756476683,1.0,0.0,0.0,0.0,0.0,1.5,0.926829268292683,0.4,1.1111111111111112,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,66.0,0.0,0.0,0.0,36.0,32.0,108.0,122.0,51.0,0.0,0.0,0.0,184.0,2.0,0.0,0.0,0.0,0.0,6.0,38.0,2.0,10.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
Melvin Ely,1.6,0.0,1.75,0.0,0.0,0.0,0.34375,0.5333333333333333,0.4583333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.158878504672897,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.9425287356321839,0.7878787878787878,0.8,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,42.0,0.0,0.0,0.0,22.0,16.0,22.0,8.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,10.0,164.0,26.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Metta World Peace,2.0,0.0,2.0,0.0,0.0,0.0,0.5,1.3333333333333333,0.6153846153846154,0.9,1.5,0.0,0.0,0.0,1.027027027027027,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,16.0,18.0,18.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
Michael Redd,1.8888888888888888,2.0,1.875,0.0,0.0,0.8,0.5932203389830508,0.7,0.8858695652173914,0.9037037037037037,1.0183486238532111,0.0,0.0,0.0,0.9458128078817734,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3333333333333333,1.0588235294117647,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,102.0,2.0,30.0,0.0,0.0,4.0,70.0,84.0,326.0,244.0,222.0,0.0,0.0,0.0,192.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,18.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
Mickael Pietrus,1.6,1.7142857142857142,1.8709677419354838,0.0,0.0,0.0,0.30303030303030304,0.7777777777777778,0.5454545454545454,0.6099290780141844,1.1811023622047245,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,58.0,0.0,0.0,0.0,10.0,14.0,18.0,86.0,150.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bibby,1.6941176470588235,1.2,0.0,0.0,0.0,0.0,0.7936507936507936,0.75,0.8156424581005587,0.7981438515081206,1.0520833333333333,1.2857142857142856,0.0,0.0,1.1304347826086956,0.0,0.0,0.0,0.0,0.0,2.0,1.2307692307692308,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,144.0,6.0,0.0,0.0,0.0,0.0,50.0,12.0,146.0,344.0,303.0,18.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Mike Dunleavy,1.6,1.5,2.0,0.0,0.0,2.0,0.5454545454545454,0.65,0.7719298245614035,0.7181818181818181,1.23,0.0,0.0,0.0,1.2833333333333334,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,1.0,0.0,0.0,2.0,0.0,0.0,112.0,6.0,16.0,0.0,0.0,2.0,36.0,26.0,88.0,158.0,246.0,0.0,0.0,0.0,154.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,6.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0
Mike James,1.25,0.0,0.0,0.0,0.0,0.0,0.9056603773584906,0.5925925925925926,0.9047619047619048,0.8811881188118812,1.196629213483146,0.75,0.0,0.0,0.8923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,76.0,178.0,213.0,3.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Mike Miller,1.5,0.0,1.6923076923076923,0.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.8,1.0576923076923077,1.27734375,0.8571428571428571,0.0,0.0,1.0769230769230769,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.2,2.0,2.0,1.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.0,0.0,0.0,114.0,0.0,22.0,0.0,0.0,0.0,10.0,6.0,40.0,220.0,327.0,6.0,0.0,0.0,112.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
Mikki Moore,1.7142857142857142,0.0,1.7959183673469388,0.0,0.0,0.0,0.38095238095238093,0.6666666666666666,0.5531914893617021,0.8205128205128205,0.0,0.0,0.0,0.0,0.9152542372881356,0.0,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,1.25,1.3333333333333333,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,88.0,0.0,0.0,0.0,8.0,4.0,26.0,32.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0
Mo Williams,1.5714285714285714,0.0,0.0,0.0,0.0,2.0,0.6511627906976745,1.0,0.9081081081081082,0.9204545454545454,1.0416666666666665,0.0,0.0,0.0,0.676056338028169,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,2.0,28.0,40.0,168.0,162.0,75.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Nazr Mohammed,2.0,0.0,1.711111111111111,2.0,0.0,0.0,0.46551724137931033,0.6229508196721312,0.5365853658536586,1.3333333333333333,0.0,0.0,0.0,0.0,0.9426751592356688,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.2203389830508475,1.6666666666666667,1.2,0.0,0.0,0.0,0.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,154.0,2.0,0.0,0.0,54.0,38.0,22.0,4.0,0.0,0.0,0.0,0.0,148.0,2.0,0.0,0.0,0.0,0.0,2.0,72.0,10.0,6.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Nenad Krstic,1.2,2.0,1.7727272727272727,0.0,0.0,0.0,0.5714285714285714,0.7567567567567568,0.7951807228915663,0.6666666666666666,0.0,0.0,0.0,0.0,1.037037037037037,2.0,0.0,0.0,0.0,0.0,0.5,0.9896907216494846,0.36363636363636365,1.25,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,78.0,0.0,0.0,0.0,20.0,28.0,66.0,16.0,0.0,0.0,0.0,0.0,196.0,6.0,0.0,0.0,0.0,0.0,2.0,96.0,4.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Nene,1.5,0.0,1.7894736842105263,0.0,0.0,0.0,0.2962962962962963,0.25,0.56,0.5185185185185185,0.0,0.0,0.0,0.0,1.0977443609022557,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.64,0.4,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,18.0,0.0,136.0,0.0,0.0,0.0,8.0,4.0,28.0,14.0,0.0,0.0,0.0,0.0,146.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Nick Collison,1.875,0.0,1.6666666666666667,2.0,0.0,0.0,0.6,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.1785714285714286,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,0.0,2.0,2.0,0.0,30.0,0.0,40.0,2.0,0.0,0.0,18.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,198.0,2.0,0.0,0.0,0.0,0.0,2.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,2.0,0.0
Pau Gasol,1.4210526315789473,1.6,1.7142857142857142,0.0,0.0,1.3333333333333333,0.6732673267326733,0.5,0.6857142857142857,0.6956521739130435,0.6000000000000001,0.0,0.0,0.0,1.0588235294117647,0.6666666666666666,0.0,0.0,0.0,0.0,0.8571428571428571,1.0215827338129497,0.8235294117647058,2.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,54.0,8.0,132.0,0.0,0.0,4.0,68.0,14.0,48.0,16.0,3.0,0.0,0.0,0.0,144.0,4.0,0.0,0.0,0.0,0.0,6.0,142.0,14.0,4.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0
Paul Pierce,1.8446601941747574,2.0,1.5294117647058822,0.0,0.0,2.0,0.5625,0.6031746031746031,0.7863247863247863,0.8646288209606987,1.103305785123967,0.0,0.0,0.0,0.9090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.6363636363636365,0.4,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.0,0.0,0.0,190.0,6.0,26.0,0.0,0.0,2.0,36.0,38.0,184.0,198.0,267.0,0.0,0.0,0.0,190.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,18.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0
Peja Stojakovic,1.1794871794871795,0.0,2.0,0.0,0.0,0.0,0.5833333333333334,0.8275862068965517,0.725925925925926,0.7561837455830389,1.2374999999999998,0.6000000000000001,0.0,0.0,1.3866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,16.0,0.0,0.0,0.0,14.0,24.0,98.0,214.0,396.0,3.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
