playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Rajon Rondo,1.638095238095238,1.1111111111111112,0.0,0.0,0.0,2.0,0.0,2.0,0.5789473684210527,0.2857142857142857,0.7901234567901234,0.7518796992481203,0.967741935483871,0.0,0.0,0.0,1.0123456790123457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,44.0,6.0,64.0,100.0,30.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,24.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Sessions,1.4125,1.2727272727272727,2.0,0.0,0.0,1.7142857142857142,2.0,0.0,0.6412213740458015,0.7037037037037037,0.8470588235294118,0.7787610619469026,0.5454545454545454,0.0,0.0,0.0,0.8837209302325582,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,1.2,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,14.0,2.0,0.0,0.0,12.0,2.0,0.0,84.0,38.0,72.0,88.0,6.0,0.0,0.0,0.0,152.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Foye,1.5151515151515151,1.2857142857142858,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.6666666666666666,0.7027027027027027,0.7757575757575758,0.9827586206896551,0.5,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.6666666666666666,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,6.0,26.0,128.0,171.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Lewis,1.5294117647058822,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6129032258064516,0.6857142857142857,0.8918918918918919,0.9133858267716536,0.9316770186335404,0.0,0.0,0.0,1.2105263157894737,2.0,0.0,0.0,1.25,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,38.0,24.0,66.0,116.0,150.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,20.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasual Butler,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.7368421052631579,0.525,1.0769230769230769,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,28.0,42.0,84.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Allen,1.52,0.8888888888888888,2.0,0.0,0.0,2.0,0.0,0.0,0.7777777777777778,0.7916666666666666,0.8387096774193549,0.953405017921147,1.2426778242677825,0.0,0.0,0.0,1.0891089108910892,2.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1111111111111112,1.411764705882353,1.3333333333333333,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,8.0,2.0,0.0,0.0,24.0,0.0,0.0,42.0,38.0,104.0,266.0,297.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,24.0,12.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raymond Felton,1.453125,1.2941176470588236,1.0,0.0,0.0,0.0,0.0,0.0,0.7154471544715447,0.6486486486486487,0.75,0.8163265306122449,1.0182481751824817,0.375,0.0,0.0,0.6666666666666666,0.2857142857142857,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,1.5,2.142857142857143,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,186.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,24.0,54.0,160.0,279.0,3.0,0.0,0.0,56.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,24.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Reggie Evans,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16666666666666666,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Williams,1.6595744680851063,1.5,0.0,2.0,0.0,2.0,0.0,0.0,0.6530612244897959,0.8125,0.8484848484848485,0.7154471544715447,1.16,0.0,0.0,0.0,1.1,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,1.4545454545454546,3.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,6.0,0.0,2.0,0.0,20.0,0.0,0.0,32.0,26.0,28.0,88.0,174.0,0.0,0.0,0.0,66.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,16.0,36.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Renaldo Balkman,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Hamilton,1.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.7536231884057971,0.673469387755102,0.8502994011976048,1.2253521126760565,0.0,0.0,3.0,1.3,0.0,0.0,0.0,1.2,0.8888888888888888,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.3846153846153846,0.8571428571428571,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,52.0,132.0,142.0,87.0,0.0,0.0,3.0,52.0,0.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1.1111111111111112,0.5,0.0,0.0,0.0,1.5757575757575757,0.0,0.0,0.7272727272727273,0.8571428571428571,0.6521739130434783,0.8185654008438819,1.3216783216783217,0.0,0.0,0.0,1.25,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.3333333333333333,0.0,0.0,0.0,1.5172413793103448,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0,24.0,12.0,30.0,194.0,189.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Lopez,1.7142857142857142,2.0,0.0,0.0,0.0,1.76,2.0,0.0,0.41935483870967744,0.631578947368421,0.9795918367346939,1.0,0.0,0.0,0.0,0.0,1.223529411764706,0.6666666666666666,0.0,2.0,0.8636363636363636,0.7692307692307693,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2592592592592593,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,44.0,2.0,0.0,26.0,12.0,48.0,14.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,4.0,38.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Stuckey,1.6767676767676767,1.5,0.0,2.0,0.0,2.0,0.0,0.0,0.4946236559139785,0.625,0.7021276595744681,0.6238532110091743,0.984375,0.0,0.0,0.0,0.8405797101449275,0.6666666666666666,0.0,0.0,1.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.263157894736842,1.2,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,18.0,0.0,2.0,0.0,6.0,0.0,0.0,46.0,30.0,66.0,68.0,63.0,0.0,0.0,0.0,174.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,24.0,18.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigue Beaubois,1.2413793103448276,0.2857142857142857,2.0,0.0,0.0,2.0,0.0,2.0,0.7142857142857143,0.2857142857142857,0.9090909090909091,0.7222222222222222,0.6774193548387096,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10.0,2.0,10.0,26.0,42.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Mason Jr.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brewer,1.1578947368421053,0.0,0.0,0.0,0.0,1.8235294117647058,2.0,0.0,0.47619047619047616,0.75,0.676923076923077,0.7241379310344828,0.8571428571428571,0.0,0.0,0.0,1.2,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,10.0,6.0,44.0,84.0,12.0,0.0,0.0,0.0,132.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Price,1.2,1.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.2,0.5666666666666667,0.8863636363636365,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,34.0,39.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Turiaf,2.0,2.0,0.0,0.0,0.0,1.6470588235294117,0.0,0.0,0.6,0.0,0.5454545454545454,0.4,0.0,0.0,0.0,0.0,1.2244897959183674,1.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7037037037037037,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy Hibbert,1.6,1.0,0.0,0.0,0.0,1.837837837837838,2.0,0.0,0.2905982905982906,0.34146341463414637,0.6129032258064516,0.6818181818181818,0.0,0.0,0.0,0.0,1.0740740740740742,0.8235294117647058,0.0,1.4285714285714286,1.074766355140187,1.0285714285714285,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,136.0,4.0,0.0,34.0,14.0,38.0,60.0,0.0,0.0,0.0,0.0,116.0,14.0,0.0,10.0,230.0,72.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Ivey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.46153846153846156,1.2000000000000002,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Fernandez,1.434782608695652,1.3333333333333333,0.0,0.0,0.0,1.0,2.0,0.0,0.17391304347826086,0.0,0.6060606060606061,0.773109243697479,0.9188191881918819,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.5,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,20.0,92.0,249.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Gay,1.7083333333333333,0.9090909090909091,0.0,0.0,0.0,1.6744186046511629,2.0,0.0,0.5411764705882353,0.8518518518518519,0.7289719626168224,0.7480916030534351,1.1944444444444444,1.5,0.0,0.0,0.8732394366197183,1.4,0.0,0.0,1.5384615384615385,1.0588235294117647,1.2,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.7407407407407407,1.2307692307692308,0.8571428571428571,2.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,10.0,0.0,0.0,0.0,72.0,2.0,0.0,46.0,46.0,78.0,98.0,129.0,6.0,0.0,0.0,62.0,14.0,0.0,0.0,20.0,18.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,48.0,24.0,6.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Westbrook,1.4372294372294372,0.851063829787234,1.0,0.0,0.0,1.6744186046511629,2.0,0.0,0.40764331210191085,0.7572815533980582,0.6139534883720931,0.5857142857142857,1.0481927710843375,0.0,0.0,0.0,0.8247422680412371,1.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4444444444444444,1.2941176470588236,0.8888888888888888,2.0,3.0,0.0,1.3548387096774193,0.5,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,332.0,40.0,2.0,0.0,0.0,72.0,2.0,0.0,64.0,78.0,132.0,82.0,87.0,0.0,0.0,0.0,160.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,66.0,24.0,12.0,3.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ryan Anderson,1.5294117647058822,1.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.1111111111111111,0.0,1.25,0.5531914893617021,1.2823529411764705,0.5,0.0,0.0,0.9818181818181818,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,10.0,52.0,327.0,3.0,0.0,0.0,54.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Gomes,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.782608695652174,0.6153846153846154,0.7428571428571429,0.7980769230769231,0.990566037735849,0.0,0.0,0.0,1.2608695652173914,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,8.0,52.0,166.0,105.0,0.0,0.0,0.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Hollins,1.6666666666666667,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.2608695652173913,0.4444444444444444,1.0833333333333333,2.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7419354838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0,4.0,26.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
