playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Pau Gasol,1.75,1.3333333333333333,2.0,0.0,1.8181818181818181,0.0,0.0,0.58,0.8656716417910447,0.7901234567901234,0.9251700680272109,0.0,0.0,0.0,0.0,1.2307692307692308,1.3333333333333333,0.6666666666666666,1.0275229357798166,1.0555555555555556,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1891891891891893,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,2.0,0.0,100.0,0.0,0.0,58.0,58.0,128.0,136.0,0.0,0.0,0.0,0.0,128.0,8.0,2.0,112.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,88.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul George,1.4545454545454546,1.6,0.0,0.0,1.7142857142857142,2.0,0.0,0.2777777777777778,0.75,0.6896551724137931,0.5094339622641509,1.217142857142857,0.0,0.0,1.5,0.8958333333333334,1.6,0.0,0.0,1.2,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,1.5,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,0.0,1.5789473684210527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,0.0,0.0,72.0,2.0,0.0,10.0,24.0,40.0,54.0,213.0,0.0,0.0,3.0,86.0,8.0,0.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,6.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Millsap,1.5384615384615385,1.3333333333333333,0.0,0.0,1.6956521739130435,0.0,0.0,0.7714285714285715,0.5277777777777778,0.688,0.7543859649122807,0.5714285714285714,0.0,0.0,0.0,1.271604938271605,1.4444444444444444,2.0,1.0714285714285714,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,12.0,0.0,0.0,78.0,0.0,0.0,108.0,38.0,86.0,86.0,12.0,0.0,0.0,0.0,206.0,26.0,2.0,30.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Pierce,1.5526315789473684,0.5,2.0,2.0,1.75,0.0,0.0,0.7027027027027027,0.6086956521739131,0.7643312101910829,0.6140350877192983,1.1125,0.5,0.0,0.0,1.2,0.0,0.0,0.3333333333333333,0.4444444444444444,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,2.0,2.0,2.0,14.0,0.0,0.0,26.0,28.0,120.0,70.0,267.0,3.0,0.0,0.0,174.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Richardson,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.6829268292682927,1.0212765957446808,0.0,0.0,0.0,1.6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,28.0,96.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Pondexter,1.3333333333333333,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.3333333333333333,0.3333333333333333,0.875,0.8378378378378378,0.6521739130434783,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.6,0.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,2.0,14.0,62.0,15.0,0.0,0.0,0.0,56.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Bell,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.5,0.8157894736842105,1.1320754716981134,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,62.0,60.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajon Rondo,1.48,0.8888888888888888,2.0,0.0,0.0,0.0,2.0,0.5396825396825397,0.5882352941176471,0.8059701492537313,0.6172839506172839,0.7941176470588236,0.0,0.0,0.0,0.9281045751633987,0.0,2.0,0.7272727272727273,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,8.0,2.0,0.0,0.0,0.0,2.0,34.0,10.0,54.0,50.0,27.0,0.0,0.0,0.0,142.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Sessions,1.443298969072165,1.25,2.0,0.0,2.0,0.0,2.0,0.5357142857142857,0.45714285714285713,0.4583333333333333,0.8695652173913043,1.3,1.5,0.0,0.0,0.85,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,20.0,2.0,0.0,4.0,0.0,2.0,60.0,16.0,22.0,60.0,117.0,3.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Foye,1.4666666666666666,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.5263157894736842,0.7906976744186046,0.6666666666666666,1.2317073170731707,0.0,0.0,0.0,0.9743589743589743,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,20.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,34.0,108.0,303.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Lewis,1.6,1.0,2.0,0.0,2.0,0.0,0.0,0.4827586206896552,0.26666666666666666,0.7857142857142857,0.75,0.5,0.0,0.0,0.0,0.9655172413793104,2.0,2.0,1.0909090909090908,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,6.0,0.0,0.0,14.0,4.0,22.0,30.0,21.0,0.0,0.0,0.0,28.0,2.0,2.0,12.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasual Butler,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.7692307692307693,0.5964912280701754,0.868421052631579,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,34.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Allen,1.5,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,2.0,0.6153846153846154,0.7777777777777778,0.7692307692307693,0.8529411764705882,1.2745098039215685,1.5,0.0,0.0,1.3061224489795917,0.0,0.0,1.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,1.4285714285714286,0.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,4.0,0.0,2.0,16.0,14.0,40.0,116.0,195.0,3.0,0.0,0.0,64.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raymond Felton,1.3211009174311927,1.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.8421052631578947,0.7659574468085106,0.6363636363636364,0.9122807017543859,0.0,0.0,0.0,0.7096774193548387,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,144.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,36.0,70.0,156.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Reggie Evans,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Jackson,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.9230769230769231,0.4,0.4,0.43478260869565216,0.7674418604651163,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,2.0,6.0,10.0,33.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Williams,1.25,1.3333333333333333,2.0,0.0,2.0,0.0,0.0,1.0,0.8571428571428571,0.625,0.7272727272727273,1.0,0.0,0.0,0.0,1.1515151515151516,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,2.0,0.0,8.0,0.0,0.0,18.0,12.0,10.0,40.0,78.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renaldo Balkman,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Hamilton,1.25,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.7741935483870968,0.8764044943820225,0.6835443037974683,1.125,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,24.0,78.0,54.0,36.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1.6666666666666667,0.5,0.0,0.0,2.0,0.0,0.0,0.4444444444444444,0.5714285714285714,0.7307692307692307,0.7593582887700535,1.2620689655172415,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,2.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,8.0,0.0,0.0,8.0,4.0,38.0,142.0,183.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Rubio,1.125,1.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.4,0.5714285714285714,0.6153846153846154,0.9523809523809523,0.0,0.0,0.0,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,20.0,56.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Robin Lopez,1.5,1.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.3076923076923077,0.48484848484848486,0.8,0.0,0.0,0.0,0.0,1.1923076923076923,1.6,0.0,0.7727272727272727,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,38.0,0.0,0.0,22.0,4.0,16.0,8.0,0.0,0.0,0.0,0.0,62.0,8.0,0.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Stuckey,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.6052631578947368,0.8181818181818182,0.576271186440678,0.7384615384615385,0.986842105263158,0.5,0.0,0.0,0.7761194029850746,1.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5882352941176471,1.1111111111111112,1.5,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,18.0,34.0,48.0,75.0,3.0,0.0,0.0,104.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,10.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigue Beaubois,1.2692307692307692,0.8,2.0,0.0,1.4285714285714286,0.0,0.0,0.9767441860465116,0.5555555555555556,0.7058823529411765,0.6265060240963856,0.8666666666666666,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,1.4545454545454546,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,8.0,2.0,0.0,10.0,0.0,0.0,42.0,10.0,24.0,52.0,78.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Mason Jr.,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.8125,1.1694915254237288,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,78.0,138.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brewer,1.0434782608695652,0.0,0.0,0.0,1.75,0.0,0.0,0.42857142857142855,0.5,0.6086956521739131,0.6896551724137931,0.5454545454545454,0.0,0.0,0.0,1.048780487804878,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,1.2592592592592593,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,56.0,0.0,0.0,6.0,4.0,42.0,100.0,12.0,0.0,0.0,0.0,86.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Price,1.4285714285714286,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,1.0,0.375,0.6956521739130435,0.7714285714285714,1.2000000000000002,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,6.0,16.0,27.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Turiaf,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
