playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep
Aaron Brooks,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.2857142857142857,0.8888888888888888,0.7804878048780488,0.9655172413793103,0.0,0.0,0.0,0.8387096774193549,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,32.0,84.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Aaron Gray,2.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.3333333333333333,0.75,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.263157894736842,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,2.0,48.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acie Law,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.7,0.7857142857142857,0.5581395348837209,0.40909090909090906,1.0,0.0,0.0,0.6818181818181818,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,14.0,22.0,24.0,9.0,3.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Harrington,1.7049180327868851,0.6666666666666666,0.0,0.0,0.0,1.9259259259259258,2.0,0.0,0.38461538461538464,0.5714285714285714,0.7666666666666667,0.7675675675675676,1.0935483870967742,2.0,0.0,0.0,0.8301886792452831,1.0,2.0,1.25,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0.0,52.0,2.0,0.0,20.0,12.0,46.0,142.0,339.0,18.0,0.0,0.0,88.0,2.0,4.0,30.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Horford,1.6666666666666667,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.7272727272727273,0.4878048780487805,0.8448275862068966,0.7368421052631579,0.0,0.0,0.0,0.0,1.0071942446043165,0.0,1.0,1.0980392156862746,0.96,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,64.0,20.0,98.0,42.0,0.0,0.0,0.0,0.0,140.0,0.0,8.0,56.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Al Jefferson,1.7714285714285714,0.0,2.0,0.0,0.0,1.752808988764045,0.0,1.0,0.7394366197183099,0.6878980891719745,0.6731707317073171,0.6190476190476191,0.0,0.0,0.0,0.0,1.1528662420382165,1.0,1.0,1.24822695035461,1.0476190476190477,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4603174603174602,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,0.0,0.0,156.0,0.0,2.0,210.0,108.0,138.0,26.0,0.0,0.0,0.0,0.0,362.0,4.0,2.0,176.0,88.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Al Thornton,1.8412698412698412,0.0,0.0,0.0,0.0,1.9047619047619047,0.0,2.0,0.8,0.6382978723404256,0.5093167701863354,0.7894736842105263,1.0263157894736843,0.0,0.0,0.0,0.8666666666666667,2.0,0.0,1.1428571428571428,1.0769230769230769,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,116.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,40.0,30.0,82.0,150.0,117.0,0.0,0.0,0.0,130.0,2.0,0.0,16.0,14.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Amare Stoudemire,1.8412698412698412,2.0,0.0,0.0,0.0,1.8895705521472392,2.0,0.0,0.83,0.8089887640449438,1.0580645161290323,0.9666666666666667,0.3157894736842105,0.0,0.0,0.0,1.1485943775100402,1.0,2.0,1.4375,1.0588235294117647,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,116.0,6.0,0.0,0.0,0.0,308.0,2.0,0.0,166.0,72.0,164.0,116.0,6.0,0.0,0.0,0.0,286.0,2.0,6.0,46.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Amir Johnson,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.1290322580645162,0.0,0.0,0.7058823529411765,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3548387096774193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson Varejao,1.7777777777777777,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.5185185185185185,0.5714285714285714,0.7083333333333334,0.8235294117647058,0.0,0.0,0.0,0.0,1.0679611650485437,0.0,2.0,0.9523809523809523,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,8.0,34.0,14.0,0.0,0.0,0.0,0.0,110.0,0.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andray Blatche,1.9230769230769231,1.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.631578947368421,0.26666666666666666,0.5846153846153846,0.8311688311688312,0.5,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,1.1111111111111112,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,36.0,8.0,38.0,64.0,3.0,0.0,0.0,0.0,152.0,0.0,0.0,20.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Andre Iguodala,1.87012987012987,1.3333333333333333,0.0,0.0,0.0,1.9148936170212767,0.0,0.0,0.6666666666666666,0.3783783783783784,0.7672413793103449,0.7375,1.0896226415094339,0.30000000000000004,0.42857142857142855,0.375,0.68,0.0,0.0,1.0,1.4545454545454546,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,1.9411764705882353,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,144.0,4.0,0.0,0.0,0.0,180.0,0.0,0.0,32.0,14.0,178.0,236.0,231.0,3.0,3.0,3.0,102.0,0.0,0.0,8.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Andre Miller,1.7235772357723578,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8888888888888888,0.8405797101449275,0.9006211180124224,0.6507936507936508,0.5625,0.0,0.0,0.0,0.9557522123893806,2.0,0.0,1.2727272727272727,1.3,1.2222222222222223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,212.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,96.0,116.0,290.0,82.0,9.0,0.0,0.0,0.0,216.0,2.0,0.0,14.0,26.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Andrea Bargnani,1.09375,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.5882352941176471,0.8695652173913043,0.8974358974358975,0.6,1.0886075949367089,1.2000000000000002,0.0,0.0,0.7272727272727273,0.0,2.0,0.9230769230769231,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,20.0,70.0,96.0,258.0,6.0,0.0,0.0,40.0,0.0,2.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Andrei Kirilenko,1.4285714285714286,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.4444444444444444,0.0,0.64,0.8301886792452831,1.1428571428571428,0.0,0.0,0.0,1.1452991452991452,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391304347826087,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,12.0,0.0,16.0,132.0,96.0,0.0,0.0,0.0,134.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andres Nocioni,1.7142857142857142,2.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.5238095238095238,0.6285714285714286,0.9074074074074074,0.8258706467661692,1.0978260869565217,0.0,0.0,0.0,0.8032786885245902,0.0,2.0,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,22.0,22.0,98.0,166.0,303.0,0.0,0.0,0.0,98.0,0.0,4.0,24.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Bogut,1.4285714285714286,2.0,0.0,0.0,0.0,1.9767441860465116,0.0,1.0,0.5066666666666667,0.41379310344827586,0.6842105263157895,0.47619047619047616,0.0,0.0,0.0,0.0,1.0610687022900764,0.0,0.875,1.0443349753694582,0.88,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9606299212598425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,170.0,0.0,2.0,38.0,12.0,26.0,10.0,0.0,0.0,0.0,0.0,278.0,0.0,14.0,212.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Bynum,1.75,0.0,0.0,0.0,0.0,1.8695652173913044,0.0,0.0,0.6451612903225806,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,1.0612244897959184,1.0,0.8,1.2903225806451613,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803921568627451,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,4.0,40.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andris Biedrins,1.8285714285714285,2.0,0.0,0.0,0.0,1.9574468085106382,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2116182572614107,2.0,1.5555555555555556,1.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,92.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,4.0,14.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antawn Jamison,1.837837837837838,2.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.6631016042780749,0.49411764705882355,0.5471698113207547,0.6842105263157895,1.0439189189189189,1.5,0.0,0.0,1.076271186440678,1.0,0.0,1.3846153846153846,1.3513513513513513,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,68.0,12.0,0.0,0.0,0.0,10.0,0.0,2.0,124.0,42.0,58.0,182.0,309.0,3.0,0.0,0.0,254.0,6.0,0.0,90.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
Anthony Carter,1.1578947368421053,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.631578947368421,0.75,0.9523809523809523,0.810126582278481,0.9767441860465117,0.0,0.0,0.0,1.24,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,6.0,40.0,128.0,84.0,0.0,0.0,0.0,124.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Anthony Parker,1.3432835820895523,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.46153846153846156,1.0833333333333333,0.8034188034188035,0.9905362776025236,1.265625,1.0,0.0,1.0,0.8620689655172413,0.0,0.0,1.2,0.5,0.8571428571428571,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6666666666666666,2.0,0.0,0.0,90.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,12.0,26.0,94.0,314.0,162.0,3.0,0.0,3.0,50.0,0.0,0.0,12.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0
Antonio Daniels,1.8309859154929577,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.8181818181818182,0.6341463414634146,0.8253968253968254,0.6176470588235294,0.7377049180327868,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,130.0,4.0,4.0,0.0,0.0,18.0,0.0,0.0,36.0,26.0,52.0,42.0,45.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
Antonio McDyess,1.3333333333333333,0.0,0.0,0.0,0.0,1.8709677419354838,0.0,0.0,0.6666666666666666,0.7,0.7659574468085106,0.9122807017543859,0.0,0.0,0.0,0.0,1.4222222222222223,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,8.0,14.0,108.0,208.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arron Afflalo,1.8461538461538463,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.46153846153846156,0.967741935483871,0.7301587301587301,0.7741935483870968,0.0,0.0,0.0,0.8253968253968254,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,6.0,30.0,46.0,24.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Baron Davis,1.5397489539748954,1.1764705882352942,0.0,0.0,0.0,2.0,0.0,0.0,0.39316239316239315,0.509090909090909,0.7733333333333333,0.5977011494252874,1.051044083526682,0.7894736842105263,0.6000000000000001,0.0,0.7904761904761904,0.0,2.0,1.3571428571428572,1.0769230769230769,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3333333333333333,3.0,0.0,1.75,2.0,0.0,0.0,0.0,0.0,1.7777777777777777,2.0,0.0,0.0,0.0,0.0,368.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,28.0,116.0,104.0,453.0,15.0,3.0,0.0,166.0,0.0,2.0,38.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
Ben Gordon,1.2156862745098038,2.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7391304347826086,0.7761194029850746,0.8609271523178808,0.8571428571428571,1.1954887218045112,0.5,0.0,0.0,0.78,1.0,0.0,1.3333333333333333,2.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,62.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,34.0,52.0,130.0,288.0,318.0,3.0,0.0,0.0,78.0,2.0,0.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0
Ben Wallace,1.625,0.0,0.0,0.0,0.0,1.4736842105263157,0.0,0.0,0.27586206896551724,0.35714285714285715,0.4,0.0,0.0,0.0,0.0,0.0,0.7213114754098361,0.0,2.0,0.42857142857142855,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Beno Udrih,1.345132743362832,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174,1.0,0.8656716417910447,0.8904109589041096,1.120879120879121,1.5,0.0,0.0,0.6554621848739496,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1428571428571428,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,48.0,116.0,130.0,102.0,3.0,0.0,0.0,78.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
