playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep
Nick Young,1.5909090909090908,2.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.3783783783783784,0.7368421052631579,0.8118811881188119,0.8155339805825242,1.267605633802817,0.0,0.0,0.0,0.6545454545454545,1.0,0.0,1.0,0.75,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,14.0,82.0,84.0,90.0,0.0,0.0,0.0,36.0,2.0,0.0,2.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Pau Gasol,1.6888888888888889,0.0,0.0,0.0,0.0,1.922077922077922,0.0,0.0,0.8405797101449275,0.7636363636363637,0.8074534161490683,0.7428571428571429,1.2000000000000002,0.0,0.0,0.0,1.0382513661202186,0.0,1.3333333333333333,1.015625,0.875,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,58.0,42.0,130.0,52.0,12.0,0.0,0.0,0.0,190.0,0.0,4.0,130.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Paul Millsap,1.5555555555555556,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.8378378378378378,0.5714285714285714,0.6779661016949152,0.85,0.0,0.0,0.0,0.0,1.0717703349282297,0.0,2.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,62.0,12.0,40.0,34.0,0.0,0.0,0.0,0.0,224.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Paul Pierce,1.7118644067796611,2.0,0.0,0.0,0.0,1.75,0.0,0.0,0.6785714285714286,0.4375,0.8333333333333334,0.7727272727272727,1.187116564417178,1.0,0.0,0.0,0.8681318681318682,0.8,0.0,2.0,1.2857142857142858,0.9473684210526315,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7142857142857142,2.0,1.5,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,38.0,14.0,140.0,102.0,387.0,3.0,0.0,0.0,158.0,4.0,0.0,6.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peja Stojakovic,1.6666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9333333333333333,0.6046511627906976,0.7433628318584071,0.8986486486486487,1.2765957446808511,0.42857142857142855,0.0,0.0,1.1320754716981132,0.0,0.0,1.0,0.5,0.9090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,26.0,84.0,266.0,480.0,3.0,0.0,0.0,120.0,0.0,0.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Richardson,1.3571428571428572,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.5454545454545454,0.0,0.6944444444444444,0.7131782945736435,1.0122699386503067,0.0,0.0,0.0,0.6486486486486487,2.0,2.0,1.0909090909090908,0.8,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,50.0,92.0,165.0,0.0,0.0,0.0,48.0,2.0,2.0,12.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Raja Bell,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2857142857142857,0.75,0.8306709265175719,1.2365591397849462,3.0,0.0,0.0,1.0731707317073171,2.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,54.0,260.0,345.0,3.0,0.0,0.0,44.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Rajon Rondo,1.6822429906542056,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.6041666666666666,0.7555555555555555,0.7341772151898734,0.9117647058823529,1.0,0.0,0.0,0.0,0.8556149732620321,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,2.0,0.0,0.0,0.0,0.0,180.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,58.0,34.0,58.0,124.0,9.0,0.0,0.0,0.0,160.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0
Ramon Sessions,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.56,0.25,0.8,1.0,1.5,0.0,3.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,2.0,8.0,16.0,6.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Randy Foye,1.4871794871794872,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.5384615384615384,0.6530612244897959,0.7291666666666666,1.2857142857142856,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.4285714285714286,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,14.0,32.0,70.0,153.0,0.0,0.0,0.0,28.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
Rashard Lewis,1.7241379310344827,2.0,0.0,0.0,0.0,1.8888888888888888,0.0,1.0,0.75,0.7272727272727273,0.7710843373493976,0.9119170984455959,1.21875,1.0,0.0,0.0,0.9074074074074074,0.0,1.0,1.0909090909090908,1.0476190476190477,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,2.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,34.0,0.0,2.0,54.0,56.0,64.0,176.0,507.0,3.0,0.0,0.0,98.0,0.0,2.0,36.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0
Rasual Butler,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.5789473684210527,0.7123287671232876,0.99,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,22.0,52.0,99.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Allen,1.6962025316455696,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5185185185185185,0.34146341463414637,0.8222222222222222,0.8858447488584474,1.1676646706586826,1.0,0.0,0.0,0.8440366972477065,1.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,134.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,14.0,74.0,194.0,390.0,6.0,0.0,0.0,92.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,12.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
Raymond Felton,1.6083916083916083,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0212765957446808,0.8205128205128205,0.8484848484848485,0.7241379310344828,0.9078947368421053,0.0,0.0,0.0,0.5240641711229946,0.0,0.0,1.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,230.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,48.0,32.0,84.0,210.0,138.0,0.0,0.0,0.0,98.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Reggie Evans,2.0,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.34146341463414637,0.5714285714285714,0.26666666666666666,0.3333333333333333,3.0,0.0,0.0,0.0,0.8118811881188119,1.0,1.6,1.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,14.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,164.0,2.0,8.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Renaldo Balkman,1.8571428571428572,0.0,0.0,0.0,0.0,1.565217391304348,0.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.9866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Hamilton,1.8636363636363635,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,1.037037037037037,0.9347826086956522,0.8666666666666667,0.972972972972973,1.0909090909090908,0.0,0.0,0.0,0.8985507246376812,0.0,0.0,1.3333333333333333,0.9090909090909091,0.7777777777777778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,56.0,86.0,234.0,288.0,84.0,0.0,0.0,0.0,124.0,0.0,0.0,8.0,10.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1.2386363636363635,0.0,0.0,0.0,0.0,1.8245614035087718,0.0,0.0,0.7142857142857143,0.5333333333333333,0.8930817610062893,0.7944444444444444,1.0408163265306123,0.0,0.0,0.0,0.9417040358744395,2.0,0.0,1.1428571428571428,0.8888888888888888,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,1.5897435897435896,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,50.0,24.0,142.0,286.0,153.0,0.0,0.0,0.0,210.0,2.0,0.0,8.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Rodney Stuckey,1.709090909090909,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.5714285714285714,0.6666666666666666,0.7128712871287128,0.75,0.0,0.0,0.0,0.4716981132075472,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,12.0,22.0,72.0,9.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
Roger Mason Jr.,1.9130434782608696,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7804878048780488,0.9119170984455959,1.1753731343283582,0.75,0.0,0.0,0.8571428571428571,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,32.0,176.0,315.0,3.0,0.0,0.0,30.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Ronnie Brewer,1.5471698113207548,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.3076923076923077,0.0,1.0357142857142858,0.9064748201438849,0.6206896551724138,0.0,0.0,0.0,1.0160427807486632,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,4.0,0.0,58.0,126.0,18.0,0.0,0.0,0.0,190.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ronnie Price,1.6296296296296295,1.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.5,0.6666666666666666,0.47058823529411764,0.7843137254901961,0.9661016949152541,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,2.0,8.0,40.0,57.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Turiaf,1.5789473684210527,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.3333333333333333,0.5714285714285714,0.6842105263157895,0.8529411764705882,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,8.0,16.0,52.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Royal Ivey,1.368421052631579,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4444444444444444,0.35294117647058826,0.6111111111111112,0.9444444444444444,0.9428571428571428,0.0,0.0,0.0,0.7906976744186046,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,6.0,22.0,102.0,66.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Gay,1.55,0.5714285714285714,0.0,0.0,0.0,1.7297297297297298,2.0,0.0,0.7608695652173914,0.676923076923077,0.6495726495726496,0.919831223628692,1.016778523489933,0.8571428571428571,0.42857142857142855,0.0,0.7044025157232704,0.0,0.0,1.5757575757575757,1.125,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0666666666666667,1.2857142857142858,1.0476190476190477,3.0,0.0,1.6538461538461537,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,124.0,4.0,0.0,0.0,0.0,128.0,2.0,0.0,70.0,44.0,76.0,218.0,303.0,6.0,3.0,0.0,112.0,0.0,0.0,52.0,18.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,36.0,22.0,3.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
Ryan Gomes,1.5483870967741935,2.0,2.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.9393939393939394,0.9411764705882353,0.8169014084507042,0.8296943231441049,1.008849557522124,0.0,0.6000000000000001,0.0,1.0389610389610389,2.0,0.0,1.2307692307692308,0.8,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,2.0,2.0,0.0,0.0,22.0,0.0,0.0,62.0,48.0,116.0,190.0,114.0,0.0,3.0,0.0,160.0,2.0,0.0,16.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ryan Hollins,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.4285714285714286,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Dalembert,2.0,0.0,0.0,0.0,0.0,1.7530864197530864,0.0,0.0,0.44,0.4528301886792453,0.9107142857142857,0.4864864864864865,0.0,0.0,0.0,0.0,0.6573426573426573,0.0,2.0,1.1724137931034482,0.75,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.6885245901639345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,22.0,24.0,102.0,18.0,0.0,0.0,0.0,0.0,94.0,0.0,4.0,34.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasha Pavlovic,1.5,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6,0.5,0.5405405405405406,0.43478260869565216,0.9324324324324325,0.0,0.0,0.0,0.6588235294117647,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,8.0,20.0,40.0,69.0,0.0,0.0,0.0,56.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
