playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Jordan Farmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan McRae,0.0,0.0,0.7407407407407407,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,1.0,0.8571428571428571,1.161290322580645,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,18.0,18.0,36.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Mickey,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Calderon,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.4444444444444444,1.0434782608695652,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,1.2727272727272727,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,48.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Huestis,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McRoberts,1.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.9090909090909091,0.5,1.3333333333333333,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,10.0,8.0,36.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Richardson,2.0,2.0,1.0,0.4444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.8571428571428571,0.9,0.6904761904761905,0.9144385026737968,0.0,0.0,0.0,0.88,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.9333333333333333,0.7272727272727273,3.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,18.0,36.0,58.0,171.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,14.0,8.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrue Holiday,1.8333333333333333,2.0,1.5,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.8505747126436781,0.8148148148148148,0.6133333333333333,0.8125,1.0273972602739725,0.75,0.0,0.0,0.816,1.3333333333333333,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.7142857142857142,1.1724137931034482,0.5,1.153846153846154,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,156.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,74.0,22.0,46.0,78.0,225.0,6.0,0.0,0.0,102.0,12.0,0.0,2.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,34.0,8.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juancho Hernangomez,1.6923076923076923,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.8333333333333334,0.0,0.0,0.7741935483870968,1.2000000000000002,3.0,0.0,0.0,1.0344827586206897,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,10.0,0.0,0.0,24.0,102.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Randle,1.7,0.0,1.393939393939394,1.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047619047619047,0.0,1.3333333333333333,0.5470085470085471,0.6060606060606061,0.9142857142857143,0.425531914893617,0.8076923076923077,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.5,0.8717948717948718,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,1.75,1.3333333333333333,1.0,0.0,0.0,0.0,1.4385964912280702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,92.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4.0,64.0,20.0,32.0,20.0,42.0,0.0,0.0,0.0,142.0,8.0,0.0,12.0,68.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,14.0,4.0,3.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Anderson,1.6923076923076923,0.0,1.4035087719298245,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.21052631578947367,0.25,0.0,0.5185185185185185,0.9214285714285715,0.6000000000000001,0.0,0.0,1.096774193548387,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.75,0.0,1.0,0.0,0.0,0.0,1.6296296296296295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,80.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,2.0,0.0,28.0,129.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Justin Hamilton,1.8095238095238095,0.0,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.8695652173913043,0.8571428571428571,0.6666666666666666,0.625,0.8925619834710744,2.0,0.0,0.0,1.2195121951219512,0.6666666666666666,0.0,2.0,1.1666666666666667,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,12.0,8.0,40.0,108.0,6.0,0.0,0.0,50.0,2.0,0.0,6.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Harper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Holiday,1.8181818181818181,0.0,1.096774193548387,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,1.0769230769230769,0.6,0.9624060150375939,0.8663101604278074,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.1428571428571428,1.1428571428571428,1.7999999999999998,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,14.0,24.0,128.0,162.0,3.0,0.0,0.0,42.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,16.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justise Winslow,1.5,0.0,0.9032258064516129,0.9090909090909091,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6086956521739131,1.1428571428571428,0.375,0.41025641025641024,0.5714285714285714,0.0,0.0,0.0,0.7407407407407407,1.5,0.0,0.0,0.5454545454545454,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,8.0,6.0,16.0,12.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jusuf Nurkic,1.4782608695652173,0.0,1.1724137931034482,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.5945945945945946,0.0,0.5714285714285714,0.65,0.0,0.0,0.0,0.0,0.8776978417266187,1.0,0.0,1.4,0.9607843137254902,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2203389830508475,2.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,68.0,0.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,22.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,28.0,98.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0
KJ McDaniels,2.0,2.0,1.3043478260869565,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5714285714285714,0.0,0.0,0.8571428571428571,0.75,1.5,0.0,0.0,1.0526315789473684,2.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,30.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,12.0,39.0,3.0,0.0,0.0,20.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl-Anthony Towns,1.8888888888888888,0.0,1.4181818181818182,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.794871794871795,0.0,2.0,0.75,0.6111111111111112,0.9333333333333333,0.8057553956834532,1.0588235294117647,1.5,0.0,0.0,1.064039408866995,0.6666666666666666,0.0,1.3333333333333333,1.2513966480446927,0.875,1.25,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,1.3333333333333333,1.0,1.5,0.0,0.0,0.0,1.5798319327731092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,156.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,102.0,22.0,84.0,112.0,234.0,3.0,0.0,0.0,216.0,2.0,0.0,24.0,224.0,42.0,30.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kawhi Leonard,2.0,0.0,1.425,1.2727272727272727,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.891566265060241,0.8857142857142857,0.8774193548387097,0.8615384615384616,1.056338028169014,2.0,0.0,0.0,0.9295774647887324,1.0,0.0,0.6666666666666666,1.2083333333333333,1.103448275862069,0.8,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.032967032967033,1.087719298245614,1.5319148936170213,3.0,0.0,0.0,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,114.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,74.0,62.0,136.0,112.0,300.0,6.0,0.0,0.0,66.0,2.0,0.0,2.0,58.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,94.0,62.0,72.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kay Felder,0.0,0.0,1.2413793103448276,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.6666666666666666,0.7142857142857143,0.7619047619047619,0.8571428571428571,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,20.0,16.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Olynyk,1.7297297297297298,1.0,1.4230769230769231,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.6666666666666666,0.9090909090909091,0.8461538461538461,0.8163265306122449,1.0443037974683544,0.0,0.0,0.0,1.4242424242424243,0.0,0.0,0.0,1.2222222222222223,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,16.0,10.0,22.0,40.0,165.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Oubre Jr.,2.0,0.0,1.4814814814814814,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6296296296296295,0.0,0.0,0.41379310344827586,0.8571428571428571,0.47058823529411764,0.5434782608695652,0.9722222222222222,0.6000000000000001,0.0,0.0,0.8253968253968254,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.0,2.0,1.2857142857142856,0.0,0.0,0.0,1.5238095238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,12.0,12.0,8.0,50.0,105.0,3.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,8.0,9.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemba Walker,1.5,2.0,1.3846153846153846,0.8148148148148148,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4090909090909091,0.8095238095238095,0.6972477064220184,0.7076923076923077,1.0934579439252337,0.5172413793103449,0.0,0.0,0.6432748538011696,1.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.2857142857142857,1.2444444444444445,1.2307692307692308,1.8599999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,342.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,34.0,76.0,92.0,468.0,15.0,0.0,0.0,110.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,56.0,32.0,186.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Faried,1.5238095238095237,0.0,1.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,1.0,0.16666666666666666,0.4,0.0,0.0,0.0,0.0,0.8571428571428571,0.4444444444444444,0.0,1.6666666666666667,0.9642857142857143,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.402061855670103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,20.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,10.0,54.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent Bazemore,1.5833333333333333,0.0,1.0222222222222221,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.3076923076923077,0.25,0.75,0.732824427480916,0.9933774834437087,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,1.0952380952380953,0.8780487804878049,1.2000000000000002,0.0,3.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,92.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,24.0,96.0,150.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,46.0,36.0,30.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kentavious Caldwell-Pope,1.4285714285714286,0.0,1.2765957446808511,0.5,0.7272727272727273,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5185185185185185,0.23076923076923078,0.7391304347826086,0.7796610169491526,0.9969788519637462,0.375,0.0,0.0,1.0793650793650793,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,1.08,1.0344827586206897,1.6551724137931034,0.0,0.0,0.0,0.875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,60.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,28.0,6.0,68.0,92.0,330.0,3.0,0.0,0.0,68.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,54.0,30.0,48.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
