playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Anthony Brown,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,1.25,0.47368421052631576,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,1.9591836734693877,2.0,1.5555555555555556,0.9629629629629629,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.8846153846153846,0.0,0.0,0.8315789473684211,0.7818181818181819,0.8487394957983193,0.7547169811320755,0.902439024390244,0.0,0.0,0.0,1.0061349693251533,1.2857142857142858,0.0,1.2,1.0649350649350648,1.28,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.263157894736842,1.5384615384615385,0.0,0.0,0.0,0.0,1.4951456310679612,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,6.0,98.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,158.0,86.0,202.0,160.0,111.0,0.0,0.0,0.0,164.0,18.0,0.0,6.0,82.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,20.0,0.0,0.0,0.0,0.0,154.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Morrow,2.0,0.0,0.8,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.875,1.1111111111111112,0.5882352941176471,1.021978021978022,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8888888888888888,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,20.0,30.0,93.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Tolliver,2.0,0.0,1.6666666666666667,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.8235294117647058,0.0,0.42857142857142855,0.8169014084507042,1.1676646706586826,1.5,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,1.4285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,6.0,58.0,195.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Archie Goodwin,2.0,0.0,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.8181818181818181,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arinze Onuaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,0.42105263157894735,1.263157894736842,0.918918918918919,0.5454545454545454,0.0,0.0,0.0,0.0,1.0344827586206897,0.0,0.0,1.0,1.0638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,8.0,24.0,34.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arron Afflalo,1.5,0.0,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8260869565217391,0.7722772277227723,1.193877551020408,0.0,0.0,0.0,1.1764705882352942,1.0,0.0,0.0,2.0,1.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,1.5,1.4285714285714286,0.9090909090909091,1.3846153846153846,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,18.0,38.0,78.0,117.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,10.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,18.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Rivers,1.4,0.0,1.353846153846154,0.8461538461538461,1.375,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.6885245901639344,0.6956521739130435,0.3076923076923077,0.59375,1.173913043478261,0.0,0.0,0.0,0.8115942028985508,0.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.6,1.25,1.0714285714285714,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,176.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,42.0,16.0,4.0,38.0,270.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,10.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Avery Bradley,1.6744186046511629,2.0,1.0666666666666667,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.27586206896551724,0.9090909090909091,0.7391304347826086,0.7105263157894737,1.1758793969849246,0.0,0.0,0.0,0.9411764705882353,1.0,0.0,2.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0666666666666667,1.0416666666666667,2.0999999999999996,0.0,0.0,0.0,1.5172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,64.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,10.0,34.0,108.0,234.0,0.0,0.0,0.0,64.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,50.0,21.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Toupane,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Bentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben McLemore,2.0,1.5,1.3076923076923077,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.17391304347826086,0.4,0.5454545454545454,0.7727272727272727,1.017391304347826,1.0,0.0,0.0,0.8275862068965517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.7142857142857142,1.4,1.5,0.0,0.0,0.0,1.25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,6.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,4.0,12.0,68.0,117.0,3.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,28.0,12.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Beno Udrih,0.0,0.0,1.4166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.8,1.0,0.5882352941176471,1.1052631578947367,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.96,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,42.0,10.0,21.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,24.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,1.8333333333333333,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756756756756757,0.0,0.0,0.6857142857142857,0.6666666666666666,0.5454545454545454,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.7058823529411765,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,24.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,4.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,1.75,0.0,1.564102564102564,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8235294117647058,0.0,2.0,0.2564102564102564,0.8333333333333334,0.8421052631578947,0.8229665071770335,0.8571428571428571,0.75,0.0,0.0,0.9457364341085271,1.2222222222222223,0.0,1.5,0.8627450980392157,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.625,0.0,0.0,0.0,0.0,1.3333333333333333,1.6,0.0,0.0,0.0,1.0,0.0,0.0,56.0,0.0,122.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,10.0,10.0,80.0,172.0,72.0,3.0,0.0,0.0,122.0,22.0,0.0,24.0,88.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,64.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0
Boban Marjanovic,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.5454545454545454,0.5714285714285714,0.4,0.0,0.0,0.0,0.0,0.0,1.4782608695652173,0.0,0.0,0.0,0.9032258064516129,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Brown,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Portis,1.5,0.0,1.2727272727272727,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.7142857142857143,0.5957446808510638,0.9577464788732394,0.9310344827586208,0.0,0.0,0.0,1.2105263157894737,1.0,0.0,0.0,1.0666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,1.3793103448275863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,10.0,28.0,68.0,54.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bojan Bogdanovic,1.6129032258064515,1.6,1.306930693069307,1.1578947368421053,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5641025641025641,0.5714285714285714,0.45,0.8,1.0671140939597314,0.75,0.0,0.0,0.9247311827956989,0.6666666666666666,0.0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9090909090909091,1.5,2.142857142857143,3.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.0,2.0,2.0,0.0,50.0,8.0,132.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,22.0,16.0,18.0,72.0,318.0,18.0,0.0,0.0,86.0,4.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,12.0,15.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Boris Diaw,1.6,0.0,1.6111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.6,0.7142857142857143,0.6296296296296297,0.5806451612903225,0.0,0.0,0.0,1.2285714285714286,1.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,34.0,36.0,0.0,0.0,0.0,86.0,2.0,0.0,4.0,28.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,2.0,2.0,1.5748031496062993,1.1851851851851851,1.4285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.9090909090909092,0.0,0.0,0.5633802816901409,0.7346938775510204,0.9523809523809523,0.654320987654321,1.1830985915492958,1.125,0.0,0.0,0.7703703703703704,0.6666666666666666,0.0,0.0,2.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.25,1.2,1.4545454545454546,1.8,2.0689655172413794,3.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,2.0,0.0,2.0,0.0,18.0,2.0,200.0,32.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,40.0,36.0,100.0,106.0,504.0,27.0,0.0,0.0,104.0,2.0,0.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,48.0,54.0,60.0,6.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
Brandan Wright,1.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5454545454545454,0.875,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.9565217391304348,2.0,0.0,0.0,1.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,1.9090909090909092,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,2.0,0.8571428571428571,0.7368421052631579,0.8571428571428571,0.6666666666666666,0.0,1.5,0.0,0.0,0.7272727272727273,2.0,0.0,0.0,1.6666666666666667,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,6.0,14.0,30.0,4.0,0.0,3.0,0.0,0.0,24.0,2.0,0.0,0.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Ingram,1.7894736842105263,0.0,1.2972972972972974,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.26666666666666666,0.4166666666666667,0.34146341463414637,0.7238095238095238,0.7565217391304347,0.0,0.0,0.0,0.6875,0.0,0.0,2.0,0.9333333333333333,0.631578947368421,0.72,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.875,1.2727272727272727,2.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,96.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,12.0,10.0,14.0,76.0,87.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,14.0,12.0,18.0,4.0,0.0,0.0,0.0,0.0,2.0,14.0,28.0,28.0,6.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Jennings,0.0,0.0,1.3928571428571428,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.47058823529411764,0.8235294117647058,0.8627450980392157,0.5588235294117647,0.8595505617977528,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.6551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,44.0,38.0,153.0,6.0,0.0,0.0,32.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Knight,2.0,0.0,1.1081081081081081,0.9411764705882353,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.9333333333333333,0.5454545454545454,0.6376811594202898,0.8787878787878788,1.5,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.967741935483871,0.7586206896551724,1.5,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,82.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,22.0,28.0,24.0,44.0,87.0,6.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,30.0,22.0,15.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
