playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_13-17 Mid Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_13-17 Mid Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim
Clyde Drexler,1.3777777777777778,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.3111111111111111,0.6792452830188679,0.5058823529411764,0.7866666666666666,0.9425287356321839,1.5,0.0,0.0,1.135483870967742,0.0,0.0,2.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,14.0,36.0,86.0,118.0,246.0,6.0,0.0,0.0,176.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Corey Beck,1.4545454545454546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.631578947368421,0.7391304347826086,1.2307692307692308,3.0,0.0,1.5,0.0,1.1515151515151516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,34.0,16.0,3.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Corie Blount,2.0,0.0,0.0,0.0,1.8695652173913044,0.0,0.0,0.0,1.0,0.4,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0740740740740742,1.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,10.0,2.0,24.0,8.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Corliss Williamson,1.4444444444444444,0.8,0.0,0.0,1.6571428571428573,0.0,0.0,0.0,0.8823529411764706,0.7378640776699029,0.7128712871287128,0.5490196078431373,0.0,0.0,0.0,0.0,1.201716738197425,0.8888888888888888,0.0,0.0,0.0,1.0,1.4705882352941178,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,208.0,4.0,0.0,0.0,58.0,0.0,0.0,0.0,240.0,76.0,144.0,28.0,0.0,0.0,0.0,0.0,280.0,8.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Cory Alexander,1.2121212121212122,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.6153846153846154,0.9811320754716981,0.7592592592592593,1.1879194630872483,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,8.0,52.0,82.0,177.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale Davis,2.0,2.0,0.0,0.0,1.900990099009901,0.0,0.0,0.5,0.46808510638297873,0.6666666666666666,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.1571428571428573,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0434782608695652,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,192.0,0.0,0.0,2.0,44.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
Dale Ellis,1.5862068965517242,0.0,0.0,0.0,2.0,0.0,0.0,0.47619047619047616,0.5882352941176471,0.9333333333333333,1.0307692307692307,0.9719626168224299,1.3380281690140845,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,10.0,14.0,134.0,208.0,285.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Damon Stoudamire,1.270440251572327,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7719298245614035,0.8831168831168831,0.6405228758169934,0.8155339805825242,0.9239130434782608,0.0,0.0,0.0,1.0222222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,202.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,88.0,68.0,98.0,168.0,255.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Dan Majerle,1.2222222222222223,2.0,0.0,0.0,1.75,0.0,0.0,0.0,0.4444444444444444,0.5,0.6666666666666666,0.7631578947368421,1.082608695652174,0.75,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,2.0,6.0,58.0,249.0,3.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Schayes,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.4444444444444444,0.8,0.6915887850467289,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,92.0,74.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Dana Barros,1.7627118644067796,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.42857142857142855,0.7733333333333333,0.9733333333333334,1.2837837837837838,1.0,0.0,0.0,0.6122448979591837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,58.0,146.0,285.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ferry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.7272727272727273,0.72,0.896551724137931,0.9452054794520548,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,54.0,78.0,69.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Fortson,1.5238095238095237,0.0,0.0,0.0,1.9285714285714286,0.0,0.0,0.6666666666666666,0.6933333333333334,0.5263157894736842,0.6407766990291263,0.5833333333333334,1.0,0.0,0.0,0.0,1.0161290322580645,2.0,0.0,0.0,0.0,1.0,1.0434782608695652,0.4,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,54.0,0.0,0.0,2.0,52.0,30.0,66.0,14.0,3.0,0.0,0.0,0.0,252.0,2.0,0.0,0.0,0.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Darrick Martin,1.2112676056338028,0.6153846153846154,2.0,0.0,0.0,0.0,0.0,0.2,0.5614035087719298,0.5714285714285714,0.5957446808510638,0.6,1.1206225680933852,0.5,0.0,0.0,0.5714285714285714,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,32.0,16.0,28.0,60.0,288.0,3.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darvin Ham,2.0,0.0,0.0,0.0,1.8709677419354838,0.0,0.0,0.0,0.2,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5853658536585366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
David Benoit,1.5384615384615385,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.6,0.24,0.647887323943662,0.7663551401869159,0.894736842105263,0.0,0.0,0.0,1.0344827586206897,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,6.0,46.0,82.0,102.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
David Robinson,1.7058823529411764,2.0,0.0,0.0,1.897810218978102,0.0,0.0,1.5,0.6285714285714286,0.6986301369863014,0.822429906542056,0.5555555555555556,1.5,0.0,0.0,0.0,1.0084033613445378,0.8571428571428571,0.0,0.0,0.0,1.6666666666666667,1.1666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,1.1481481481481481,0.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,260.0,0.0,0.0,6.0,88.0,102.0,176.0,20.0,3.0,0.0,0.0,0.0,240.0,6.0,0.0,0.0,0.0,20.0,42.0,4.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
David Vaughn,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.5925925925925926,1.0,0.0,0.0,0.0,0.0,0.9655172413793104,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
David Wesley,1.4107142857142858,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.6909090909090909,0.72,0.7745664739884393,0.8651162790697674,1.0928571428571427,3.0,0.0,0.0,0.8682170542635659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,2.0,0.0,4.0,0.0,0.0,6.0,38.0,18.0,134.0,186.0,153.0,3.0,0.0,0.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DeJuan Wheat,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Garrett,1.3333333333333333,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.4,0.6888888888888889,0.7032967032967034,0.7868852459016393,0.625,0.0,0.0,0.0,0.0,0.8405797101449275,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,110.0,0.0,0.0,2.0,62.0,64.0,144.0,10.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Dee Brown,1.7058823529411764,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.25,0.18181818181818182,0.7640449438202247,0.935672514619883,1.1826923076923077,0.8571428571428571,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,68.0,160.0,246.0,6.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Dell Curry,1.1666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.375,0.6666666666666666,0.819672131147541,0.8344370860927153,1.2580645161290323,1.0,0.0,0.0,1.607843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,14.0,50.0,126.0,117.0,3.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Dennis Rodman,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5333333333333333,0.7777777777777778,0.43243243243243246,0.5,0.44999999999999996,0.0,0.0,0.0,1.2363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7758620689655172,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,14.0,16.0,14.0,9.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0
Dennis Scott,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.717948717948718,0.7272727272727273,0.7945205479452054,0.7549019607843137,1.096153846153846,2.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,60.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,48.0,116.0,154.0,285.0,6.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Derek Anderson,1.1842105263157894,1.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.0,0.2631578947368421,0.8571428571428571,0.7843137254901961,0.6896551724137931,0.609375,0.0,0.0,0.0,0.9620253164556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,90.0,12.0,0.0,0.0,46.0,0.0,0.0,0.0,10.0,30.0,120.0,60.0,39.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Derek Fisher,1.303370786516854,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6857142857142857,0.8,0.72,0.7222222222222222,1.2352941176470589,0.0,0.0,0.0,0.6896551724137931,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,16.0,18.0,52.0,84.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Derek Harper,1.2,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.625,0.5454545454545454,0.675,0.9117647058823529,1.025,0.75,0.75,0.0,1.0232558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,12.0,54.0,186.0,123.0,3.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Strong,1.3125,0.0,0.0,0.0,1.84,2.0,0.0,0.0,0.42857142857142855,0.5294117647058824,0.6289308176100629,0.8571428571428571,0.0,0.0,0.0,0.0,0.9608938547486033,0.6666666666666666,0.0,0.0,0.0,2.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,18.0,18.0,100.0,90.0,0.0,0.0,0.0,0.0,172.0,4.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,1.9333333333333333,0.0,0.0,0.0,1.8113207547169812,0.0,0.0,1.0,0.5964912280701754,0.7669172932330827,0.691358024691358,0.5079365079365079,0.8181818181818181,0.0,0.0,0.0,1.072,0.25,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,96.0,0.0,0.0,4.0,102.0,102.0,112.0,32.0,72.0,0.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Derrick McKey,1.3333333333333333,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,0.8529411764705882,0.8235294117647058,1.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,30.0,16.0,58.0,42.0,9.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Detlef Schrempf,1.5890410958904109,1.25,0.0,0.0,1.84,0.0,0.0,0.6,0.5977011494252874,0.7297297297297297,0.9166666666666666,0.9473684210526315,1.1900826446280992,1.5,0.0,0.0,1.1111111111111112,0.6666666666666666,0.0,0.0,0.0,1.5,1.125,1.3333333333333333,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,116.0,10.0,0.0,0.0,46.0,0.0,0.0,6.0,52.0,54.0,198.0,108.0,144.0,3.0,0.0,0.0,110.0,4.0,0.0,0.0,0.0,12.0,36.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Dickey Simpkins,1.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.8235294117647058,1.2,0.0,0.0,0.0,0.0,1.2173913043478262,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Dikembe Mutombo,1.7647058823529411,2.0,0.0,0.0,1.8482758620689654,0.0,0.0,0.0,0.4,0.6451612903225806,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.918918918918919,0.0,0.0,0.0,0.0,0.8571428571428571,1.0621468926553672,0.8235294117647058,0.8,0.0,0.0,0.0,0.9295774647887324,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,268.0,0.0,0.0,0.0,26.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,12.0,188.0,42.0,4.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
Don Reid,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3157894736842105,0.6,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,1.5,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Donald Royal,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.4,0.8888888888888888,0.36363636363636365,0.4,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dontae Jones,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.1428571428571428,0.5714285714285714,0.7894736842105263,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Doug Christie,1.164179104477612,0.0,0.0,0.0,1.9285714285714286,0.0,0.0,0.5,0.5862068965517241,0.39344262295081966,0.7450980392156863,0.8217821782178217,0.9502262443438914,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,108.0,0.0,0.0,2.0,34.0,24.0,114.0,166.0,210.0,0.0,3.0,0.0,144.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Drew Barry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,1.263157894736842,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duane Causwell,2.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Duane Ferrell,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.7586206896551724,0.5384615384615384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
