playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half
Donte Greene,1.2727272727272727,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.5901639344262295,0.4166666666666667,0.7307692307692307,0.7710843373493976,1.1586206896551725,0.0,0.0,0.0,0.8484848484848485,0.0,2.0,1.3846153846153846,0.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,36.0,10.0,38.0,64.0,168.0,0.0,0.0,0.0,56.0,0.0,2.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorell Wright,1.3,2.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.6666666666666666,0.5454545454545454,0.8,0.7346938775510204,1.0632911392405062,0.0,0.0,0.0,1.1666666666666667,0.0,2.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,10.0,6.0,40.0,108.0,84.0,0.0,0.0,0.0,42.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Gooden,1.6875,0.0,0.0,0.0,0.0,1.9130434782608696,0.0,0.0,0.6976744186046512,0.4,0.8529411764705882,0.821917808219178,1.0,0.0,0.0,0.0,0.8923076923076924,0.0,0.0,1.1044776119402986,0.875,0.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9894736842105263,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,30.0,12.0,58.0,60.0,3.0,0.0,0.0,0.0,116.0,0.0,0.0,74.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,1.5294117647058822,2.0,0.0,0.0,0.0,1.9193548387096775,0.0,0.0,0.49122807017543857,0.3076923076923077,0.75,0.0,0.0,0.0,0.0,0.0,1.1567567567567567,2.0,1.25,1.016260162601626,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6220472440944882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,238.0,0.0,0.0,28.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,214.0,2.0,10.0,250.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwyane Wade,1.42,1.3333333333333333,2.0,0.0,0.0,1.9,0.0,0.0,0.8380952380952381,0.8536585365853658,0.6140350877192983,0.6666666666666666,0.9565217391304347,0.42857142857142855,0.6000000000000001,0.0,0.993103448275862,1.0,0.0,0.625,1.1666666666666667,1.1333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,3.0,0.0,0.0,0.0,1.4583333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,426.0,4.0,2.0,0.0,0.0,114.0,0.0,0.0,88.0,70.0,140.0,160.0,198.0,3.0,3.0,0.0,144.0,2.0,0.0,10.0,14.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Earl Barron,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.0,0.631578947368421,1.0666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,12.0,16.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Boykins,1.7777777777777777,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.7111111111111111,0.9130434782608695,0.6666666666666666,0.6301369863013698,1.0714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.7777777777777777,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,42.0,74.0,46.0,45.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0
Earl Clark,2.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.5263157894736842,0.6,0.5714285714285714,0.6222222222222222,1.5,0.0,0.0,0.0,0.875,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,6.0,20.0,28.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Watson,1.6153846153846154,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8732394366197183,0.5,0.5625,0.625,0.9264705882352942,0.5,1.0,0.0,1.00990099009901,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,8.0,18.0,50.0,126.0,3.0,3.0,0.0,102.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie House,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.7783251231527094,1.0357142857142856,0.0,0.0,0.0,0.8571428571428571,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,158.0,174.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy Curry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Najera,0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,12.0,45.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,1.8333333333333333,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7070707070707071,0.6178861788617886,0.8303571428571429,0.7567567567567568,0.0,0.0,0.0,0.0,0.8057553956834532,0.0,2.0,1.565217391304348,1.2916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,1.4482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,70.0,76.0,186.0,28.0,0.0,0.0,0.0,0.0,112.0,0.0,2.0,72.0,62.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeka Okafor,1.6666666666666667,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.5483870967741935,0.5517241379310345,0.723404255319149,0.0,0.0,0.0,0.0,0.0,1.0724637681159421,0.0,2.0,1.0120481927710843,0.7692307692307693,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,34.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,2.0,84.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,1.596638655462185,2.0,0.0,0.0,0.0,1.6,0.0,0.0,0.8181818181818182,0.42857142857142855,0.75,0.7666666666666667,1.0528301886792453,1.4117647058823528,0.0,0.0,0.8571428571428571,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,36.0,6.0,18.0,92.0,279.0,24.0,0.0,0.0,126.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Maynor,1.2142857142857142,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8275862068965517,0.8823529411764706,0.8837209302325582,1.0344827586206897,0.0,0.0,0.0,0.76,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,24.0,30.0,38.0,60.0,0.0,0.0,0.0,38.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,1.4545454545454546,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.9333333333333333,0.8,1.0,2.0,0.0,0.0,0.0,0.0,0.9876543209876543,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5254237288135593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,14.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ersan Ilyasova,1.5,2.0,0.0,0.0,0.0,1.6,0.0,2.0,1.0285714285714285,0.4,0.9591836734693877,0.7,1.0273972602739725,1.0,0.0,0.0,1.2418300653594772,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,16.0,0.0,4.0,36.0,10.0,94.0,84.0,225.0,3.0,0.0,0.0,190.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Etan Thomas,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.4,0.6666666666666666,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Elson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Garcia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0344827586206897,0.7575757575757576,1.0540540540540542,3.0,0.0,0.0,1.2941176470588236,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,30.0,50.0,39.0,3.0,0.0,0.0,22.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Temple,1.375,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
George Hill,1.425,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5263157894736842,0.6122448979591837,0.6052631578947368,0.9137931034482759,0.8999999999999999,1.5,0.0,0.0,1.2112676056338028,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.3333333333333333,3.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,114.0,8.0,0.0,0.0,0.0,10.0,0.0,2.0,20.0,30.0,46.0,212.0,45.0,6.0,0.0,0.0,172.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Gerald Henderson,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.7777777777777778,0.5,0.46153846153846156,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,14.0,10.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Wallace,1.65,2.0,0.0,0.0,0.0,1.6842105263157894,0.0,0.0,0.5957446808510638,0.4,0.7169811320754716,0.6829268292682927,0.9056603773584906,1.0,0.0,0.0,0.9365558912386707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.3061224489795917,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,198.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,28.0,6.0,38.0,140.0,48.0,3.0,0.0,0.0,310.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Gilbert Arenas,1.5925925925925926,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.425531914893617,0.9285714285714286,0.6,0.8296296296296296,0.9870967741935484,1.125,2.0,0.0,0.6176470588235294,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4285714285714286,1.3333333333333333,1.7999999999999998,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,86.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,20.0,26.0,42.0,112.0,153.0,9.0,6.0,0.0,42.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,12.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,2.0,0.0,0.0,0.0
Glen Davis,0.8888888888888888,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.30303030303030304,0.25,0.64,0.7027027027027027,0.0,0.0,0.0,0.0,1.0350877192982457,0.0,0.0,1.391304347826087,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,2.0,16.0,26.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,32.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Dragic,1.6153846153846154,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.8,0.5882352941176471,0.7164179104477612,0.8307692307692308,1.1568627450980393,1.0,0.0,0.0,0.925,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,10.0,48.0,54.0,177.0,3.0,0.0,0.0,74.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Grant Hill,1.5454545454545454,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.782608695652174,0.7575757575757576,0.8104575163398693,0.7714285714285715,1.4285714285714284,0.0,0.0,3.0,1.0724637681159421,0.0,0.0,0.8571428571428571,1.0588235294117647,1.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,36.0,50.0,124.0,108.0,30.0,0.0,0.0,3.0,148.0,0.0,0.0,6.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
