playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Jerome James,1.2,0.0,0.0,0.0,1.7058823529411764,0.0,0.0,0.5964912280701754,0.10526315789473684,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,1.1176470588235294,0.0,0.0,0.0,1.4285714285714286,0.975609756097561,1.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,58.0,0.0,0.0,34.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,10.0,40.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Moiso,2.0,0.0,0.0,0.0,1.6875,0.0,0.0,0.625,0.4444444444444444,0.4117647058823529,0.6153846153846154,0.0,0.0,0.0,0.0,1.032258064516129,2.0,0.0,0.0,0.0,1.6,1.0,2.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,54.0,0.0,0.0,10.0,4.0,14.0,8.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,16.0,2.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jerome Williams,1.1475409836065573,0.0,0.0,0.0,1.8775510204081634,0.0,0.0,0.49056603773584906,0.48,0.8118811881188119,0.7741935483870968,0.75,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0857142857142856,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,92.0,0.0,0.0,26.0,12.0,82.0,24.0,3.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,1.6231884057971016,2.0,0.0,0.0,2.0,0.0,2.0,0.5370370370370371,0.66,0.6787003610108303,0.7490636704119851,0.9056603773584906,1.0,0.0,0.0,0.948905109489051,2.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.3333333333333333,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8.0,0.0,0.0,44.0,0.0,2.0,58.0,66.0,188.0,200.0,144.0,3.0,0.0,0.0,130.0,2.0,0.0,0.0,0.0,14.0,20.0,24.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeryl Sasser,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.96,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,12.0,30.0,24.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jiri Welsch,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.47058823529411764,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Johnson,1.411764705882353,1.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.6885245901639344,0.8888888888888888,0.8133333333333334,0.7601476014760148,0.9285714285714286,0.6000000000000001,0.0,0.0,0.7959183673469388,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,8.0,2.0,0.0,42.0,56.0,122.0,206.0,78.0,3.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Smith,0.6666666666666666,0.0,0.0,0.0,1.8518518518518519,0.0,0.0,0.2777777777777778,0.7058823529411765,0.8,0.9375,0.0,0.0,0.0,0.0,0.918918918918919,0.0,0.0,0.0,0.0,1.2941176470588236,1.0,1.3333333333333333,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,10.0,12.0,52.0,60.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Przybilla,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Amaechi,0.8571428571428571,0.0,0.0,0.0,2.0,0.0,0.0,0.18181818181818182,0.5,0.46153846153846156,0.6666666666666666,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Salmons,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.18181818181818182,1.0,0.5925925925925926,1.6363636363636362,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,22.0,16.0,18.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stockton,1.3176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9333333333333333,1.006896551724138,0.8235294117647058,1.0952380952380951,0.0,0.0,0.0,1.0727272727272728,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,146.0,126.0,69.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Barry,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6666666666666666,0.9473684210526315,0.9523809523809523,1.2699386503067485,1.0,0.0,0.0,0.7083333333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,54.0,100.0,207.0,6.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jonathan Bender,1.0,2.0,0.0,0.0,1.75,1.5,0.0,0.4,0.8235294117647058,0.6818181818181818,0.6666666666666666,1.125,0.0,0.0,0.0,1.0857142857142856,1.0,0.0,0.0,2.0,2.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,28.0,6.0,0.0,8.0,14.0,30.0,34.0,45.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Joseph Forte,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,1.0,0.5454545454545454,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Dixon,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6,0.782608695652174,0.7536231884057971,0.9565217391304347,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,36.0,52.0,66.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juaquin Hawkins,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.6666666666666666,0.7058823529411765,0.717948717948718,1.5,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,12.0,56.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jumaine Jones,1.4545454545454546,0.0,0.0,0.0,1.7391304347826086,2.0,0.0,0.38095238095238093,0.42105263157894735,0.9719626168224299,0.8351648351648352,0.8181818181818181,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,1.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,40.0,2.0,0.0,8.0,8.0,104.0,228.0,117.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Harrington,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5454545454545454,0.5714285714285714,0.7920792079207921,0.7448979591836735,0.7894736842105263,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,30.0,12.0,80.0,146.0,15.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,1.2083333333333333,0.0,0.0,0.0,1.6444444444444444,0.0,0.0,0.6466165413533834,0.6412213740458015,0.8994974874371859,0.7870967741935484,1.5,0.0,1.5,0.0,1.1126760563380282,2.0,0.0,0.0,0.0,0.9174311926605505,0.9333333333333333,0.9,0.0,0.0,0.0,1.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,74.0,0.0,0.0,86.0,84.0,358.0,122.0,3.0,0.0,3.0,0.0,158.0,2.0,0.0,0.0,0.0,100.0,28.0,36.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Rush,1.4444444444444444,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.6666666666666666,0.47619047619047616,0.6341463414634146,0.6779661016949152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,26.0,40.0,51.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Malone,1.4666666666666666,0.0,0.0,0.0,2.0,0.0,1.0,0.5866666666666667,0.6265060240963856,0.8041237113402062,0.78125,0.5,0.0,0.0,0.0,1.2661290322580645,0.0,0.0,0.0,2.0,1.1636363636363636,0.75,1.25,2.0,0.0,0.0,1.2380952380952381,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,34.0,0.0,2.0,44.0,52.0,312.0,250.0,6.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,2.0,64.0,12.0,20.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Kedrick Brown,0.8571428571428571,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.26666666666666666,0.75,0.38461538461538464,0.4888888888888889,0.2,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,6.0,10.0,22.0,3.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Van Horn,1.9130434782608696,0.0,0.0,0.0,1.75,0.0,2.0,0.5614035087719298,0.5753424657534246,0.7777777777777778,0.7741935483870968,1.0677966101694916,0.42857142857142855,0.0,0.0,0.9587628865979382,2.0,0.0,0.0,1.4285714285714286,1.4647887323943662,1.5789473684210527,1.3333333333333333,0.0,0.0,0.0,1.6842105263157894,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,84.0,0.0,2.0,64.0,42.0,70.0,96.0,126.0,3.0,0.0,0.0,186.0,6.0,0.0,0.0,20.0,104.0,30.0,16.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Kelvin Cato,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.3333333333333333,0.18181818181818182,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.6885245901639344,0.0,0.0,0.0,0.0,0.8333333333333334,0.7272727272727273,0.6666666666666666,0.0,0.0,0.0,1.5636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,6.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,20.0,8.0,2.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.5454545454545454,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4285714285714286,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Gill,1.794871794871795,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.7333333333333333,0.8943089430894309,0.7272727272727273,0.6000000000000001,0.0,0.0,0.0,0.832,2.0,0.0,0.0,0.0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,22.0,110.0,216.0,12.0,0.0,0.0,0.0,104.0,2.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Kenny Anderson,1.6818181818181819,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.5098039215686274,1.04,0.7058823529411765,0.8275862068965517,0.75,0.0,0.0,0.0,0.704225352112676,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,2.0,26.0,26.0,60.0,72.0,3.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Kenny Satterfield,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.37037037037037035,0.36363636363636365,0.7142857142857143,0.5263157894736842,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,20.0,20.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Thomas,1.631578947368421,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.4225352112676056,0.5294117647058824,0.65625,0.43636363636363634,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,2.0,1.302325581395349,0.8571428571428571,1.0,0.0,0.0,0.0,1.0714285714285714,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,78.0,0.0,0.0,30.0,18.0,42.0,24.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,2.0,56.0,12.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Kenyon Martin,1.2790697674418605,1.3333333333333333,0.0,0.0,1.811965811965812,0.0,0.0,0.5858585858585859,0.5142857142857142,0.6323529411764706,0.5737704918032787,0.7,0.0,0.0,0.0,0.8951048951048951,0.4,0.0,0.0,0.0,0.890625,1.1538461538461537,0.6666666666666666,0.0,0.0,0.0,1.5056179775280898,2.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,110.0,4.0,0.0,0.0,212.0,0.0,0.0,58.0,36.0,86.0,70.0,21.0,0.0,0.0,0.0,128.0,2.0,0.0,0.0,0.0,114.0,30.0,8.0,0.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
Keon Clark,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.691358024691358,0.5384615384615384,0.72,0.967741935483871,0.0,0.0,0.0,0.0,0.9577464788732394,0.6666666666666666,0.0,0.0,0.0,1.1578947368421053,0.6666666666666666,0.0,0.0,0.0,0.0,1.1219512195121952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,122.0,0.0,0.0,56.0,14.0,72.0,30.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerry Kittles,1.3513513513513513,1.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.46153846153846156,1.1764705882352942,0.7105263157894737,0.8070175438596491,0.9827586206896551,0.0,0.0,0.0,1.3541666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,60.0,0.0,0.0,18.0,20.0,54.0,138.0,171.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kevin Garnett,1.8518518518518519,0.0,0.0,0.0,1.9411764705882353,0.0,0.0,0.5698324022346368,0.6024096385542169,0.8014705882352942,0.8821292775665399,0.9661016949152541,0.0,0.0,0.0,1.1096774193548387,2.0,0.0,0.0,2.0,1.5625,1.6615384615384616,1.5890410958904109,1.3333333333333333,0.0,0.0,1.3898305084745763,2.0,0.0,0.0,0.0,1.5555555555555556,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,132.0,0.0,0.0,102.0,100.0,218.0,232.0,57.0,0.0,0.0,0.0,172.0,6.0,0.0,0.0,4.0,100.0,108.0,116.0,4.0,0.0,0.0,82.0,4.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0
Kevin Ollie,1.5609756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6476190476190476,0.9074074074074074,1.5,0.0,0.0,0.0,1.0363636363636364,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,68.0,98.0,3.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Willis,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21052631578947367,0.5714285714285714,0.6415094339622641,0.46153846153846156,0.0,0.0,0.0,0.0,1.3584905660377358,1.6,0.0,0.0,1.3333333333333333,0.8387096774193549,0.75,2.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,12.0,34.0,6.0,0.0,0.0,0.0,0.0,72.0,8.0,0.0,0.0,4.0,26.0,12.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyon Dooling,1.3571428571428572,0.0,0.0,0.0,1.5,0.0,0.0,0.3333333333333333,0.2857142857142857,0.9333333333333333,0.7954545454545454,1.0862068965517242,0.0,0.0,0.0,0.38095238095238093,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0,28.0,70.0,126.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Haston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
