playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Bobby Jackson,1.4352941176470588,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5925925925925926,0.75,0.6590909090909091,0.8793103448275862,1.1311475409836065,0.0,0.0,0.0,1.2372881355932204,0.0,0.0,0.0,0.0,1.25,0.0,2.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,58.0,204.0,138.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bobby Simmons,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,1.0,0.7096774193548387,0.9411764705882353,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,22.0,32.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonzi Wells,1.3628318584070795,1.0,0.0,0.0,1.8518518518518519,0.0,2.0,0.5633802816901409,0.6938775510204082,0.654320987654321,0.7295081967213115,0.8095238095238095,0.0,0.0,0.0,1.0890052356020943,0.0,0.0,0.0,2.0,1.25,0.8,1.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,2.0,0.0,0.0,50.0,0.0,2.0,40.0,34.0,106.0,178.0,51.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,2.0,10.0,20.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bostjan Nachbar,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Miller,1.6363636363636365,0.0,0.0,0.0,1.945945945945946,0.0,1.0,0.38235294117647056,0.7419354838709677,0.9361702127659575,0.7777777777777778,0.9230769230769231,0.0,0.0,0.0,1.1584158415841583,1.0,0.0,0.0,2.0,1.6,0.5714285714285714,0.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,72.0,0.0,2.0,26.0,46.0,132.0,70.0,12.0,0.0,0.0,0.0,234.0,6.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Brandon Armstrong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8333333333333334,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Haywood,2.0,0.0,0.0,0.0,1.9285714285714286,0.0,2.0,0.15384615384615385,0.72,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.8163265306122449,0.0,0.0,0.0,1.2,1.0526315789473684,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,162.0,0.0,2.0,8.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,6.0,20.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Barry,1.6923076923076923,0.0,0.0,0.0,2.0,0.0,0.0,0.6111111111111112,0.7142857142857143,0.3157894736842105,0.9026548672566371,1.0851063829787235,2.5,3.0,0.0,1.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,12.0,0.0,0.0,22.0,10.0,6.0,102.0,255.0,15.0,3.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Brevin Knight,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.5,0.8148148148148148,0.8536585365853658,1.0,0.0,0.75,0.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,44.0,70.0,3.0,0.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Cardinal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Grant,1.3333333333333333,0.0,0.0,0.0,1.6097560975609757,0.0,1.0,0.8333333333333334,0.76,0.7840909090909091,0.9444444444444444,0.0,0.0,0.0,0.0,1.2685714285714285,2.0,0.0,0.0,0.0,0.7368421052631579,1.4,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,66.0,0.0,2.0,50.0,38.0,138.0,102.0,0.0,0.0,0.0,0.0,222.0,2.0,0.0,0.0,0.0,14.0,14.0,6.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Brian Scalabrine,1.4545454545454546,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.7142857142857143,0.65,1.3548387096774193,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,20.0,26.0,42.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Shaw,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.7142857142857143,0.6896551724137931,0.9032258064516129,1.0851063829787235,3.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,20.0,56.0,102.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Skinner,1.8,0.0,0.0,0.0,1.9069767441860466,0.0,0.0,0.34615384615384615,0.6923076923076923,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,2.0,1.5714285714285714,2.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,82.0,0.0,0.0,18.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,8.0,66.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Bowen,1.4736842105263157,0.5,0.0,0.0,1.5,0.0,0.0,0.8666666666666667,0.7407407407407407,0.5,0.9699570815450643,0.96,0.0,0.0,0.0,1.1864406779661016,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,12.0,0.0,0.0,26.0,20.0,18.0,226.0,48.0,0.0,0.0,0.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Bruno Sundov,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.8571428571428571,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Drew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,0.4,1.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryon Russell,1.8461538461538463,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.4,0.9655172413793104,0.6825396825396826,0.8522727272727273,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,28.0,86.0,75.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calbert Cheaney,1.375,0.0,0.0,0.0,1.8,0.0,0.0,0.9523809523809523,0.9565217391304348,0.881578947368421,0.8938053097345132,0.0,0.0,0.0,0.0,1.3015873015873016,1.0,0.0,0.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,0.0,40.0,44.0,134.0,202.0,0.0,0.0,0.0,0.0,164.0,2.0,0.0,0.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Calvin Booth,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.5,0.8888888888888888,0.88,0.4166666666666667,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,1.4285714285714286,1.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,22.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Arroyo,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.8571428571428571,0.6923076923076923,1.2000000000000002,0.0,0.0,0.0,1.0588235294117647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,18.0,18.0,6.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Boozer,1.588235294117647,0.0,0.0,0.0,1.6615384615384616,0.0,1.0,0.4727272727272727,0.8,0.8064516129032258,0.8780487804878049,0.0,0.0,0.0,0.0,1.15527950310559,1.0,0.0,0.0,1.4285714285714286,1.0909090909090908,1.1428571428571428,1.25,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,108.0,0.0,2.0,26.0,28.0,100.0,36.0,0.0,0.0,0.0,0.0,186.0,2.0,0.0,0.0,10.0,24.0,8.0,20.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Caron Butler,1.0823529411764705,2.0,2.0,0.0,1.6206896551724137,0.0,2.0,0.6837606837606838,0.5,0.6144578313253012,0.8037383177570093,1.1785714285714286,0.0,0.0,0.0,0.9519230769230769,2.0,0.0,0.0,2.0,0.8888888888888888,0.5714285714285714,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,2.0,0.0,94.0,0.0,6.0,80.0,34.0,102.0,172.0,66.0,0.0,0.0,0.0,198.0,2.0,0.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Jacobsen,1.6,2.0,0.0,0.0,2.0,0.0,0.0,0.2222222222222222,0.8888888888888888,0.5555555555555556,0.7450980392156863,0.8522727272727273,0.0,0.0,0.0,0.6557377049180327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,10.0,76.0,75.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cezary Trybanski,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Smith,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Ward,1.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.4,0.7619047619047619,0.8205128205128205,1.1131221719457014,1.5,0.0,0.0,0.7741935483870968,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,16.0,64.0,246.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chauncey Billups,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.8780487804878049,0.7474747474747475,0.9119170984455959,1.1530944625407167,0.375,0.0,0.0,0.591304347826087,0.0,0.0,0.0,0.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,74.0,176.0,354.0,3.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Cherokee Parks,2.0,2.0,0.0,0.0,1.75,0.0,0.0,1.4285714285714286,0.0,0.8888888888888888,0.6976744186046512,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,28.0,0.0,0.0,10.0,0.0,32.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Andersen,1.1428571428571428,0.0,0.0,0.0,1.5909090909090908,0.0,0.0,0.5,0.375,0.38095238095238093,0.38461538461538464,0.0,0.0,0.0,0.0,0.835820895522388,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9302325581395349,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,70.0,0.0,0.0,16.0,6.0,16.0,10.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Chris Childs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Crawford,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Dudley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Jefferies,1.0526315789473684,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181818182,0.8,0.6666666666666666,0.819672131147541,1.1333333333333333,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,14.0,50.0,51.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Chris Mihm,0.6666666666666666,0.0,0.0,0.0,1.6470588235294117,0.0,2.0,0.6511627906976745,0.8,0.5964912280701754,0.64,0.0,0.0,0.0,0.0,0.9166666666666666,2.0,0.0,0.0,1.3333333333333333,1.037037037037037,0.0,1.0,0.0,0.0,0.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,2.0,28.0,16.0,34.0,16.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,4.0,28.0,0.0,6.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mills,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5,0.5833333333333334,0.9090909090909091,0.8,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,30.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Webber,1.6956521739130435,1.3333333333333333,0.0,0.0,1.7142857142857142,0.0,0.0,0.5806451612903226,0.5517241379310345,0.8373702422145328,0.8181818181818182,0.8823529411764706,0.0,0.0,0.0,1.1058823529411765,0.0,0.0,0.0,2.0,0.9150326797385621,0.7906976744186046,1.7333333333333334,1.6666666666666667,0.0,0.0,1.096774193548387,0.0,0.0,0.0,0.0,1.5,1.2,0.0,0.0,0.0,78.0,4.0,0.0,0.0,96.0,0.0,0.0,72.0,32.0,242.0,306.0,15.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,4.0,140.0,34.0,26.0,10.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
Chris Whitney,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.7272727272727273,0.5,0.8780487804878049,0.9375,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,26.0,108.0,120.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
