playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Rajon Rondo,1.6307692307692307,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.631578947368421,0.8421052631578947,0.6857142857142857,1.0,0.7674418604651163,0.0,0.0,0.0,0.875,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.0,16.0,24.0,108.0,33.0,0.0,0.0,0.0,84.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Sessions,1.3888888888888888,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.7391304347826086,0.8,0.4533333333333333,0.9759036144578312,0.75,0.0,0.0,0.7337278106508875,0.6666666666666666,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3333333333333333,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,150.0,20.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,56.0,34.0,28.0,34.0,81.0,3.0,0.0,0.0,124.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Randy Foye,1.4736842105263157,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.631578947368421,0.5106382978723404,0.8936170212765957,1.1700879765395893,1.2000000000000002,0.0,0.0,0.8235294117647058,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,12.0,24.0,168.0,399.0,6.0,0.0,0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Lewis,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,0.8333333333333334,0.6153846153846154,0.8192771084337349,1.1363636363636362,0.0,0.0,0.0,1.368421052631579,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,10.0,16.0,68.0,75.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasheed Wallace,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.75,0.18181818181818182,1.0327868852459017,0.0,0.0,0.0,1.0,0.0,0.0,1.1428571428571428,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,2.0,63.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Allen,1.28,1.25,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7272727272727273,0.8,0.8484848484848485,0.8243243243243243,1.2476635514018692,0.0,0.0,0.0,1.1111111111111112,2.0,0.0,1.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,20.0,56.0,122.0,267.0,0.0,0.0,0.0,80.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Raymond Felton,1.325,0.5714285714285714,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.6933333333333334,0.7586206896551724,0.5797101449275363,0.7411764705882353,1.0817307692307692,1.125,0.0,0.0,0.8775510204081632,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,3.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,212.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,52.0,22.0,40.0,126.0,225.0,9.0,0.0,0.0,86.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Reggie Evans,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.45161290322580644,0.0,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0,1.0344827586206897,0.5714285714285714,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,150.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Jackson,1.6,1.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0476190476190477,0.6666666666666666,0.5217391304347826,0.8837209302325582,0.4852941176470589,0.0,0.0,0.0,1.3,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.1428571428571428,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,44.0,8.0,12.0,38.0,33.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Williams,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8,0.4,0.8571428571428571,0.64,0.9152542372881356,0.0,0.0,0.0,1.5294117647058822,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,6.0,16.0,54.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Hamilton,1.5384615384615385,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829268292682927,0.8148148148148148,0.75,0.7476635514018691,0.8999999999999999,0.0,0.0,0.0,1.125,0.0,0.0,1.5,1.2727272727272727,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.7777777777777777,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.0,114.0,80.0,27.0,0.0,0.0,0.0,36.0,0.0,0.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,16.0,12.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1.6923076923076923,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.4,0.4,0.6666666666666666,0.6206896551724138,0.6000000000000001,0.0,1.5,0.0,1.1666666666666667,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,2.0,4.0,18.0,12.0,0.0,3.0,0.0,14.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Rubio,1.2747252747252746,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.23529411764705882,0.631578947368421,0.5714285714285714,0.7808219178082192,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3103448275862069,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,116.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,36.0,60.0,57.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Robert Sacre,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.46153846153846156,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Lopez,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.7407407407407407,0.0,0.0,0.34210526315789475,0.85,0.891566265060241,0.8,0.0,0.0,0.0,0.0,1.2327044025157232,0.3333333333333333,0.0,0.9272727272727272,0.9655172413793104,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4260869565217391,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,26.0,34.0,74.0,8.0,0.0,0.0,0.0,0.0,196.0,2.0,0.0,102.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Stuckey,1.4893617021276595,0.9333333333333333,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.6140350877192983,0.14814814814814814,0.5614035087719298,0.7333333333333333,0.902439024390244,1.0,0.0,0.0,0.8226950354609929,0.3333333333333333,0.0,1.0769230769230769,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.6,1.3333333333333333,1.4285714285714286,1.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,14.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,70.0,4.0,32.0,66.0,111.0,6.0,0.0,0.0,116.0,2.0,0.0,14.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,10.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigue Beaubois,1.3333333333333333,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7058823529411765,0.8571428571428571,0.5714285714285714,0.6857142857142857,0.823529411764706,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,6.0,4.0,24.0,42.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Mason Jr.,1.263157894736842,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.875,1.3636363636363635,0.75,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,84.0,150.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brewer,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6136363636363636,0.5625,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,14.0,54.0,9.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Price,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.7272727272727273,0.43478260869565216,0.8275862068965517,1.5,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,10.0,24.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Turiaf,1.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,1.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy Hibbert,1.5,1.0,0.0,0.0,0.0,0.0,1.7391304347826086,2.0,1.0,0.203125,0.4,0.8307692307692308,0.7222222222222222,0.0,0.0,0.0,0.0,0.746268656716418,0.8,1.5,1.233160621761658,1.1379310344827587,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0357142857142858,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,80.0,6.0,2.0,26.0,18.0,54.0,26.0,0.0,0.0,0.0,0.0,100.0,4.0,18.0,238.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Ivey,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.6666666666666666,0.55,1.3684210526315788,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,22.0,78.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Gay,1.2839506172839505,0.782608695652174,1.2,0.0,0.0,0.0,1.4615384615384615,0.0,1.0,0.5084745762711864,0.5384615384615384,0.549618320610687,0.6918238993710691,0.9949748743718593,0.42857142857142855,0.0,0.0,0.8080808080808081,0.8571428571428571,2.0,1.255813953488372,0.7692307692307693,1.12,1.0,0.0,0.0,0.0,0.0,1.0526315789473684,1.3513513513513513,1.0204081632653061,0.5714285714285714,1.8461538461538463,0.0,0.0,0.0,1.6585365853658536,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,104.0,18.0,6.0,0.0,0.0,0.0,76.0,0.0,2.0,60.0,42.0,72.0,110.0,198.0,3.0,0.0,0.0,80.0,6.0,4.0,54.0,20.0,28.0,2.0,0.0,0.0,0.0,0.0,20.0,50.0,50.0,12.0,24.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Westbrook,1.3992094861660078,0.4666666666666667,2.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.38636363636363635,0.65625,0.5521472392638037,0.49572649572649574,0.8428571428571429,0.2727272727272727,0.0,0.0,0.912621359223301,0.0,0.0,0.5333333333333333,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.2,1.1451612903225807,1.2463768115942029,1.7272727272727275,0.0,3.0,0.0,1.2592592592592593,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,3.0,0.0,0.0,354.0,14.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0,34.0,42.0,90.0,58.0,177.0,3.0,0.0,0.0,188.0,0.0,0.0,16.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,142.0,86.0,57.0,0.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Ryan Anderson,1.391304347826087,0.8571428571428571,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.26666666666666666,0.5161290322580645,0.7906976744186046,0.8478260869565217,1.1346153846153846,1.5,0.0,0.0,0.9830508474576272,0.0,1.0,1.5555555555555556,1.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,1.3442622950819672,1.2,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,16.0,16.0,68.0,156.0,531.0,12.0,0.0,0.0,116.0,0.0,2.0,28.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,82.0,6.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
Ryan Hollins,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.8461538461538463,1.6,0.0,0.4,1.0,0.4444444444444444,0.8,0.0,0.0,0.0,0.0,0.8571428571428571,2.0,2.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
