playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Blake Griffin,1.8688524590163935,1.6666666666666667,0.0,0.0,0.0,0.0,1.8585858585858586,2.0,2.0,0.5742574257425742,0.34782608695652173,0.6857142857142857,0.6404494382022472,0.5294117647058824,0.0,0.0,0.0,1.2080536912751678,0.6666666666666666,0.8571428571428571,1.0442477876106195,0.6896551724137931,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.6363636363636365,1.4545454545454546,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,114.0,40.0,0.0,0.0,0.0,0.0,184.0,14.0,2.0,58.0,8.0,72.0,114.0,9.0,0.0,0.0,0.0,180.0,12.0,6.0,118.0,20.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,144.0,16.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
Boris Diaw,1.5454545454545454,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.8333333333333334,0.9375,0.7407407407407407,1.0714285714285714,0.0,0.0,0.0,1.5319148936170213,1.2,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,10.0,30.0,40.0,60.0,0.0,0.0,0.0,144.0,6.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,1.7037037037037037,1.2,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5217391304347826,0.5,0.71875,0.7796610169491526,1.006451612903226,1.2857142857142856,0.0,0.0,0.7887323943661971,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,1.7142857142857142,3.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0,6.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,24.0,10.0,46.0,184.0,156.0,9.0,0.0,0.0,56.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
Brandan Wright,1.25,1.0,1.0,0.0,0.0,0.0,1.6842105263157894,0.0,2.0,1.1951219512195121,0.972972972972973,1.0769230769230769,0.6,0.0,0.0,0.0,0.0,1.34375,1.2,1.3333333333333333,0.9302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.45,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,64.0,0.0,4.0,98.0,36.0,42.0,6.0,0.0,0.0,0.0,0.0,86.0,6.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,1.4193548387096775,2.0,0.0,0.0,0.0,0.0,1.878787878787879,0.0,0.0,0.7142857142857143,0.4888888888888889,0.9775784753363229,0.8539325842696629,0.0,0.0,0.0,0.0,0.7719298245614035,0.0,0.0,1.1666666666666667,0.9090909090909091,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,30.0,22.0,218.0,76.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,14.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Jennings,1.323943661971831,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47863247863247865,0.7012987012987013,0.782051282051282,0.7861271676300579,1.1129032258064515,0.6923076923076923,0.0,0.0,0.8627450980392157,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.1428571428571428,1.2,2.571428571428571,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,56.0,54.0,122.0,136.0,414.0,9.0,0.0,0.0,176.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Knight,1.4563106796116505,0.5,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.5176470588235295,0.5555555555555556,0.6551724137931034,0.6423357664233577,1.0746268656716418,1.6666666666666667,0.0,0.0,0.7428571428571429,0.5,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5,1.4545454545454546,3.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,44.0,10.0,38.0,88.0,288.0,15.0,0.0,0.0,104.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,16.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Roy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.5,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Rush,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Haywood,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9743589743589743,2.0,0.0,0.7931034482758621,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Roberts,1.7142857142857142,0.7272727272727273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.8125,0.7741935483870968,0.6371681415929203,1.2000000000000002,0.6666666666666666,0.0,0.0,0.4186046511627907,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.25,1.6666666666666667,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,26.0,48.0,72.0,132.0,6.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,1.5862068965517242,0.7272727272727273,0.0,0.0,0.0,0.0,1.917808219178082,2.0,0.0,0.7515151515151515,0.7241379310344828,0.8347826086956521,0.7521367521367521,0.0,0.0,0.0,0.0,1.2486772486772486,0.9,1.3333333333333333,1.0,0.9767441860465116,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1590909090909092,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,92.0,8.0,0.0,0.0,0.0,0.0,140.0,2.0,0.0,124.0,42.0,96.0,88.0,0.0,0.0,0.0,0.0,236.0,18.0,4.0,124.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Byron Mullens,1.2,0.0,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.5333333333333333,0.36363636363636365,0.6526315789473685,0.7529411764705882,0.875,0.0,0.0,0.0,0.9803921568627451,0.0,0.0,1.2727272727272727,0.7272727272727273,0.9523809523809523,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3793103448275863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,8.0,62.0,64.0,147.0,0.0,0.0,0.0,50.0,0.0,0.0,28.0,8.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Watson,1.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.6,0.975609756097561,0.8208955223880597,1.125,0.0,0.0,0.0,1.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4285714285714286,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,40.0,110.0,153.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Miles,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.5490196078431373,0.5882352941176471,0.8292682926829268,0.847457627118644,1.1058823529411765,1.2000000000000002,0.0,0.0,0.9444444444444444,0.0,0.0,1.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,28.0,10.0,34.0,100.0,282.0,12.0,0.0,0.0,34.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Carl Landry,1.5789473684210527,0.6666666666666666,0.0,0.0,0.0,0.0,1.9069767441860466,0.0,0.0,0.5454545454545454,0.9565217391304348,0.8073394495412844,0.8846153846153846,0.0,0.0,0.0,0.0,1.183673469387755,1.0,1.5,0.9655172413793104,0.9473684210526315,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,1.5294117647058822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,36.0,22.0,88.0,46.0,0.0,0.0,0.0,0.0,174.0,2.0,6.0,28.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,3.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Boozer,1.4647887323943662,0.8571428571428571,2.0,0.0,0.0,0.0,1.75,0.0,0.0,0.49122807017543857,0.6666666666666666,0.6912751677852349,0.8421052631578947,0.0,0.0,0.0,0.0,1.2334801762114538,1.4285714285714286,2.0,0.8,1.2,1.3125,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.967741935483871,1.6,0.0,0.0,0.0,0.0,1.4385964912280702,0.8,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,104.0,6.0,2.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,70.0,206.0,48.0,0.0,0.0,0.0,0.0,280.0,10.0,4.0,32.0,36.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,8.0,0.0,0.0,0.0,0.0,82.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Delfino,1.4545454545454546,0.5454545454545454,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5263157894736842,0.9090909090909091,0.3,0.8903225806451613,1.0707070707070707,0.0,0.0,0.0,0.9696969696969697,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,10.0,10.0,6.0,138.0,318.0,0.0,0.0,0.0,32.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo Anthony,1.2765957446808511,0.6666666666666666,0.0,0.0,2.0,0.0,1.8571428571428572,0.0,1.0,0.5769230769230769,0.5573770491803278,0.875,0.801762114537445,1.1647058823529413,0.375,0.0,0.0,0.8295454545454546,0.75,2.0,1.2307692307692308,1.0476190476190477,1.1020408163265305,2.0,3.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0857142857142856,1.2307692307692308,2.0,0.0,0.0,0.0,1.3818181818181818,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,10.0,0.0,0.0,2.0,0.0,26.0,0.0,2.0,30.0,34.0,182.0,182.0,396.0,3.0,0.0,0.0,146.0,6.0,2.0,16.0,44.0,54.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,38.0,16.0,18.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caron Butler,1.3793103448275863,1.3333333333333333,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,0.5454545454545454,1.0769230769230769,0.8433734939759037,0.8465116279069768,1.0611353711790392,1.7999999999999998,0.0,0.0,1.1111111111111112,1.3333333333333333,0.0,1.0,1.2,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8571428571428571,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,18.0,14.0,70.0,182.0,243.0,9.0,0.0,0.0,50.0,4.0,0.0,4.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartier Martin,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5185185185185185,0.7272727272727273,1.1067961165048543,1.0,0.0,0.0,0.9333333333333333,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,48.0,114.0,3.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Parsons,1.452991452991453,0.75,0.0,0.0,0.0,0.0,1.9259259259259258,0.0,0.0,0.6333333333333333,0.75,0.7272727272727273,0.8875,1.0076335877862594,0.6666666666666666,0.0,0.0,1.2,0.6666666666666666,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,1.875,0.0,0.0,0.0,1.7391304347826086,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,170.0,18.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,38.0,12.0,24.0,142.0,264.0,6.0,0.0,0.0,192.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,30.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Jenkins,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.8518518518518519,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Villanueva,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5882352941176471,0.3076923076923077,0.2857142857142857,0.47368421052631576,1.1052631578947367,0.0,0.0,0.0,0.9787234042553191,0.0,2.0,0.9,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,4.0,6.0,18.0,252.0,0.0,0.0,0.0,46.0,0.0,2.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Budinger,1.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7272727272727273,0.6666666666666666,0.5,0.6274509803921569,1.02,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,4.0,8.0,32.0,51.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chauncey Billups,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,1.1111111111111112,1.1428571428571428,1.0945945945945945,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,24.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Andersen,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,1.7857142857142858,2.0,0.0,0.2222222222222222,0.0,1.0,0.3333333333333333,2.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
