playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim
Jake Tsakalidis,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.41379310344827586,0.2857142857142857,0.3333333333333333,0.8,0.0,0.0,0.0,0.0,1.1071428571428572,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Voskuhl,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Rose,1.7297297297297298,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,1.0123456790123457,0.8813559322033898,0.8305084745762712,0.9908256880733946,0.6000000000000001,0.0,0.0,1.0344827586206897,0.75,0.0,0.0,0.0,0.0,2.0,1.4,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,64.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,132.0,164.0,312.0,196.0,108.0,3.0,0.0,0.0,90.0,6.0,0.0,0.0,0.0,0.0,2.0,28.0,18.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0
Jamaal Magloire,1.6,0.0,0.0,0.0,1.68,0.0,0.0,2.0,0.2631578947368421,0.42857142857142855,0.4827586206896552,0.631578947368421,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,2.0,1.1428571428571428,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,84.0,0.0,0.0,2.0,10.0,6.0,14.0,12.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Crawford,1.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.47058823529411764,0.5,0.7037037037037037,0.75,1.1067961165048543,0.75,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,8.0,38.0,48.0,114.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Mashburn,1.6585365853658536,0.0,0.0,0.0,1.8095238095238095,0.0,0.0,0.0,0.8913043478260869,0.5714285714285714,0.6535211267605634,0.7220216606498195,1.053658536585366,0.42857142857142855,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,2.0,1.5789473684210527,2.0,1.5172413793103448,2.0,0.0,0.0,0.0,1.375,2.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,82.0,64.0,232.0,200.0,216.0,3.0,0.0,0.0,188.0,2.0,0.0,0.0,0.0,0.0,2.0,30.0,24.0,44.0,2.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0
Jamel Thomas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
James Posey,1.1851851851851851,0.0,0.0,0.0,1.7333333333333334,2.0,0.0,0.0,0.5,0.8888888888888888,0.7083333333333334,0.6197183098591549,0.9193548387096775,1.5,0.0,0.0,1.0275229357798166,1.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,14.0,16.0,34.0,88.0,114.0,3.0,0.0,0.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Caffey,1.6363636363636365,0.0,0.0,0.0,1.75,0.0,0.0,1.5,0.5098039215686274,0.7391304347826086,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,56.0,0.0,0.0,6.0,26.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kidd,1.6363636363636365,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.6136363636363636,0.5526315789473685,0.7364016736401674,0.676923076923077,0.9738219895287958,0.5,0.6000000000000001,0.0,1.108695652173913,0.5,0.0,2.0,0.0,0.0,0.0,1.2,1.4285714285714286,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,126.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,54.0,42.0,176.0,132.0,186.0,3.0,3.0,0.0,204.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0
Jason Terry,1.6,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.676056338028169,0.7288135593220338,0.9429280397022333,0.8097165991902834,1.2470588235294118,0.6000000000000001,0.75,3.0,0.7924528301886793,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,96.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,96.0,86.0,380.0,200.0,318.0,3.0,3.0,3.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Jason Williams,1.3978494623655915,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,1.0,0.8461538461538461,0.7172413793103448,1.0,1.0,0.0,0.25,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,130.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,44.0,104.0,255.0,12.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Jeff Foster,1.3333333333333333,2.0,0.0,0.0,1.9428571428571428,2.0,0.0,0.0,0.21428571428571427,0.6666666666666666,0.46153846153846156,0.5714285714285714,1.5,0.0,0.0,0.0,1.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,68.0,2.0,0.0,0.0,6.0,4.0,12.0,12.0,6.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff McInnis,1.543859649122807,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.063157894736842,1.006896551724138,0.8353413654618473,0.7592592592592593,1.0975609756097562,1.2000000000000002,0.0,0.0,0.6428571428571429,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,202.0,146.0,208.0,82.0,135.0,18.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Jermaine ONeal,1.793103448275862,2.0,0.0,0.0,1.8181818181818181,2.0,0.0,1.3333333333333333,0.40930232558139534,0.6172839506172839,0.8275862068965517,0.782608695652174,0.0,0.0,0.0,0.0,0.9135802469135802,0.5333333333333333,0.0,0.0,0.0,0.0,1.5,1.3584905660377358,0.9333333333333333,2.0,0.0,0.0,0.0,0.0,1.2142857142857142,2.0,0.0,0.0,0.0,1.3333333333333333,2.0,52.0,8.0,0.0,0.0,180.0,14.0,0.0,4.0,88.0,50.0,96.0,18.0,0.0,0.0,0.0,0.0,148.0,8.0,0.0,0.0,0.0,0.0,6.0,72.0,14.0,2.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,4.0,6.0
Jerome Moiso,2.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Williams,1.5294117647058822,2.0,0.0,0.0,1.8823529411764706,2.0,0.0,0.0,0.25,0.5454545454545454,0.7575757575757576,1.2307692307692308,0.0,0.0,0.0,0.0,0.9230769230769231,0.5,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,32.0,2.0,0.0,0.0,6.0,6.0,50.0,16.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,1.5772357723577235,1.0,0.0,2.0,1.896551724137931,0.0,0.0,2.0,0.3225806451612903,0.6972477064220184,0.6795366795366795,0.7241379310344828,1.0964912280701755,0.42857142857142855,0.0,0.0,0.7767857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0,0.4,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,194.0,4.0,0.0,2.0,110.0,0.0,0.0,2.0,20.0,76.0,352.0,294.0,375.0,6.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0
Jim Jackson,1.2727272727272727,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.0,0.5783132530120482,0.8333333333333334,0.5230769230769231,0.6461538461538462,1.125,1.0,0.0,0.0,1.036144578313253,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.2941176470588236,1.75,1.3333333333333333,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,48.0,60.0,68.0,84.0,54.0,3.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,14.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0
Joe Smith,1.4285714285714286,0.0,0.0,0.0,1.619047619047619,0.0,0.0,0.0,0.5060240963855421,0.6818181818181818,0.7876106194690266,0.7480916030534351,0.0,0.0,0.0,0.0,0.8064516129032258,0.4,0.0,0.0,0.0,0.0,1.0,0.9855072463768116,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,42.0,30.0,178.0,98.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,2.0,68.0,8.0,4.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Przybilla,1.3333333333333333,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
John Amaechi,1.44,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.5230769230769231,0.36363636363636365,0.5869565217391305,0.693069306930693,0.0,0.0,0.0,0.0,0.9342105263157895,0.0,0.0,0.0,0.0,0.0,1.2,0.95,0.6666666666666666,0.5714285714285714,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.2,0.0,72.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,34.0,12.0,54.0,70.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0
John Crotty,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8571428571428571,0.26666666666666666,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Starks,1.6153846153846154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47368421052631576,0.34782608695652173,0.7142857142857143,0.8431372549019608,0.9574468085106383,0.0,0.0,0.0,1.0120481927710843,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,8.0,70.0,258.0,90.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stockton,1.4285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.55,0.6060606060606061,0.9043478260869565,1.0666666666666667,1.330188679245283,0.0,0.0,0.0,1.1267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,20.0,104.0,128.0,141.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
John Wallace,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7058823529411765,0.6956521739130435,0.7628865979381443,0.96,0.42857142857142855,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,16.0,74.0,24.0,6.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Newman,1.1538461538461537,1.0,0.0,0.0,1.8,0.0,0.0,2.0,0.45454545454545453,0.8095238095238095,0.6666666666666666,0.8304093567251462,1.027777777777778,0.0,0.75,0.0,1.0408163265306123,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.8571428571428571,0.0,0.8571428571428571,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,1.0,90.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,20.0,34.0,66.0,142.0,111.0,0.0,3.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0
Jon Barry,1.368421052631579,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8888888888888888,0.8,1.0526315789473684,0.6071428571428571,1.073394495412844,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,20.0,34.0,117.0,3.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Jonathan Bender,1.3333333333333333,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.3225806451612903,1.1428571428571428,0.5365853658536586,0.7804878048780488,0.967741935483871,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,10.0,8.0,22.0,32.0,30.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Jud Buechler,1.4285714285714286,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,0.5714285714285714,1.0857142857142856,0.8250000000000001,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0,76.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jumaine Jones,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.13333333333333333,0.36363636363636365,0.8615384615384616,0.8620689655172413,1.21875,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,2.0,4.0,56.0,50.0,39.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,1.5151515151515151,2.0,0.0,0.0,1.6615384615384616,0.0,0.0,2.0,0.6270627062706271,0.7684729064039408,0.868421052631579,0.64,0.0,0.0,0.0,0.0,1.0405405405405406,0.9090909090909091,0.0,0.0,0.0,0.0,2.0,1.375,1.375,1.6363636363636365,0.0,0.0,0.0,0.0,1.4736842105263157,2.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,108.0,0.0,0.0,8.0,190.0,156.0,198.0,16.0,0.0,0.0,0.0,0.0,154.0,10.0,0.0,0.0,0.0,0.0,4.0,154.0,66.0,18.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0
Karl Malone,1.8,0.0,0.0,0.0,1.878787878787879,0.0,0.0,0.0,0.5617977528089888,0.8222222222222222,0.7980049875311721,0.8987854251012146,1.2000000000000002,0.0,0.0,0.0,1.28,1.5,0.0,0.0,0.0,0.0,1.0,1.0869565217391304,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.1111111111111112,2.0,0.0,0.0,0.0,1.5,0.0,54.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,50.0,74.0,320.0,222.0,6.0,0.0,0.0,0.0,448.0,6.0,0.0,0.0,0.0,0.0,2.0,50.0,6.0,14.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,6.0,0.0
Keith Van Horn,1.3488372093023255,0.0,0.0,0.0,1.7692307692307692,0.0,0.0,0.0,0.6376811594202898,0.4878048780487805,0.6470588235294118,0.8125,1.0827067669172932,1.5,0.0,0.0,1.0886075949367089,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.2,1.1851851851851851,0.46153846153846156,2.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,44.0,20.0,66.0,78.0,144.0,3.0,0.0,0.0,86.0,4.0,0.0,0.0,0.0,0.0,2.0,60.0,32.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0
Kelvin Cato,0.0,0.0,0.0,0.0,1.7714285714285714,2.0,0.0,0.0,0.3333333333333333,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0
Kenny Thomas,1.6470588235294117,2.0,0.0,0.0,1.8709677419354838,0.0,0.0,0.0,0.5714285714285714,0.4,0.4827586206896552,0.5,0.8048780487804879,0.0,0.0,0.0,1.087719298245614,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.7741935483870968,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,58.0,0.0,0.0,0.0,28.0,4.0,14.0,24.0,66.0,0.0,0.0,0.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin,1.3181818181818181,0.0,0.0,0.0,1.8108108108108107,2.0,0.0,1.3333333333333333,0.7222222222222222,0.4931506849315068,0.6235294117647059,0.7534246575342466,0.6000000000000001,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,1.032258064516129,0.7272727272727273,0.0,0.0,0.0,0.0,1.183673469387755,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,134.0,4.0,0.0,4.0,52.0,36.0,106.0,110.0,3.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,32.0,8.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
