playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim
Darius Miles,1.6296296296296295,2.0,0.0,0.0,1.6037735849056605,2.0,0.0,2.0,0.4470588235294118,0.5652173913043478,0.6746987951807228,0.65,0.0,3.0,0.0,0.0,0.9565217391304348,0.5,0.0,0.0,0.0,0.0,1.0,1.8,0.0,1.0,0.0,0.0,0.0,0.0,1.423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,170.0,4.0,0.0,4.0,38.0,26.0,56.0,26.0,0.0,3.0,0.0,0.0,110.0,2.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Armstrong,1.2987012987012987,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.64,0.9130434782608695,0.8585858585858586,0.8080808080808081,1.0714285714285714,0.0,0.0,0.0,0.8378378378378378,2.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,32.0,42.0,170.0,160.0,360.0,0.0,0.0,0.0,62.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrick Martin,1.25,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.3333333333333333,0.16666666666666666,1.5,3.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,33.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darvin Ham,1.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.46153846153846156,0.0,0.0,0.0,0.0,3.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
David Benoit,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2222222222222222,0.75,1.0588235294117647,0.6857142857142857,1.2000000000000002,0.0,0.0,0.0,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,12.0,36.0,24.0,12.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
David Robinson,1.4545454545454546,2.0,0.0,0.0,1.9173553719008265,0.0,0.0,0.0,0.5137614678899083,0.6352941176470588,0.8177777777777778,0.8571428571428571,0.0,0.0,0.0,0.0,0.8843537414965986,0.8,0.0,0.0,0.0,0.0,1.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,0.0,0.0,232.0,0.0,0.0,0.0,56.0,54.0,184.0,18.0,0.0,0.0,0.0,0.0,130.0,4.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,4.0,0.0
David Vanterpool,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.4285714285714286,0.4444444444444444,0.5217391304347826,0.0,0.0,0.0,0.0,1.3076923076923077,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wesley,1.6417910447761195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.36363636363636365,0.7777777777777778,0.86,1.09375,0.0,0.0,0.0,0.8888888888888888,1.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,196.0,430.0,210.0,0.0,0.0,0.0,120.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wingate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,1.3333333333333333,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.21052631578947367,0.75,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Garrett,0.0,0.0,0.0,0.0,1.7894736842105263,0.0,0.0,2.0,0.6923076923076923,0.8,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,2.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,2.0,18.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Dee Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9230769230769231,1.0384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dell Curry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5882352941176471,0.5925925925925926,0.9171270718232044,1.2857142857142856,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,32.0,166.0,126.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
DerMarr Johnson,1.4285714285714286,2.0,0.0,0.0,1.84,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.5901639344262295,0.6933333333333334,1.0588235294117647,1.0,0.0,0.0,0.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,46.0,0.0,0.0,0.0,14.0,12.0,36.0,52.0,90.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,1.7,0.0,0.0,0.0,1.7446808510638299,0.0,0.0,0.0,0.24,0.7,0.7,0.7899159663865546,1.1657142857142857,1.0,0.0,0.0,0.9261744966442953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,68.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,12.0,28.0,154.0,188.0,204.0,3.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0
Derek Fisher,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6451612903225806,0.8767123287671232,1.346938775510204,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,20.0,64.0,66.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Strong,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6206896551724138,0.8,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,18.0,16.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.6363636363636364,0.5625,0.52,0.6451612903225806,1.3846153846153846,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,28.0,18.0,26.0,20.0,54.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick McKey,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.15384615384615385,1.2,0.8,0.5,0.6428571428571428,0.0,0.0,0.0,1.4814814814814814,1.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,20.0,14.0,9.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Desmond Mason,1.5238095238095237,0.0,0.0,0.0,1.6153846153846154,0.0,0.0,1.6,0.5263157894736842,0.5714285714285714,0.7457627118644068,0.7538461538461538,0.9767441860465117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.263157894736842,0.0,0.0,0.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,42.0,0.0,0.0,8.0,20.0,20.0,44.0,98.0,42.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0
Detlef Schrempf,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6153846153846154,0.5714285714285714,0.64,0.8571428571428571,1.0,0.0,0.0,0.0,1.0909090909090908,2.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,4.0,16.0,12.0,6.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
Devean George,1.7142857142857142,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.56,0.2857142857142857,0.3333333333333333,0.7659574468085106,0.5106382978723404,0.0,0.0,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,4.0,6.0,36.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0
Dikembe Mutombo,1.6666666666666667,0.0,0.0,0.0,1.8904109589041096,0.0,2.0,0.0,0.21428571428571427,0.6666666666666666,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,1.1176470588235294,0.8,0.0,0.0,0.0,0.0,1.7142857142857142,0.9523809523809523,0.75,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,138.0,0.0,2.0,0.0,18.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,0.0,0.0,0.0,0.0,12.0,120.0,24.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Glover,1.7857142857142858,0.0,0.0,0.0,1.6,0.0,0.0,0.6666666666666666,0.3829787234042553,1.0,0.7352941176470589,0.8148148148148148,0.4411764705882353,1.0,0.0,0.0,0.9473684210526315,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,18.0,22.0,50.0,22.0,15.0,3.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Nowitzki,1.4320987654320987,0.0,0.0,0.0,1.9555555555555555,0.0,0.0,0.0,0.4731182795698925,0.8493150684931506,0.937984496124031,0.8326848249027238,1.16793893129771,2.0,0.0,0.0,1.2195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.6470588235294117,1.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,44.0,62.0,242.0,214.0,306.0,6.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Reid,2.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0434782608695652,1.0,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Donnell Harvey,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Donyell Marshall,1.7692307692307692,0.0,0.0,0.0,1.8217821782178218,0.0,0.0,0.4,0.4507042253521127,0.8205128205128205,0.5660377358490566,0.8235294117647058,0.8666666666666666,0.0,0.0,0.0,1.0943396226415094,0.8,0.0,0.0,0.0,0.0,2.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,2.0,1.0,46.0,0.0,0.0,0.0,184.0,0.0,0.0,2.0,32.0,32.0,30.0,98.0,78.0,0.0,0.0,0.0,290.0,4.0,0.0,0.0,0.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,12.0,2.0
Doug Christie,1.358974358974359,0.0,0.0,0.0,1.7142857142857142,2.0,0.0,0.0,0.4444444444444444,0.5,0.5393258426966292,0.6705882352941176,1.0384615384615383,0.0,0.0,0.0,0.9056603773584906,0.5,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1.0,2.0,0.0,0.0,0.0,0.0,0.9166666666666666,2.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,28.0,16.0,48.0,114.0,162.0,0.0,0.0,0.0,96.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0
Doug Overton,1.2380952380952381,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,0.8333333333333334,0.7894736842105263,0.870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,20.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragan Tarlac,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9411764705882353,0.375,0.5,0.5,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Duane Causwell,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,1.0,0.125,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,2.0,0.7692307692307693,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Boykins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6666666666666666,1.0588235294117647,0.2857142857142857,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,18.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Gill,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.7142857142857143,1.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie House,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.7777777777777778,0.8771929824561403,0.8172043010752689,1.0714285714285714,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,50.0,76.0,45.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Eddie Jones,1.2452830188679245,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.0,0.7692307692307693,0.7142857142857143,0.8243243243243243,0.8725868725868726,1.111764705882353,0.75,0.0,0.0,0.9887640449438202,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,40.0,30.0,122.0,226.0,189.0,3.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Robinson,2.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.875,1.0,0.935064935064935,0.7058823529411765,0.0,0.0,0.0,0.0,1.1162790697674418,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,28.0,56.0,144.0,36.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0
Eduardo Najera,1.5714285714285714,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,1.0,0.5882352941176471,0.6666666666666666,0.8,1.0,3.0,0.0,0.0,0.0,1.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,10.0,4.0,8.0,8.0,3.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
